LineNo,TimeUS,ThI,ABst,ThO,ThH,DAIt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt,labels
204308,258863913,0.6918712,0.1216923,0.6945505,0.3450014,20.85402,19.50721,20.99,0,0,21.39735,113,-739,2
204400,258963873,0.7485862,0.1082875,0.8025051,0.3450014,20.83741,18.85285,21.02,0,0,20.73792,155,-772,2
204491,259063833,0.7640798,0.1396152,0.8610548,0.3450014,20.82081,18.15033,21.06,0,0,20.03156,191,-768,2
204581,259163793,0.7545968,0.1118258,0.8793377,0.3450014,20.80421,17.53452,21.1,0,0,19.41415,218,-681,2
204670,259263753,0.724151,0.1318752,0.8646331,0.3450014,20.56537,16.94036,21.16,0,0,18.81964,233,-606,2
204761,259363713,0.7414088,0.1064449,0.8513342,0.3450014,19.87509,16.25009,21.23,0,0,18.12997,233,-669,2
204850,259463673,0.7759876,0.1400723,0.8770242,0.3450014,19.12345,15.49845,21.32,0,0,17.37925,233,-750,2
204941,259563633,0.8164107,0.110248,0.9090165,0.3450014,18.28943,14.66443,21.4,0,0,16.54718,233,-845,2
205028,259663593,0.8580245,0.1544862,0.9565834,0.3450014,17.37534,13.75034,21.51,0,0,15.63516,233,-938,2
205113,259763553,0.8970083,0.1200414,0.9988621,0.3450014,16.38325,12.75825,21.63,0,0,14.64668,233,-1024,2
205203,259863513,0.9310793,0.1698747,1,0.3450014,15.31648,11.69148,21.75,0,0,13.58345,233,-1091,2
205293,259963473,0.9473692,0.1168945,1,0.3450014,14.21759,10.61521,21.89,0,0,12.51315,232,-1134,2
205384,260063433,0.9875447,0.1501712,1,0.3450014,13.00306,9.403206,22.03,0,0,11.30647,232,-1232,2
205474,260163393,0.5598651,0.0468123,0.9199947,0.3450014,25.53188,21.96554,22.19,0,0,24.1634,230,171,2
205563,260263353,0.3759362,0.04238889,0.5879951,0.3450014,25.61508,22.11563,22.35,0,0,24.35519,228,202,2
205654,260363313,0.3550062,0.02822217,0.445624,0.3450014,25.70428,22.27181,22.54,0,0,24.5387,225,213,2
205743,260463273,0.3355459,0.03973749,0.3929217,0.3450014,25.80026,22.4426,22.74,0,0,24.77116,217,248,2
205834,260564066,0.317594,0.03152671,0.3633719,0.3450014,25.90205,22.62204,22.93,0,0,24.96562,205,276,2
205925,260664026,0.2968641,0.03935626,0.3434871,0.3450014,26.01811,22.83497,23.12,0,0,25.185,191,315,2
206014,260763986,0.281864,0.039343,0.3240303,0.3450014,26.10606,23.02947,23.3,0,0,25.36028,176,323,2
206103,260863946,0.266221,0.04425356,0.3011378,0.3450014,26.17876,23.17346,23.46,0,0,25.55428,163,245,2
206193,260963906,0.2636615,0.04457673,0.2972968,0.3450014,26.27288,23.34861,23.6,0,0,25.69122,149,256,2
206284,261063866,0.2609274,0.04314074,0.2923608,0.3450014,26.34525,23.50916,23.72,0,0,25.83798,135,259,2
206375,261163826,0.2516015,0.04404792,0.2907555,0.3450014,26.38436,23.68666,23.81,0,0,25.9311,119,304,2
206464,261263786,0.250614,0.04021952,0.2815059,0.3450014,26.3558,23.79683,23.89,0,0,26.03463,102,265,2
206555,261363746,0.2350872,0.03962156,0.2625955,0.3450014,26.30055,23.8549,23.95,0,0,26.08941,86,178,2
206644,261463706,0.2405269,0.03725198,0.2617546,0.3450014,26.25862,23.93182,23.98,0,0,26.13656,70,137,2
206735,261563666,0.2395326,0.0390608,0.2647324,0.3450014,26.18477,23.98657,23.99,0,0,26.14478,54,137,2
206826,261663626,0.2485961,0.03745498,0.2659514,0.3450014,26.07557,24.01057,23.98,0,0,26.14987,38,121,2
206915,261763586,0.2490528,0.03937513,0.2699202,0.3450014,25.94444,24.01862,23.95,0,0,26.11974,26,128,2
207004,261863546,0.2554252,0.03810769,0.2772017,0.3450014,25.79242,24.0232,23.89,0,0,26.07442,13,129,2
207094,261963506,0.251092,0.03766945,0.2769304,0.3450014,25.60348,23.99297,23.84,0,0,26.01691,1,127,2
207185,262063466,0.2560871,0.0386861,0.2771071,0.3450014,25.38769,23.9286,23.75,0,0,25.9361,-9,90,2
207275,262163426,0.2543311,0.03679115,0.2791385,0.3450014,25.17788,23.87094,23.65,0,0,25.83476,-21,85,2
207364,262263386,0.2580212,0.03990376,0.2803943,0.3450014,24.93665,23.77732,23.54,0,0,25.72686,-34,53,2
207460,262363346,0.2894976,0.03930199,0.2953515,0.3450014,24.67908,23.6525,23.4,0,0,25.58992,-47,-67,2
207549,262463306,0.3011572,0.04286495,0.324504,0.3450014,24.42916,23.53612,23.25,0,0,25.44598,-60,-100,2
207640,262563266,0.3044919,0.04609197,0.3400916,0.3450014,24.15842,23.399,23.11,0,0,25.30082,-73,-102,2
207731,262664059,0.3069425,0.04297635,0.3458771,0.3450014,23.87987,23.25159,22.95,0,0,25.14361,-87,-130,2
207820,262764019,0.3090087,0.04767418,0.3508831,0.3450014,23.60338,23.10623,22.79,0,0,24.97653,-100,-132,2
207909,262863979,0.3089996,0.04538351,0.3538423,0.3450014,23.3156,22.94823,22.62,0,0,24.80617,-113,-148,2
207999,262963939,0.3085959,0.04802963,0.3547259,0.3450014,23.01731,22.77961,22.44,0,0,24.63088,-126,-150,2
208090,263063899,0.3075189,0.04564726,0.3553683,0.3450014,22.72008,22.61101,22.27,0,0,24.45022,-139,-162,2
208180,263163859,0.3096656,0.04817188,0.355173,0.3450014,22.41636,22.43551,22.09,0,0,24.27767,-150,-164,2
208269,263263819,0.3142452,0.04507369,0.3591702,0.3450014,22.11593,22.25903,21.9,0,0,24.0796,-156,-173,2
208360,263363779,0.3439898,0.05202502,0.3667198,0.3450014,21.9778,21.96579,21.73,0,0,24.14219,-132,-277,2
208449,263463739,0.4682888,0.0578289,0.4397601,0.3450014,21.84953,21.41947,21.55,0,0,23.59001,-80,-552,2
208540,263563699,0.6303816,0.1039962,0.5853956,0.3450014,21.72809,20.6831,21.4,0,0,22.84729,-16,-814,2
208631,263663659,0.7506599,0.09144807,0.7428202,0.3450014,21.6069,19.83544,21.27,0,0,21.99383,38,-954,2
208720,263763619,0.8104266,0.1435624,0.8631871,0.3450014,21.4857,18.98466,21.16,0,0,21.13725,78,-963,2
208809,263863579,0.8115246,0.09853554,0.911791,0.3450014,21.36451,18.11818,21.08,0,0,20.26576,113,-928,2
208899,263963539,0.8194236,0.1363264,0.9273045,0.3450014,20.84093,17.21593,21.01,0,0,19.35911,128,-933,2
208990,264063499,0.8307474,0.0945363,0.9339908,0.3450014,19.89492,16.26992,20.97,0,0,18.40957,128,-965,2
209080,264163459,0.8494802,0.133571,0.9516752,0.3450014,18.89561,15.27061,20.95,0,0,17.40751,128,-1011,2
209169,264263419,0.8739895,0.1230101,0.9762691,0.3450014,17.83837,14.21337,20.95,0,0,16.34795,128,-1073,2
209260,264363379,0.9025142,0.1624315,1,0.3450014,16.72282,13.09783,20.97,0,0,15.231,128,-1138,2
209349,264463339,0.9303692,0.1442558,1,0.3450014,15.54831,11.92331,21,0,0,14.05539,128,-1201,2
209440,264563299,0.9567438,0.1509571,1,0.3450014,14.3176,10.6926,21.06,0,0,12.82449,128,-1260,2
209526,264664092,0.9811199,0.1143182,1,0.3450014,13.03399,9.408989,21.13,0,0,11.54113,128,-1314,2
209612,264764052,0.6492386,0.06528717,0.9663181,0.3450014,24.63618,21.08583,21.21,0,0,23.37751,125,64,2
209702,264864012,0.3727324,0.02859393,0.6095251,0.3450014,24.58817,21.16096,21.32,0,0,23.498,120,98,2
209794,264963972,0.3441754,0.03121558,0.4430263,0.3450014,24.54702,21.24305,21.44,0,0,23.62125,115,102,2
209885,265063932,0.324386,0.03459081,0.3828729,0.3450014,24.52952,21.354,21.58,0,0,23.77766,106,143,2
209974,265163892,0.305259,0.03858963,0.3524429,0.3450014,24.51841,21.4772,21.72,0,0,23.9146,92,146,2
210064,265263852,0.2893584,0.04161653,0.3348362,0.3450014,24.51682,21.62144,21.85,0,0,24.06961,79,186,2
210155,265363812,0.2729766,0.03686342,0.3154443,0.3450014,24.50279,21.75835,21.97,0,0,24.18464,68,190,2
210244,265463772,0.2665429,0.04307309,0.3009748,0.3450014,24.48537,21.89388,22.06,0,0,24.29553,58,181,2
210335,265563732,0.2598566,0.0354659,0.2937763,0.3450014,24.44553,22.00887,22.14,0,0,24.37769,49,183,2
210425,265663692,0.258761,0.04352295,0.2859372,0.3450014,24.38186,22.09803,22.19,0,0,24.44378,40,153,2
210515,265763652,0.2568978,0.03581017,0.285851,0.3450014,24.31045,22.18013,22.24,0,0,24.4876,31,154,2
210604,265863612,0.2578156,0.04457438,0.2827447,0.3450014,24.20432,22.22441,22.26,0,0,24.52032,22,119,2
210694,265963572,0.2576646,0.03720403,0.2857884,0.3450014,24.0974,22.26814,22.26,0,0,24.52032,13,119,2
210786,266063532,0.2591991,0.04416785,0.2841241,0.3450014,23.96507,22.28301,22.25,0,0,24.52534,3,83,2
210875,266163492,0.2595692,0.03757691,0.287317,0.3450014,23.81765,22.28289,22.22,0,0,24.48973,-6,82,2
210965,266263452,0.2625996,0.04534885,0.2882354,0.3450014,23.66391,22.27288,22.17,0,0,24.44727,-16,52,2
211056,266363412,0.2620229,0.03907666,0.2911994,0.3450014,23.4844,22.23715,22.09,0,0,24.37606,-27,51,2
211145,266463372,0.2663771,0.04371643,0.2956118,0.3450014,23.29032,22.19239,22.01,0,0,24.29457,-40,48,2
211236,266563332,0.2615975,0.03787863,0.2941165,0.3450014,23.06963,22.12084,21.91,0,0,24.19871,-55,45,2
211326,266663292,0.264514,0.04110119,0.2922211,0.3450014,22.83459,22.02713,21.79,0,0,24.07912,-69,9,2
211416,266764085,0.2616084,0.03959477,0.2930871,0.3450014,22.59723,21.9309,21.67,0,0,23.95313,-83,6,2
211505,266864045,0.2664177,0.04095235,0.2936248,0.3450014,22.33376,21.80206,21.51,0,0,23.79257,-96,-28,2
211595,266964005,0.2698154,0.04066595,0.2985992,0.3450014,22.07495,21.67565,21.35,0,0,23.63645,-105,-31,2
211686,267063965,0.2798218,0.04184341,0.3054317,0.3450014,21.78912,21.50853,21.18,0,0,23.45769,-108,-64,2
211775,267163925,0.2837741,0.04298872,0.3135062,0.3450014,21.52479,21.35194,20.98,0,0,23.26323,-108,-69,2
211865,267263885,0.293561,0.04230586,0.3212655,0.3450014,21.25056,21.16889,20.78,0,0,23.0584,-108,-101,2
211956,267363845,0.2991467,0.04634544,0.3306708,0.3450014,20.97441,20.97383,20.58,0,0,22.85299,-106,-105,2
212045,267463805,0.3095044,0.04085943,0.3390717,0.3450014,20.7023,20.76738,20.36,0,0,22.62857,-102,-132,2
212136,267563765,0.3165063,0.04859054,0.3487684,0.3450014,20.44069,20.56139,20.13,0,0,22.40125,-98,-136,2
212226,267663725,0.3272237,0.03696027,0.3564075,0.3450014,20.17482,20.33702,19.9,0,0,22.1666,-92,-158,2
212316,267763685,0.33545,0.05106914,0.3682075,0.3450014,19.91537,20.10911,19.66,0,0,21.92832,-85,-162,2
212405,267863645,0.3458037,0.04059371,0.3774039,0.3450014,19.66294,19.87561,19.44,0,0,21.698,-77,-177,2
212495,267963605,0.3546382,0.05491057,0.3917737,0.3450014,19.41702,19.6367,19.22,0,0,21.48437,-68,-180,2
212586,268063565,0.3629633,0.04921055,0.4026112,0.3450014,19.19214,19.4089,19,0,0,21.26496,-58,-182,2
212675,268163525,0.371691,0.06400001,0.4186611,0.3450014,18.9909,19.19464,18.79,0,0,21.05406,-46,-185,2
212765,268263485,0.3774576,0.05487683,0.4279876,0.3450014,18.79428,18.97812,18.61,0,0,20.8744,-35,-176,2
212856,268363445,0.3850671,0.06410104,0.4380901,0.3450014,18.6108,18.76659,18.43,0,0,20.69912,-22,-176,2
212945,268463405,0.3884465,0.05612308,0.4436465,0.3450014,18.46502,18.58816,18.27,0,0,20.53961,-9,-157,2
213036,268563365,0.395965,0.06310245,0.4505903,0.3450014,18.33154,18.4127,18.12,0,0,20.39445,4,-159,2
213122,268663325,0.3964409,0.05754772,0.4544673,0.3450014,18.21147,18.25243,17.99,0,0,20.27951,15,-132,2
213208,268763285,0.4026262,0.0610379,0.4589831,0.3450014,18.11596,18.10689,17.89,0,0,20.17817,29,-133,2
213297,268864078,0.4021423,0.06000403,0.460921,0.3450014,18.05042,17.98812,17.81,0,0,20.10768,44,-99,2
213387,268964038,0.407913,0.05732143,0.4647656,0.3450014,18.00947,17.88772,17.75,0,0,20.04468,59,-99,2
213478,269063998,0.4027479,0.05884427,0.4631338,0.3450014,17.96799,17.81285,17.72,0,0,20.03395,67,-59,2
213567,269163958,0.4040444,0.05002096,0.460536,0.3450014,17.94017,17.74959,17.71,0,0,20.023,75,-58,2
213657,269263918,0.3956616,0.06202409,0.456617,0.3450014,17.94889,17.7335,17.72,0,0,20.05147,82,-13,2
213748,269363878,0.3951051,0.04850227,0.4526401,0.3450014,17.96595,17.72238,17.74,0,0,20.07064,89,-12,2
213837,269463838,0.386095,0.06708983,0.4500517,0.3450014,18.01146,17.74441,17.79,0,0,20.13892,96,32,2
213928,269563798,0.3875014,0.04966956,0.4450692,0.3450014,18.08912,17.76346,17.86,0,0,20.21287,111,34,2
214018,269663758,0.3838551,0.06808224,0.4462636,0.3450014,18.21337,17.82492,17.94,0,0,20.29927,127,72,2
214108,269763718,0.386091,0.05579567,0.4438019,0.3450014,18.34221,17.89878,18.03,0,0,20.38965,141,73,2
214197,269863678,0.3838765,0.07029822,0.4493497,0.3450014,18.49114,17.98044,18.14,0,0,20.51024,157,105,2
214288,269963638,0.3881659,0.05782321,0.4459762,0.3450014,18.65985,18.07077,18.26,0,0,20.62802,174,106,2
214379,270063598,0.3863048,0.06648019,0.4497277,0.3450014,18.8544,18.18934,18.38,0,0,20.75213,190,133,2
214468,270163558,0.3857555,0.05382422,0.444039,0.3450014,19.05405,18.30711,18.53,0,0,20.90003,203,135,2
214558,270263518,0.3792768,0.06494066,0.4432744,0.3450014,19.25599,18.43307,18.67,0,0,21.04513,210,158,2
214649,270363478,0.3744228,0.05154926,0.4337224,0.3450014,19.47469,18.581,18.83,0,0,21.20124,213,159,2
214738,270463438,0.3666523,0.0612981,0.4288938,0.3450014,19.69596,18.73085,18.98,0,0,21.35461,210,178,2
214829,270563398,0.3623262,0.05130816,0.4194036,0.3450014,19.89529,18.88702,19.15,0,0,21.51894,205,179,2
214918,270663358,0.3568114,0.05716205,0.4149044,0.3450014,20.1046,19.04578,19.3,0,0,21.66932,200,190,2
215009,270763318,0.35247,0.04955068,0.4061514,0.3450014,20.30365,19.21017,19.46,0,0,21.82544,193,192,2
215098,270863278,0.3493473,0.04907191,0.4010409,0.3450014,20.48992,19.36612,19.61,0,0,21.96309,186,191,2
215188,270964071,0.3453998,0.04516652,0.3925104,0.3450014,20.66242,19.52225,19.74,0,0,22.09455,177,191,2
215280,271064031,0.3445089,0.03726149,0.3859034,0.3450014,20.82143,19.6649,19.87,0,0,22.22265,168,181,2
215369,271163991,0.3411381,0.04652074,0.3817727,0.3450014,20.95724,19.79642,19.99,0,0,22.34316,159,182,2
215459,271263951,0.3413185,0.04091763,0.3822606,0.3450014,21.09031,19.92955,20.1,0,0,22.44247,149,167,2
215550,271363911,0.3379913,0.05650774,0.3840605,0.3450014,21.20238,20.05007,20.21,0,0,22.54654,138,167,2
215639,271463871,0.3383893,0.04477111,0.3850523,0.3450014,21.29115,20.15235,20.3,0,0,22.63168,127,149,2
215730,271563831,0.3347265,0.05980831,0.3856812,0.3450014,21.37239,20.2564,20.39,0,0,22.7248,115,149,2
215819,271663791,0.3345285,0.04585469,0.3837007,0.3450014,21.43039,20.34223,20.46,0,0,22.79783,102,131,2
215910,271763751,0.3301748,0.05947337,0.383125,0.3450014,21.48593,20.43534,20.53,0,0,22.86904,89,131,2
215999,271863711,0.328219,0.04723692,0.3791004,0.3450014,21.51216,20.50546,20.61,0,0,22.94684,75,115,2
216089,271963671,0.3225617,0.05859381,0.3776683,0.3450014,21.52969,20.57664,20.66,0,0,23.00162,59,115,2
216180,272063631,0.3213447,0.04559872,0.3712089,0.3450014,21.54012,20.64712,20.71,0,0,23.05574,44,101,2
216269,272163591,0.3181008,0.0564197,0.3698828,0.3450014,21.52786,20.70187,20.75,0,0,23.09957,31,101,2
216355,272263551,0.3188335,0.04471377,0.3662713,0.3450014,21.50196,20.74436,20.78,0,0,23.14013,20,84,2
216443,272363511,0.3162468,0.05663282,0.3667797,0.3450014,21.47431,20.78809,20.81,0,0,23.16478,11,83,2
216532,272463471,0.318322,0.04354262,0.3643419,0.3450014,21.43054,20.81351,20.82,0,0,23.18612,3,64,2
216623,272563431,0.3163961,0.0536961,0.3656118,0.3450014,21.38473,20.83786,20.83,0,0,23.19708,-4,64,2
216712,272663391,0.3195432,0.03071269,0.3588715,0.3450014,21.32213,20.84141,20.82,0,0,23.20162,-10,44,2
216803,272763351,0.3234886,0.02666169,0.3511105,0.3450014,21.26735,20.84356,20.81,0,0,23.19341,-15,23,2
216892,272863311,0.323942,0.0057334,0.3383101,0.3450014,21.1998,20.83045,20.79,0,0,23.19766,-20,6,2
216982,272963271,0.3254375,0.00104728,0.3296829,0.3450014,21.13837,20.82216,20.77,0,0,23.17575,-23,6,2
217073,273064064,0.3263323,0.00616488,0.3261702,0.3450014,21.07271,20.80675,20.75,0,0,23.17592,-27,-4,2
217162,273164024,0.3272401,0.01804516,0.3350444,0.3450014,21.00237,20.78476,20.73,0,0,23.15675,-29,-4,2
217252,273263984,0.3272555,0.04223654,0.3496631,0.3450014,20.93684,20.76482,20.7,0,0,23.14396,-31,-10,2
217343,273363944,0.3273318,0.03928161,0.3619065,0.3450014,20.87472,20.74582,20.67,0,0,23.11384,-33,-10,2
217432,273463904,0.3286209,0.05540022,0.3696821,0.3450014,20.80121,20.71197,20.63,0,0,23.08887,-34,-18,2
217523,273563864,0.3303911,0.04413182,0.3749073,0.3450014,20.73445,20.68173,20.6,0,0,23.06149,-34,-18,2
217612,273663824,0.3327672,0.05760279,0.378659,0.3450014,20.65751,20.63693,20.56,0,0,23.03323,-33,-26,2
217703,273763784,0.33599,0.0452404,0.3822123,0.3450014,20.6021,20.60943,20.51,0,0,22.99215,-32,-26,2
217792,273863744,0.3385242,0.05792883,0.3859254,0.3450014,20.5348,20.56501,20.47,0,0,22.96053,-29,-31,2
217882,273963704,0.341729,0.04534394,0.3881885,0.3450014,20.47571,20.52382,20.44,0,0,22.93314,-25,-32,2
217973,274063664,0.3448206,0.0572041,0.3925752,0.3450014,20.41927,20.47983,20.4,0,0,22.90079,-21,-32,2
218062,274163624,0.3475325,0.04652914,0.3948106,0.3450014,20.38496,20.45272,20.37,0,0,22.86792,-16,-33,2
218152,274263584,0.3495588,0.05960652,0.3996417,0.3450014,20.34187,20.41188,20.35,0,0,22.85455,-11,-30,2
218243,274363544,0.3517157,0.04643485,0.40069,0.3450014,20.31173,20.37891,20.31,0,0,22.81894,-6,-31,2
218332,274463504,0.3532106,0.05693179,0.4036188,0.3450014,20.30004,20.36039,20.3,0,0,22.80258,-1,-25,2
218423,274563464,0.3537278,0.0361999,0.3995259,0.3450014,20.27473,20.32546,20.29,0,0,22.79436,3,-25,2
218512,274663424,0.3546694,0.02681145,0.3896371,0.3450014,20.2663,20.30611,20.28,0,0,22.78328,7,-17,2
218603,274763384,0.3546228,0.01115543,0.3759235,0.3450014,20.27084,20.29779,20.28,0,0,22.78328,10,-18,2
218692,274863344,0.3543911,0.00990415,0.3689671,0.3450014,20.27562,20.28807,20.29,0,0,22.79167,13,-8,2
218782,274963304,0.366609,0.02585736,0.3710803,0.3450014,20.29044,20.20982,20.29,0,0,22.73027,23,-76,2
218874,275063264,0.4607357,0.03307977,0.4262099,0.3450014,20.30529,19.90052,20.3,0,0,22.41603,55,-304,2
218965,275164057,0.5934221,0.08224249,0.5478773,0.3450014,20.30998,19.40499,20.33,0,0,21.91519,104,-547,2
219055,275264017,0.7008804,0.08255196,0.6882316,0.3450014,20.30998,18.77158,20.38,0,0,21.27671,157,-718,2
219150,275363977,0.4471065,0.08066455,0.6822048,0.3450014,22.17388,20.37138,20.44,0,0,22.94163,173,101,2
219241,275463937,0.3674261,0.05137676,0.5144175,0.3450014,22.20839,20.43001,20.53,0,0,23.02477,167,138,2
219332,275563897,0.3535611,0.06656659,0.4384369,0.3450014,22.24739,20.49298,20.62,0,0,23.11789,157,138,2
219421,275663857,0.3390486,0.04707789,0.4078844,0.3450014,22.29992,20.58234,20.71,0,0,23.21389,144,167,2
219512,275763817,0.3290289,0.05903417,0.3856115,0.3450014,22.34646,20.67544,20.79,0,0,23.29879,131,168,2
219601,275863777,0.3162645,0.04339525,0.3714446,0.3450014,22.38084,20.76798,20.88,0,0,23.3959,117,188,2
219691,275963737,0.3034587,0.05261421,0.3574958,0.3450014,22.39726,20.85347,20.94,0,0,23.45341,103,204,2
219779,276063697,0.2992378,0.03981104,0.3463943,0.3450014,22.40582,20.93781,20.99,0,0,23.51845,87,190,2
219864,276163657,0.2950495,0.05075529,0.3355104,0.3450014,22.37785,20.99537,21.02,0,0,23.54858,71,163,2
219954,276263617,0.2953575,0.03837037,0.330233,0.3450014,22.33394,21.04055,21.05,0,0,23.58916,54,135,2
220045,276363577,0.2889856,0.04497731,0.3268515,0.3450014,22.26522,21.07067,21.05,0,0,23.58916,36,136,2
220134,276463537,0.2881765,0.0284197,0.3161776,0.3450014,22.18048,21.08746,21.05,0,0,23.60674,17,104,2
220225,276563497,0.2789371,0.03267702,0.3108134,0.3450014,22.06882,21.08694,21.02,0,0,23.58209,-3,120,2
220314,276663457,0.2752766,0.02553871,0.3012121,0.3450014,21.94701,21.0796,21,0,0,23.5822,-24,100,2
220404,276763417,0.2712931,0.03480613,0.3006661,0.3450014,21.79936,21.05536,20.96,0,0,23.54386,-43,98,2
220494,276863377,0.2736932,0.03413433,0.2926698,0.3450014,21.65201,21.02086,20.92,0,0,23.51896,-56,22,2
220584,276963337,0.2781359,0.04023832,0.3030613,0.3450014,21.5014,20.98245,20.87,0,0,23.46418,-64,22,2
220675,277063297,0.2815118,0.04307118,0.307528,0.3450014,21.35014,20.93616,20.79,0,0,23.40975,-67,2,2
220764,277164090,0.2843128,0.04521239,0.3170836,0.3450014,21.19836,20.88114,20.71,0,0,23.32485,-68,9,2
220853,277264050,0.2893847,0.04763955,0.3204254,0.3450014,21.03895,20.80693,20.63,0,0,23.2566,-66,-5,2
220947,277364010,0.2908709,0.04638141,0.331301,0.3450014,20.87858,20.7263,20.53,0,0,23.15526,-64,16,2
221036,277463970,0.2963069,0.04704344,0.3266172,0.3450014,20.72564,20.63686,20.41,0,0,23.05359,-61,-55,2
221127,277563930,0.3049458,0.04690972,0.3395113,0.3450014,20.57041,20.5354,20.3,0,0,22.93582,-56,-56,2
221216,277663890,0.3135781,0.04810283,0.3457506,0.3450014,20.41307,20.42313,20.16,0,0,22.81228,-51,-63,2
221306,277763850,0.320468,0.0476881,0.3563972,0.3450014,20.25961,20.30208,20.04,0,0,22.6863,-44,-62,2
221396,277863810,0.328974,0.04941115,0.3644221,0.3450014,20.10473,20.16407,19.89,0,0,22.54645,-36,-61,2
221486,277963770,0.3356637,0.05181691,0.3762299,0.3450014,19.97152,20.03784,19.76,0,0,22.4095,-27,-63,2
221577,278063730,0.3449681,0.05057463,0.3827507,0.3450014,19.82859,19.89021,19.62,0,0,22.28072,-17,-75,2
221666,278163690,0.3530197,0.05459726,0.3956386,0.3450014,19.70565,19.75295,19.5,0,0,22.15474,-6,-77,2
221755,278263650,0.3601447,0.05058473,0.4018876,0.3450014,19.59764,19.62523,19.38,0,0,22.03502,5,-76,2
221847,278363610,0.366805,0.04828978,0.4114537,0.3450014,19.50049,19.49422,19.26,0,0,21.91725,18,-72,2
221936,278463570,0.3727743,0.0363366,0.4092818,0.3450014,19.42097,19.37602,19.16,0,0,21.81475,31,-66,2
222027,278563530,0.3846898,0.03439033,0.4132813,0.3450014,19.35233,19.25788,19.07,0,0,21.72163,46,-82,2
222116,278663490,0.389842,0.03314468,0.4158098,0.3450014,19.31125,19.16088,18.98,0,0,21.63623,62,-66,2
222206,278763450,0.3984607,0.03252316,0.4243836,0.3450014,19.28368,19.06747,18.9,0,0,21.55132,78,-68,2
222296,278863410,0.4041364,0.04924306,0.4358135,0.3450014,19.27745,18.98988,18.84,0,0,21.48485,95,-51,2
222386,278963370,0.4115358,0.04128265,0.4485844,0.3450014,19.27139,18.90705,18.78,0,0,21.43281,113,-45,2
222477,279063330,0.4164161,0.06985584,0.4643953,0.3450014,19.28386,18.84536,18.75,0,0,21.39202,129,-28,2
222566,279163290,0.4227802,0.053821,0.4773723,0.3450014,19.26071,18.7933,18.71,0,0,21.35642,134,-28,2
222655,279264083,0.4280266,0.08130556,0.4892929,0.3450014,19.22969,18.75817,18.7,0,0,21.34973,134,-26,2
222747,279364043,0.4243033,0.05849406,0.4910574,0.3450014,19.19823,18.72118,18.7,0,0,21.34973,135,-20,2
222836,279464003,0.4133159,0.07668775,0.4882897,0.3450014,19.19621,18.72309,18.72,0,0,21.37494,135,16,2
222927,279563963,0.416862,0.05544364,0.4798932,0.3450014,19.21449,18.71635,18.75,0,0,21.39959,140,-2,2
223014,279663923,0.4134148,0.07456353,0.4798946,0.3450014,19.26459,18.7385,18.78,0,0,21.44856,146,21,2
223102,279763883,0.4076959,0.05324042,0.4719895,0.3450014,19.32528,18.76318,18.84,0,0,21.5006,153,22,2
223190,279863843,0.4032932,0.07095724,0.4684978,0.3450014,19.40844,18.80442,18.9,0,0,21.57799,159,47,2
223278,279963803,0.3972757,0.05125329,0.4591011,0.3450014,19.51025,18.85643,18.98,0,0,21.6629,164,47,2
223369,280063763,0.3897668,0.06741506,0.4546694,0.3450014,19.65179,18.92137,19.08,0,0,21.78169,168,83,2
223459,280163723,0.3828412,0.04830688,0.4425454,0.3450014,19.79984,19.00735,19.2,0,0,21.89399,167,85,2
223548,280263683,0.3699463,0.06321782,0.4353786,0.3450014,19.9681,19.13251,19.32,0,0,22.03889,162,128,2
223640,280363643,0.3635362,0.04752284,0.4225358,0.3450014,20.1153,19.2449,19.47,0,0,22.18406,155,129,2
223729,280463603,0.350499,0.05991518,0.4141363,0.3450014,20.26177,19.37836,19.62,0,0,22.3513,146,159,2
223820,280563563,0.3419724,0.04675078,0.3997223,0.3450014,20.41357,19.52365,19.78,0,0,22.51563,137,161,2
223909,280663523,0.328984,0.05610207,0.3900435,0.3450014,20.56668,19.67755,19.94,0,0,22.69012,127,187,2
223999,280763483,0.3172171,0.04485142,0.3748419,0.3450014,20.72074,19.83853,20.1,0,0,22.85445,116,197,2
224089,280863443,0.3050242,0.05118912,0.3632965,0.3450014,20.86202,20.0011,20.27,0,0,23.03758,104,212,2
224180,280963403,0.29796,0.04441389,0.3487224,0.3450014,20.99547,20.16567,20.42,0,0,23.19369,91,199,2
224271,281063363,0.2895777,0.04807496,0.3400557,0.3450014,21.12286,20.33283,20.57,0,0,23.35204,77,200,2
224360,281163323,0.2797966,0.042218,0.3281919,0.3450014,21.22965,20.48909,20.7,0,0,23.4835,62,201,2
224449,281263283,0.2746384,0.04316866,0.3187313,0.3450014,21.31525,20.63023,20.83,0,0,23.61944,47,186,2
224541,281364076,0.265339,0.04060006,0.3101656,0.3450014,21.38257,20.76004,20.92,0,0,23.71256,30,192,2
224630,281464036,0.2628847,0.0426015,0.3041967,0.3450014,21.43434,20.88044,21,0,0,23.80169,14,168,2
224721,281563996,0.2547512,0.03991908,0.2984827,0.3450014,21.44915,20.97356,21.07,0,0,23.86468,-3,168,2
224810,281663956,0.2540271,0.04037473,0.2886634,0.3450014,21.4425,21.02849,21.11,0,0,23.91807,-19,103,2
224900,281763916,0.2426439,0.03769195,0.286352,0.3450014,21.37614,21.10121,21.14,0,0,23.93111,-43,114,2
