LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,labels
232985,290763648,0,145,-447,-337,5,13,-18,0,0,0,1,290763648,2
233074,290863608,0,171,-434,-343,5,13,-18,0,0,0,1,290863608,2
233166,290963568,0,199,-415,-351,5,13,-18,0,0,0,1,290963568,2
233253,291063528,0,215,-401,-357,5,13,-18,0,0,0,1,291063528,2
233338,291163488,0,235,-378,-370,5,13,-18,0,0,0,1,291163488,2
233427,291263448,0,246,-362,-378,5,13,-18,0,0,0,1,291263448,2
233518,291363408,0,262,-335,-392,5,13,-18,0,0,0,1,291363408,2
233608,291463368,0,271,-317,-401,5,13,-18,0,0,0,1,291463368,2
233699,291563328,0,282,-288,-415,5,13,-18,0,0,0,1,291563328,2
233788,291663288,0,287,-269,-425,5,13,-18,0,0,0,1,291663288,2
233878,291764081,0,295,-239,-437,5,13,-18,0,0,0,1,291764081,2
233967,291864041,0,297,-223,-444,5,13,-18,0,0,0,1,291864041,2
234058,291964001,0,300,-192,-456,5,13,-18,0,0,0,1,291964001,2
234149,292063961,0,298,-174,-464,5,13,-18,0,0,0,1,292063961,2
234238,292163921,0,296,-143,-476,5,13,-18,0,0,0,1,292163921,2
234327,292263881,0,290,-128,-485,5,13,-18,0,0,0,1,292263881,2
234419,292363841,0,283,-100,-495,5,13,-18,0,0,0,1,292363841,2
234509,292463801,0,274,-87,-502,5,13,-18,0,0,0,1,292463801,2
234600,292563761,0,266,-63,-510,5,13,-18,0,0,0,1,292563761,2
234689,292663721,0,254,-53,-517,5,13,-18,0,0,0,1,292663721,2
234779,292763681,0,243,-30,-524,5,13,-18,0,0,0,1,292763681,2
234868,292863641,0,227,-25,-532,5,13,-18,0,0,0,1,292863641,2
234959,292963601,0,217,-8,-537,5,13,-18,0,0,0,1,292963601,2
235050,293063561,0,200,-5,-543,5,13,-18,0,0,0,1,293063561,2
235139,293163521,0,188,13,-547,5,13,-18,0,0,0,1,293163521,2
235228,293263481,0,169,16,-553,5,13,-18,0,0,0,1,293263481,2
235319,293363441,0,153,33,-557,5,13,-18,0,0,0,1,293363441,2
235409,293463401,0,133,30,-563,5,13,-18,0,0,0,1,293463401,2
235500,293563361,0,117,46,-565,5,13,-18,0,0,0,1,293563361,2
235589,293663321,0,97,40,-569,5,13,-18,0,0,0,1,293663321,2
235679,293763281,0,80,55,-571,5,13,-18,0,0,0,1,293763281,2
235768,293864074,0,57,46,-574,5,13,-18,0,0,0,1,293864074,2
235858,293964034,0,38,57,-575,5,13,-18,0,0,0,1,293964034,2
235950,294063994,0,27,50,-576,5,13,-18,0,0,0,1,294063994,2
236039,294163954,0,24,62,-575,5,13,-18,0,0,0,1,294163954,2
236128,294263914,0,24,54,-576,5,13,-18,0,0,0,1,294263914,2
236219,294363874,0,24,64,-575,5,13,-18,0,0,0,1,294363874,2
236309,294463834,0,25,54,-576,5,13,-18,0,0,0,1,294463834,2
236400,294563794,0,31,57,-575,5,13,-18,0,0,0,1,294563794,2
236489,294663754,0,48,7,-577,5,13,-18,0,0,0,1,294663754,2
236579,294763714,0,64,-52,-573,5,13,-18,0,0,0,1,294763714,2
236668,294863674,0,88,-159,-549,5,13,-18,0,0,0,1,294863674,2
236758,294963634,0,105,-264,-503,5,13,-18,0,0,0,1,294963634,2
236850,295063594,0,102,-373,-429,5,13,-18,0,0,0,1,295063594,2
236939,295163554,0,63,-431,-380,5,13,-18,0,0,0,1,295163554,2
237028,295263514,0,12,-463,-347,5,13,-18,0,0,0,1,295263514,2
237119,295363474,0,-39,-462,-346,5,13,-18,0,0,0,1,295363474,2
237210,295463434,0,-93,-462,-336,5,13,-18,0,0,0,1,295463434,2
237301,295563394,0,-149,-442,-343,5,13,-18,0,0,0,1,295563394,2
237390,295663354,0,-203,-424,-337,5,13,-18,0,0,0,1,295663354,2
237480,295763314,0,-256,-387,-346,5,13,-18,0,0,0,1,295763314,2
237566,295863274,0,-302,-357,-341,5,13,-18,0,0,0,1,295863274,2
237652,295964067,0,-340,-311,-350,5,13,-18,0,0,0,1,295964067,2
237744,296064027,0,-371,-274,-349,5,13,-18,0,0,0,1,296064027,2
237833,296163987,0,-395,-227,-357,5,13,-18,0,0,0,1,296163987,2
237922,296263947,0,-410,-196,-359,5,13,-18,0,0,0,1,296263947,2
238013,296363907,0,-418,-157,-368,5,13,-18,0,0,0,1,296363907,2
238103,296463867,0,-420,-134,-375,5,13,-18,0,0,0,1,296463867,2
238194,296563827,0,-419,-105,-386,5,13,-18,0,0,0,1,296563827,2
238283,296663787,0,-412,-91,-396,5,13,-18,0,0,0,1,296663787,2
238373,296763747,0,-405,-69,-408,5,13,-18,0,0,0,1,296763747,2
238462,296863707,0,-398,-58,-416,5,13,-18,0,0,0,1,296863707,2
238552,296963667,0,-388,-34,-428,5,13,-18,0,0,0,1,296963667,2
238644,297063627,0,-383,-22,-434,5,13,-18,0,0,0,1,297063627,2
238733,297163587,0,-372,-4,-444,5,13,-18,0,0,0,1,297163587,2
238822,297263547,0,-365,-8,-449,5,13,-18,0,0,0,1,297263547,2
238913,297363507,0,-354,-10,-458,5,13,-18,0,0,0,1,297363507,2
239003,297463467,0,-344,-37,-464,5,13,-18,0,0,0,1,297463467,2
239094,297563427,0,-333,-63,-469,5,13,-18,0,0,0,1,297563427,2
239183,297663387,0,-318,-107,-472,5,13,-18,0,0,0,1,297663387,2
239273,297763347,0,-297,-144,-475,5,13,-18,0,0,0,1,297763347,2
239362,297863307,0,-264,-194,-477,5,13,-18,0,0,0,1,297863307,2
239452,297963267,0,-221,-226,-485,5,13,-18,0,0,0,1,297963267,2
239544,298064060,0,-167,-258,-490,5,13,-18,0,0,0,1,298064060,2
239633,298164020,0,-111,-266,-502,5,13,-18,0,0,0,1,298164020,2
239722,298263980,0,-57,-273,-507,5,13,-18,0,0,0,1,298263980,2
239813,298363940,0,-15,-255,-519,5,13,-18,0,0,0,1,298363940,2
239903,298463900,0,18,-250,-521,5,13,-18,0,0,0,1,298463900,2
239998,298563860,0,37,-227,-531,5,13,-18,0,0,0,1,298563860,2
240087,298663820,0,82,-194,-539,5,13,-18,0,0,0,1,298663820,2
240177,298763780,0,127,-149,-544,5,13,-18,0,0,0,1,298763780,2
240266,298863740,0,159,-141,-538,5,13,-18,0,0,0,1,298863740,2
240355,298963700,0,154,-131,-542,5,13,-18,0,0,0,1,298963700,2
240448,299063660,0,151,-140,-541,5,13,-18,0,0,0,1,299063660,2
240537,299163620,0,127,-140,-547,5,13,-18,0,0,0,1,299163620,2
240626,299263580,0,111,-153,-547,5,13,-18,0,0,0,1,299263580,2
240717,299363540,0,77,-155,-552,5,13,-18,0,0,0,1,299363540,2
240806,299463500,0,57,-161,-553,5,13,-18,0,0,0,1,299463500,2
240898,299563460,0,24,-150,-558,5,13,-18,0,0,0,1,299563460,2
240987,299663420,0,-8,-129,-564,5,13,-18,0,0,0,1,299663420,2
241077,299763380,0,-48,-78,-571,5,13,-18,0,0,0,1,299763380,2
241166,299863340,0,-93,-13,-571,5,13,-18,0,0,0,1,299863340,2
241255,299963300,0,-158,71,-551,5,13,-18,0,0,0,1,299963300,2
241348,300063260,0,-213,158,-513,5,13,-18,0,0,0,1,300063260,2
241437,300164053,0,-274,225,-457,5,13,-18,0,0,0,1,300164053,2
241526,300264013,0,-305,255,-421,5,13,-18,0,0,0,1,300264013,2
241617,300363973,0,-340,244,-399,5,13,-18,0,0,0,1,300363973,2
241706,300463933,0,-367,218,-391,5,13,-18,0,0,0,1,300463933,2
241799,300563893,0,-398,176,-381,5,13,-18,0,0,0,1,300563893,2
241888,300663853,0,-417,134,-378,5,13,-18,0,0,0,1,300663853,2
241978,300763813,0,-435,87,-371,5,13,-18,0,0,0,1,300763813,0
242068,300863773,0,-440,47,-373,5,13,-18,0,0,0,1,300863773,0
242157,300963733,0,-447,5,-367,5,13,-18,0,0,0,1,300963733,0
242252,301063693,0,-444,-25,-370,5,13,-18,0,0,0,1,301063693,0
242341,301163653,0,-446,-64,-363,5,13,-18,0,0,0,1,301163653,0
242430,301263613,0,-440,-99,-363,5,13,-18,0,0,0,1,301263613,0
242521,301363573,0,-436,-143,-353,5,13,-18,0,0,0,1,301363573,0
242610,301463533,0,-414,-169,-367,5,13,-18,0,0,0,1,301463533,0
242702,301563493,0,-386,-204,-380,5,13,-18,0,0,0,1,301563493,0
242787,301663453,0,-345,-221,-408,5,13,-18,0,0,0,1,301663453,0
242873,301763413,0,-306,-242,-427,5,13,-18,0,0,0,1,301763413,0
242962,301863373,0,-275,-243,-448,5,13,-18,0,0,0,1,301863373,0
243051,301963333,0,-252,-249,-458,5,13,-18,0,0,0,1,301963333,0
243144,302063293,0,-240,-232,-473,5,13,-18,0,0,0,1,302063293,0
243233,302164086,0,-231,-227,-479,5,13,-18,0,0,0,1,302164086,0
243322,302264046,0,-236,-202,-488,5,13,-18,0,0,0,1,302264046,0
243414,302364006,0,-236,-195,-491,5,13,-18,0,0,0,1,302364006,0
243503,302463966,0,-245,-169,-496,5,13,-18,0,0,0,1,302463966,0
243595,302563926,0,-236,-160,-504,5,13,-18,0,0,0,1,302563926,0
243684,302663886,0,-229,-140,-513,5,13,-18,0,0,0,1,302663886,0
243774,302763846,0,-210,-138,-521,5,13,-18,0,0,0,1,302763846,0
243863,302863806,0,-202,-119,-529,5,13,-18,0,0,0,1,302863806,0
243952,302963766,0,-181,-117,-537,5,13,-18,0,0,0,1,302963766,0
244045,303063726,0,-173,-106,-542,5,13,-18,0,0,0,1,303063726,0
244134,303163686,0,-156,-109,-547,5,13,-18,0,0,0,1,303163686,0
244223,303263646,0,-157,-99,-548,5,13,-18,0,0,0,1,303263646,0
244314,303363606,0,-148,-103,-550,5,13,-18,0,0,0,1,303363606,0
244403,303463566,0,-156,-100,-548,5,13,-18,0,0,0,1,303463566,0
244495,303563526,0,-148,-105,-550,5,13,-18,0,0,0,1,303563526,0
244584,303663486,0,-156,-107,-547,5,13,-18,0,0,0,1,303663486,0
244674,303763446,0,-148,-111,-548,5,13,-18,0,0,0,1,303763446,0
244763,303863406,0,-155,-116,-545,5,13,-18,0,0,0,1,303863406,0
244852,303963366,0,-149,-120,-546,5,13,-18,0,0,0,1,303963366,0
244945,304063326,0,-157,-128,-542,5,13,-18,0,0,0,1,304063326,0
245034,304163286,0,-150,-133,-543,5,13,-18,0,0,0,1,304163286,0
245123,304264079,0,-156,-142,-539,5,13,-18,0,0,0,1,304264079,0
245214,304364039,0,-149,-142,-541,5,13,-18,0,0,0,1,304364039,0
245303,304463999,0,-159,-150,-536,5,13,-18,0,0,0,1,304463999,0
245395,304563959,0,-151,-153,-537,5,13,-18,0,0,0,1,304563959,0
245484,304663919,0,-158,-161,-533,5,13,-18,0,0,0,1,304663919,0
245576,304763879,0,-154,-163,-534,5,13,-18,0,0,0,1,304763879,0
245665,304863839,0,-161,-171,-529,5,13,-18,0,0,0,1,304863839,0
245754,304963799,0,-157,-167,-531,5,13,-18,0,0,0,1,304963799,0
245847,305063759,0,-161,-173,-528,5,13,-18,0,0,0,1,305063759,0
245936,305163719,0,-156,-169,-531,5,13,-18,0,0,0,1,305163719,0
246025,305263679,0,-160,-176,-528,5,13,-18,0,0,0,1,305263679,0
246116,305363639,0,-156,-173,-530,5,13,-18,0,0,0,1,305363639,0
246205,305463599,0,-158,-181,-527,5,13,-18,0,0,0,1,305463599,0
246297,305563559,0,-154,-176,-529,5,13,-18,0,0,0,1,305563559,0
246387,305663519,0,-155,-183,-527,5,13,-18,0,0,0,1,305663519,0
246477,305763479,0,-152,-178,-530,5,13,-18,0,0,0,1,305763479,0
246567,305863439,0,-153,-184,-527,5,13,-18,0,0,0,1,305863439,0
246656,305963399,0,-161,-181,-526,5,13,-18,0,0,0,1,305963399,0
246749,306063359,0,-182,-188,-516,5,13,-18,0,0,0,1,306063359,0
246838,306163319,0,-212,-182,-507,5,13,-18,0,0,0,1,306163319,0
246927,306263279,0,-243,-185,-492,5,13,-18,0,0,0,1,306263279,0
247018,306364072,0,-273,-178,-478,5,13,-18,0,0,0,1,306364072,0
247107,306464032,0,-300,-182,-460,5,13,-18,0,0,0,1,306464032,0
247199,306563992,0,-321,-175,-449,5,13,-18,0,0,0,1,306563992,0
247288,306663952,0,-329,-181,-441,5,13,-18,0,0,0,1,306663952,0
247378,306763912,0,-332,-176,-440,5,13,-18,0,0,0,1,306763912,0
247467,306863872,0,-333,-184,-436,5,13,-18,0,0,0,1,306863872,0
247556,306963832,0,-337,-179,-435,5,13,-18,0,0,0,1,306963832,0
247649,307063792,0,-338,-185,-432,5,13,-18,0,0,0,1,307063792,0
247738,307163752,0,-344,-177,-430,5,13,-18,0,0,0,1,307163752,0
247827,307263712,0,-339,-180,-434,5,13,-18,0,0,0,1,307263712,0
247918,307363672,0,-326,-171,-446,5,13,-18,0,0,0,1,307363672,0
248007,307463632,0,-301,-174,-463,5,13,-18,0,0,0,1,307463632,0
248099,307563592,0,-282,-167,-477,5,13,-18,0,0,0,1,307563592,0
248188,307663552,0,-252,-172,-492,5,13,-18,0,0,0,1,307663552,0
248278,307763512,0,-229,-165,-505,5,13,-18,0,0,0,1,307763512,0
248367,307863472,0,-195,-170,-518,5,13,-18,0,0,0,1,307863472,0
248456,307963432,0,-179,-167,-525,5,13,-18,0,0,0,1,307963432,0
248549,308063392,0,-160,-174,-528,5,13,-18,0,0,0,1,308063392,0
248638,308163352,0,-157,-170,-531,5,13,-18,0,0,0,1,308163352,0
248727,308263312,0,-143,-174,-533,5,13,-18,0,0,0,1,308263312,0
248820,308363272,0,-143,-170,-534,5,13,-18,0,0,0,1,308363272,0
248909,308464065,0,-132,-174,-536,5,13,-18,0,0,0,1,308464065,0
249001,308564025,0,-132,-173,-536,5,13,-18,0,0,0,1,308564025,0
249090,308663985,0,-120,-175,-538,5,13,-18,0,0,0,1,308663985,0
249180,308763945,0,-124,-176,-537,5,13,-18,0,0,0,1,308763945,0
249269,308863905,0,-114,-177,-539,5,13,-18,0,0,0,1,308863905,0
249358,308963865,0,-121,-179,-537,5,13,-18,0,0,0,1,308963865,0
249449,309063825,0,-112,-180,-539,5,13,-18,0,0,0,1,309063825,0
249536,309163785,0,-117,-182,-537,5,13,-18,0,0,0,1,309163785,0
249625,309263745,0,-108,-181,-539,5,13,-18,0,0,0,1,309263745,0
249716,309363705,0,-115,-184,-537,5,13,-18,0,0,0,1,309363705,0
249805,309463665,0,-107,-182,-539,5,13,-18,0,0,0,1,309463665,0
249897,309563625,0,-115,-186,-536,5,13,-18,0,0,0,1,309563625,0
249986,309663585,0,-110,-182,-538,5,13,-18,0,0,0,1,309663585,0
250076,309763545,0,-118,-185,-536,5,13,-18,0,0,0,1,309763545,0
250165,309863505,0,-113,-181,-538,5,13,-18,0,0,0,1,309863505,0
250254,309963465,0,-120,-185,-535,5,13,-18,0,0,0,1,309963465,0
250347,310063425,0,-115,-180,-538,5,13,-18,0,0,0,1,310063425,0
250436,310163385,0,-124,-184,-535,5,13,-18,0,0,0,1,310163385,0
250525,310263345,0,-120,-180,-537,5,13,-18,0,0,0,1,310263345,0
250616,310363305,0,-128,-186,-533,5,13,-18,0,0,0,1,310363305,0
250705,310463265,0,-124,-180,-536,5,13,-18,0,0,0,1,310463265,0
250797,310564058,0,-131,-184,-533,5,13,-18,0,0,0,1,310564058,0
250887,310664018,0,-129,-179,-535,5,13,-18,0,0,0,1,310664018,0
250978,310763978,0,-135,-184,-532,5,13,-18,0,0,0,1,310763978,0
251067,310863938,0,-136,-181,-533,5,13,-18,0,0,0,1,310863938,0
251156,310963898,0,-153,-190,-525,5,13,-18,0,0,0,1,310963898,0
251248,311063858,0,-179,-187,-517,5,13,-18,0,0,0,1,311063858,0
251338,311163818,0,-213,-192,-503,5,13,-18,0,0,0,1,311163818,0
251427,311263778,0,-244,-184,-491,5,13,-18,0,0,0,1,311263778,0
251518,311363738,0,-276,-188,-473,5,13,-18,0,0,0,1,311363738,0
251607,311463698,0,-303,-180,-459,5,13,-18,0,0,0,1,311463698,0
251698,311563658,0,-318,-182,-448,5,13,-18,0,0,0,1,311563658,0
251788,311663618,0,-325,-174,-446,5,13,-18,0,0,0,1,311663618,0
251877,311763578,0,-328,-179,-442,5,13,-18,0,0,0,1,311763578,0
251967,311863538,0,-332,-173,-441,5,13,-18,0,0,0,1,311863538,0
252056,311963498,0,-334,-179,-438,5,13,-18,0,0,0,1,311963498,0
252148,312063458,0,-338,-172,-437,5,13,-18,0,0,0,1,312063458,0
252238,312163418,0,-340,-176,-434,5,13,-18,0,0,0,1,312163418,0
252327,312263378,0,-343,-169,-435,5,13,-18,0,0,0,1,312263378,0
252419,312363338,0,-331,-173,-443,5,13,-18,0,0,0,1,312363338,0
252508,312463298,0,-315,-166,-457,5,13,-18,0,0,0,1,312463298,0
252599,312564091,0,-288,-172,-472,5,13,-18,0,0,0,1,312564091,0
252689,312664051,0,-266,-166,-487,5,13,-18,0,0,0,1,312664051,0
252778,312764011,0,-236,-173,-500,5,13,-18,0,0,0,1,312764011,0
252868,312863971,0,-212,-171,-511,5,13,-18,0,0,0,1,312863971,0
252957,312963931,0,-184,-178,-519,5,13,-18,0,0,0,1,312963931,0
253049,313063891,0,-173,-177,-523,5,13,-18,0,0,0,1,313063891,0
253139,313163851,0,-159,-181,-526,5,13,-18,0,0,0,1,313163851,0
253228,313263811,0,-157,-177,-528,5,13,-18,0,0,0,1,313263811,0
253319,313363771,0,-148,-177,-531,5,13,-18,0,0,0,1,313363771,0
253408,313463731,0,-148,-174,-532,5,13,-18,0,0,0,1,313463731,0
253499,313563691,0,-138,-176,-534,5,13,-18,0,0,0,1,313563691,0
253589,313663651,0,-141,-174,-534,5,13,-18,0,0,0,1,313663651,0
253678,313763611,0,-131,-176,-536,5,13,-18,0,0,0,1,313763611,0
253768,313863571,0,-135,-175,-535,5,13,-18,0,0,0,1,313863571,0
253857,313963531,0,-127,-175,-537,5,13,-18,0,0,0,1,313963531,0
253949,314063491,0,-133,-174,-536,5,13,-18,0,0,0,1,314063491,0
254039,314163451,0,-125,-174,-538,5,13,-18,0,0,0,1,314163451,0
254128,314263411,0,-131,-174,-536,5,13,-18,0,0,0,1,314263411,0
254219,314363371,0,-123,-173,-539,5,13,-18,0,0,0,1,314363371,0
254308,314463331,0,-130,-175,-536,5,13,-18,0,0,0,1,314463331,0
254399,314563291,0,-124,-175,-538,5,13,-18,0,0,0,1,314563291,0
254489,314664084,0,-130,-177,-536,5,13,-18,0,0,0,1,314664084,0
254578,314764044,0,-122,-175,-538,5,13,-18,0,0,0,1,314764044,0
254668,314864004,0,-128,-177,-536,5,13,-18,0,0,0,1,314864004,0
254757,314963964,0,-123,-174,-538,5,13,-18,0,0,0,1,314963964,0
254849,315063924,0,-131,-176,-536,5,13,-18,0,0,0,1,315063924,0
254939,315163884,0,-126,-174,-538,5,13,-18,0,0,0,1,315163884,0
255028,315263844,0,-132,-178,-535,5,13,-18,0,0,0,1,315263844,0
255119,315363804,0,-127,-175,-537,5,13,-18,0,0,0,1,315363804,0
255208,315463764,0,-134,-178,-534,5,13,-18,0,0,0,1,315463764,0
255299,315563724,0,-134,-173,-536,5,13,-18,0,0,0,1,315563724,0
255389,315663684,0,-139,-177,-533,5,13,-18,0,0,0,1,315663684,0
255480,315763644,0,-135,-173,-536,5,13,-18,0,0,0,1,315763644,0
255570,315863604,0,-144,-179,-531,5,13,-18,0,0,0,1,315863604,0
255659,315963564,0,-161,-179,-526,5,13,-18,0,0,0,1,315963564,0
255751,316063524,0,-192,-187,-513,5,13,-18,0,0,0,1,316063524,0
255841,316163484,0,-224,-181,-502,5,13,-18,0,0,0,1,316163484,0
255930,316263444,0,-259,-185,-484,5,13,-18,0,0,0,1,316263444,0
256021,316363404,0,-289,-177,-469,5,13,-18,0,0,0,1,316363404,0
256110,316463364,0,-314,-178,-453,5,13,-18,0,0,0,1,316463364,0
256201,316563324,0,-327,-167,-448,5,13,-18,0,0,0,1,316563324,0
256291,316663284,0,-334,-167,-442,5,13,-18,0,0,0,1,316663284,0
256380,316764077,0,-337,-158,-443,5,13,-18,0,0,0,1,316764077,0
256470,316864037,0,-340,-162,-440,5,13,-18,0,0,0,1,316864037,0
256559,316963997,0,-344,-153,-439,5,13,-18,0,0,0,1,316963997,0
256651,317063957,0,-349,-158,-434,5,13,-18,0,0,0,1,317063957,0
256741,317163917,0,-351,-150,-435,5,13,-18,0,0,0,1,317163917,0
256830,317263877,0,-340,-155,-442,5,13,-18,0,0,0,1,317263877,0
256921,317363837,0,-323,-149,-456,5,13,-18,0,0,0,1,317363837,0
257010,317463797,0,-298,-156,-471,5,13,-18,0,0,0,1,317463797,0
257101,317563757,0,-274,-153,-487,5,13,-18,0,0,0,1,317563757,0
257191,317663717,0,-244,-162,-499,5,13,-18,0,0,0,1,317663717,0
257280,317763677,0,-219,-158,-512,5,13,-18,0,0,0,1,317763677,0
257370,317863637,0,-191,-166,-521,5,13,-18,0,0,0,1,317863637,0
257459,317963597,0,-181,-163,-525,5,13,-18,0,0,0,1,317963597,0
257551,318063557,0,-169,-167,-528,5,13,-18,0,0,0,1,318063557,0
257641,318163517,0,-169,-161,-530,5,13,-18,0,0,0,1,318163517,0
257730,318263477,0,-160,-164,-532,5,13,-18,0,0,0,1,318263477,0
257821,318363437,0,-161,-159,-533,5,13,-18,0,0,0,1,318363437,0
257910,318463397,0,-154,-162,-534,5,13,-18,0,0,0,1,318463397,0
258001,318563357,0,-157,-159,-534,5,13,-18,0,0,0,1,318563357,0
258091,318663317,0,-149,-161,-536,5,13,-18,0,0,0,1,318663317,0
258180,318763277,0,-153,-157,-536,5,13,-18,0,0,0,1,318763277,0
258270,318864070,0,-146,-158,-537,5,13,-18,0,0,0,1,318864070,0
258359,318964030,0,-151,-157,-536,5,13,-18,0,0,0,1,318964030,0
258451,319063990,0,-143,-159,-538,5,13,-18,0,0,0,1,319063990,0
258541,319163950,0,-150,-159,-536,5,13,-18,0,0,0,1,319163950,0
258630,319263910,0,-141,-160,-538,5,13,-18,0,0,0,1,319263910,0
258721,319363870,0,-148,-159,-537,5,13,-18,0,0,0,1,319363870,0
258810,319463830,0,-140,-159,-539,5,13,-18,0,0,0,1,319463830,0
258901,319563790,0,-148,-159,-537,5,13,-18,0,0,0,1,319563790,0
258991,319663750,0,-141,-158,-539,5,13,-18,0,0,0,1,319663750,0
259080,319763710,0,-148,-160,-536,5,13,-18,0,0,0,1,319763710,0
259172,319863670,0,-151,-154,-537,5,13,-18,0,0,0,1,319863670,0
259261,319963630,0,-153,-148,-538,5,13,-18,0,0,0,1,319963630,0
259353,320063590,0,-141,-152,-541,5,13,-18,0,0,0,1,320063590,0
259443,320163550,0,-148,-162,-536,5,13,-18,0,0,0,1,320163550,0
259532,320263510,0,-145,-163,-536,5,13,-18,0,0,0,1,320263510,0
259623,320363470,0,-151,-167,-533,5,13,-18,0,0,0,1,320363470,0
259712,320463430,0,-147,-161,-536,5,13,-18,0,0,0,1,320463430,0
259803,320563390,0,-154,-164,-533,5,13,-18,0,0,0,1,320563390,0
259893,320663350,0,-150,-160,-536,5,13,-18,0,0,0,1,320663350,0
259983,320763310,0,-157,-164,-533,5,13,-18,0,0,0,1,320763310,0
260074,320863270,0,-163,-160,-532,5,13,-18,0,0,0,1,320863270,0
260163,320964063,0,-191,-166,-521,5,13,-18,0,0,0,1,320964063,0
260255,321064023,0,-218,-160,-512,5,13,-18,0,0,0,1,321064023,0
260345,321163983,0,-252,-165,-494,5,13,-18,0,0,0,1,321163983,0
260434,321263943,0,-279,-158,-482,5,13,-18,0,0,0,1,321263943,0
260525,321363903,0,-307,-164,-462,5,13,-18,0,0,0,1,321363903,0
260614,321463863,0,-320,-156,-456,5,13,-18,0,0,0,1,321463863,0
260705,321563823,0,-329,-162,-448,5,13,-18,0,0,0,1,321563823,0
260795,321663783,0,-331,-158,-447,5,13,-18,0,0,0,1,321663783,0
260884,321763743,0,-335,-167,-442,5,13,-18,0,0,0,1,321763743,0
260974,321863703,0,-337,-160,-442,5,13,-18,0,0,0,1,321863703,0
261063,321963663,0,-341,-167,-437,5,13,-18,0,0,0,1,321963663,0
261155,322063623,0,-345,-161,-436,5,13,-18,0,0,0,1,322063623,0
261245,322163583,0,-342,-166,-437,5,13,-18,0,0,0,1,322163583,0
261334,322263543,0,-330,-156,-449,5,13,-18,0,0,0,1,322263543,0
261426,322363503,0,-312,-161,-461,5,13,-18,0,0,0,1,322363503,0
261515,322463463,0,-292,-153,-476,5,13,-18,0,0,0,1,322463463,0
261606,322563423,0,-266,-158,-489,5,13,-18,0,0,0,1,322563423,0
261696,322663383,0,-242,-152,-503,5,13,-18,0,0,0,1,322663383,0
261785,322763343,0,-212,-159,-515,5,13,-18,0,0,0,1,322763343,0
261875,322863303,0,-194,-155,-523,5,13,-18,0,0,0,1,322863303,0
261964,322963263,0,-180,-163,-525,5,13,-18,0,0,0,1,322963263,0
262056,323064056,0,-176,-157,-529,5,13,-18,0,0,0,1,323064056,0
262146,323164016,0,-167,-161,-531,5,13,-18,0,0,0,1,323164016,0
262235,323263976,0,-167,-153,-533,5,13,-18,0,0,0,1,323263976,0
262326,323363936,0,-158,-159,-533,5,13,-18,0,0,0,1,323363936,0
262415,323463896,0,-160,-156,-534,5,13,-18,0,0,0,1,323463896,0
262506,323563856,0,-153,-161,-535,5,13,-18,0,0,0,1,323563856,0
262595,323663816,0,-156,-158,-535,5,13,-18,0,0,0,1,323663816,0
262685,323763776,0,-148,-162,-536,5,13,-18,0,0,0,1,323763776,0
262775,323863736,0,-152,-159,-536,5,13,-18,0,0,0,1,323863736,0
262864,323963696,0,-144,-161,-537,5,13,-18,0,0,0,1,323963696,0
262956,324063656,0,-149,-157,-537,5,13,-18,0,0,0,1,324063656,0
263045,324163616,0,-141,-160,-538,5,13,-18,0,0,0,1,324163616,0
263135,324263576,0,-147,-159,-537,5,13,-18,0,0,0,1,324263576,0
263226,324363536,0,-138,-160,-539,5,13,-18,0,0,0,1,324363536,0
263315,324463496,0,-147,-160,-537,5,13,-18,0,0,0,1,324463496,0
263406,324563456,0,-140,-159,-539,5,13,-18,0,0,0,1,324563456,0
263495,324663416,0,-147,-160,-536,5,13,-18,0,0,0,1,324663416,0
263585,324763376,0,-139,-161,-538,5,13,-18,0,0,0,1,324763376,0
263675,324863336,0,-148,-161,-536,5,13,-18,0,0,0,1,324863336,0
263764,324963296,0,-142,-160,-538,5,13,-18,0,0,0,1,324963296,0
263856,325064089,0,-150,-161,-536,5,13,-18,0,0,0,1,325064089,0
263945,325164049,0,-141,-161,-538,5,13,-18,0,0,0,1,325164049,0
264035,325264009,0,-149,-163,-535,5,13,-18,0,0,0,1,325264009,0
264126,325363969,0,-145,-161,-537,5,13,-18,0,0,0,1,325363969,0
264215,325463929,0,-153,-162,-534,5,13,-18,0,0,0,1,325463929,0
264306,325563889,0,-149,-159,-536,5,13,-18,0,0,0,1,325563889,0
264396,325663849,0,-156,-161,-534,5,13,-18,0,0,0,1,325663849,0
264486,325763809,0,-154,-158,-535,5,13,-18,0,0,0,1,325763809,0
264576,325863769,0,-175,-164,-527,5,13,-18,0,0,0,1,325863769,0
264666,325963729,0,-197,-159,-520,5,13,-18,0,0,0,1,325963729,0
264758,326063689,0,-231,-161,-506,5,13,-18,0,0,0,1,326063689,0
264847,326163649,0,-256,-152,-496,5,13,-18,0,0,0,1,326163649,0
264937,326263609,0,-285,-159,-478,5,13,-18,0,0,0,1,326263609,0
265028,326363569,0,-304,-157,-467,5,13,-18,0,0,0,1,326363569,0
265117,326463529,0,-318,-165,-455,5,13,-18,0,0,0,1,326463529,0
265208,326563489,0,-317,-165,-455,5,13,-18,0,0,0,1,326563489,0
