LineNo,TimeUS,TPD,PD,DVD,TVD,VD,DAD,TAD,AD,labels
187261,239864016,-28.87073,-29.24256,1.499973,1.8718,1.170156,0.00013199,3.61062,11.32146,0
187353,239963976,-28.64169,-29.1383,1.499984,1.996585,1.193915,0.00008087,3.698985,11.2226,0
187442,240063936,-28.3965,-29.01145,1.49999,2.114936,1.459413,0.00005035,3.328784,11.20411,0
187531,240163896,-28.14108,-28.87424,1.499994,2.233158,1.482654,0.00003052,3.473272,11.06646,0
187622,240263856,-27.87436,-28.72141,1.499994,2.347045,1.688021,0.00002975,3.284019,10.98872,0
187711,240363816,-27.61791,-28.57873,1.499994,2.460814,1.707633,0.00002975,3.496165,10.75871,0
187803,240463776,-27.3448,-28.41628,1.499994,2.569096,1.858787,0.00002823,3.479495,10.62758,0
187892,240563736,-27.19479,-28.06678,1.499994,2.371977,3.450463,0.00002899,-2.222011,10.31812,0
187982,240663696,-27.04479,-27.50561,1.499994,1.960812,5.964568,0.00002899,-15.20578,10.23281,0
188071,240763656,-26.89479,-26.80415,1.499994,1.409352,7.991315,0.00002823,-29.28953,9.983168,0
188161,240863616,-26.74479,-26.00785,1.499994,0.7630509,8.992337,0.00002899,-38.66675,10.06323,0
188253,240963576,-26.5948,-25.23528,1.499994,0.1888808,8.834996,0.00002899,-43.06818,9.918372,0
188342,241063536,-26.44479,-24.44621,1.499994,-0.2312402,8.419404,0.00002899,-43.13743,10.05625,0
188431,241163496,-26.29479,-23.62874,1.499994,-0.5813754,8.429486,0.00002823,-44.44711,9.930747,0
188523,241263456,-26.14479,-22.77378,1.499994,-0.8962604,8.643149,0.00002899,-46.94424,10.07571,0
188612,241363416,-25.49737,-21.87237,1.499994,-1.000006,9.111253,0.00002899,-49.83236,9.961116,0
188704,241463376,-24.54534,-20.92034,1.499994,-1.000006,9.670268,0.00002899,-52.60007,10.10956,0
188793,241563336,-23.53977,-19.91477,1.499994,-1.000006,10.24811,-0.287471,-55.77792,10.00184,2
188883,241663296,-22.48165,-18.85665,1.499994,-1.000006,10.81004,-0.787471,-59.1414,10.15233,2
188970,241764089,-21.37267,-17.74767,1.499994,-1.000006,11.3592,-1,-62.08872,10.05145,2
189058,241864049,-20.21575,-16.59075,1.499994,-1.000006,11.84899,-1,-64.65823,10.21373,2
189150,241964009,-31.05635,-27.55215,1.499994,-0.9512101,-0.8725917,-0.8,-18.79887,10.12684,2
189239,242063969,-30.96943,-27.64248,1.499994,-0.8778012,-1.260747,-0.3,-0.3182593,10.2917,2
189326,242163929,-30.89412,-27.74374,1.499994,-0.802344,-1.307167,0.00002899,1.815107,10.19838,2
189417,242263889,-30.84148,-27.87451,1.499994,-0.7212533,-1.64705,0.00002899,3.533667,10.45844,2
189507,242363849,-30.795,-28.01129,1.499994,-0.6371551,-1.683803,0.00002899,4.538702,10.56377,2
189599,242463809,-30.74642,-28.15069,1.499994,-0.5473114,-1.918599,0.00002899,5.867844,10.93045,2
189688,242563769,-30.69265,-28.28478,1.499994,-0.4533983,-1.945228,0.00002899,6.738367,11.09895,2
189778,242663729,-30.6193,-28.39458,1.499994,-0.3572722,-1.763195,0.00002823,6.588376,11.29604,2
189867,242763689,-30.52925,-28.48761,1.499994,-0.2559332,-1.78308,0.00002899,6.901952,11.32784,2
189957,242863649,-30.43018,-28.5636,1.499994,-0.1532327,-1.447634,0.00002899,6.20607,11.4016,2
190048,242963609,-30.3187,-28.62646,1.499994,-0.04418426,-1.471431,0.00002899,6.335798,11.37085,2
190138,243063569,-30.17854,-28.6514,1.499994,0.06672089,-1.057663,0.00002823,5.386437,11.4033,2
190227,243163529,-30.03253,-28.6704,1.499994,0.1868861,-1.05645,0.00002823,5.408426,11.34972,2
190318,243263489,-29.86607,-28.6598,1.499994,0.3114934,-0.6372712,0.00002899,4.488947,11.36678,2
190407,243363449,-29.68538,-28.63472,1.499994,0.450557,-0.6530823,0.00002823,4.604031,11.31323,2
190498,243463409,-29.47671,-28.57317,1.499994,0.5964493,-0.267739,0.00002899,3.882168,11.33481,2
190588,243563369,-29.27744,-28.52088,1.499994,0.7434317,-0.2497078,0.00002823,4.080436,11.28723,2
190678,243663329,-29.05548,-28.43696,1.499994,0.8814761,0.4725566,0.00002899,3.673642,11.31468,2
190765,243763289,-28.82416,-28.34368,1.499994,1.019516,0.4783337,0.00002899,3.342414,11.27411,2
190853,243864082,-28.58306,-28.2376,1.499994,1.154528,0.782716,0.00002899,3.209105,11.30999,2
190944,243964042,-28.31915,-28.10868,1.499994,1.289533,0.7910569,0.00002899,3.02213,11.27162,2
191034,244064002,-28.05155,-27.97331,1.499994,1.421754,1.080438,0.00002823,2.891522,11.30358,2
191123,244163962,-27.77397,-27.82795,1.499994,1.553971,1.086419,0.00002975,2.71085,11.26443,2
191214,244263922,-27.48587,-27.66961,1.499994,1.683727,1.357583,0.00002899,2.593922,11.29549,2
191303,244363882,-27.17787,-27.49135,1.499994,1.813478,1.369599,0.00002899,2.451812,11.25396,2
191395,244463842,-26.87202,-27.31297,1.499994,1.940937,1.613489,0.00002899,2.377429,11.28173,2
191483,244563802,-26.54713,-27.11553,1.499994,2.06839,1.62647,0.00002899,2.276875,11.2245,2
191571,244663762,-26.21076,-26.90454,1.499994,2.193781,1.847918,0.00002899,2.240673,11.23853,2
191660,244763722,-25.86601,-26.68518,1.499994,2.319169,1.861502,0.00002899,2.18877,11.17735,2
191750,244863682,-25.52628,-26.46905,1.499994,2.44276,2.057394,0.00002899,2.198356,11.23469,2
191841,244963642,-25.17236,-26.23871,1.499994,2.56428,2.072442,0.00002899,2.190271,11.23402,2
191931,245063602,-24.81173,-26.00019,1.499994,2.673412,2.244505,0.00002899,2.190866,11.30748,2
192020,245163562,-24.44286,-25.75341,1.499994,2.77322,2.259114,0.00002823,2.136843,11.26556,2
192111,245263522,-24.05733,-25.48864,1.499994,2.864768,2.410678,0.00002899,2.091638,11.29123,2
192200,245363482,-23.67885,-25.23091,1.499994,2.950551,2.423843,0.00002899,2.032205,11.16432,2
192291,245463442,-23.3424,-24.96704,1.499338,2.999101,2.542959,-0.08747101,1.813963,11.03005,2
192381,245563402,-23.07682,-24.70111,1.475932,2.975455,2.551172,-0.3255562,1.166134,10.6901,2
192471,245663362,-22.795,-24.41708,1.420235,2.918286,2.695274,-0.7636597,0.06722686,10.53348,2
192560,245763322,-22.51694,-24.13744,1.326853,2.823851,2.705033,-1,-1.016522,10.28185,2
192650,245863282,-22.22771,-23.845,1.226853,2.721703,2.866948,-1,-2.01201,10.28168,2
192741,245964075,-21.92554,-23.541,1.126853,2.620477,2.880265,-1,-3.036628,10.13804,2
192831,246064035,-21.62275,-23.23579,1.026853,2.518858,2.963477,-1,-3.881948,10.21904,2
192920,246163995,-21.32841,-22.9397,0.9268533,2.417686,2.97534,-1,-4.684801,10.09802,2
193012,246263955,-21.02826,-22.63791,0.8268533,2.316584,2.988328,-1,-5.355853,10.20311,2
193099,246363915,-20.73666,-22.34456,0.7268533,2.215408,2.999957,-1,-5.954357,10.09572,2
193188,246463875,-20.4507,-22.05775,0.6293533,2.117342,2.929539,-1,-6.414878,10.214,2
193278,246563835,-20.17006,-21.77537,0.5293533,2.016165,2.939953,-1,-6.791653,10.11178,2
193368,246663795,-19.90612,-21.51142,0.4368533,1.923659,2.793351,-1,-7.040859,10.24312,2
193457,246763755,-19.64737,-21.25095,0.3393533,1.82501,2.802431,-1,-7.177986,10.19914,2
193547,246863715,-19.39736,-21.0016,0.2443533,1.730446,2.586541,-1,-7.27279,10.55568,2
193638,246963675,-19.17573,-20.77401,0.1468533,1.628933,2.596998,-1,-7.255515,10.71058,2
193728,247063635,-18.97518,-20.56099,0.05185333,1.525499,2.321953,-1,-7.252767,11.0426,2
193817,247163595,-18.8013,-20.36541,-0.04314667,1.415693,2.327765,-1,-7.067579,11.14851,2
193908,247263555,-18.64594,-20.18275,-0.1381467,1.30186,2.01095,-1,-6.983818,11.33867,2
193999,247363515,-18.5158,-20.01822,-0.2256467,1.190278,2.013429,-1,-6.684226,11.31541,2
194090,247463475,-18.4116,-19.87367,-0.3181466,1.068987,1.714179,-1,-6.632404,11.35057,2
194180,247563435,-18.32362,-19.73795,-0.4081466,0.9441301,1.744095,-1,-6.267612,11.23645,2
194270,247663395,-18.26036,-19.61843,-0.5056466,0.8043677,1.434755,-1,-6.242142,11.23333,2
194359,247763355,-18.22665,-19.52517,-0.5931467,0.6705912,1.431441,-1,-6.106033,11.12668,2
194449,247863315,-18.19478,-19.43301,-0.6643016,0.5508011,1.124508,-0.7927166,-5.780913,11.15304,2
194540,247963275,-18.21136,-19.37539,-0.7230189,0.4293987,1.120403,-0.5232883,-5.275505,11.07237,2
194630,248064068,-18.22152,-19.31378,-0.7592324,0.3291293,0.8159308,-0.3666248,-4.880287,11.12267,2
194719,248164028,-18.25202,-19.26987,-0.7836335,0.2340615,0.8111314,-0.2278641,-4.409908,11.063,2
194810,248263988,-18.31328,-19.25389,-0.7978336,0.1427792,0.5283195,-0.09923897,-4.032176,11.13142,2
194899,248363948,-18.3699,-19.23432,-0.8027225,0.06170135,0.5329752,-0.03298187,-3.650563,11.09166,2
194990,248463908,-18.45093,-19.23748,-0.8039911,-0.01744568,0.2719929,0.00790787,-3.340207,11.16727,2
195078,248563868,-18.5459,-19.25661,-0.8018878,-0.09118591,0.2658921,0.05919456,-2.956633,11.14822,2
195166,248663828,-18.63902,-19.27847,-0.7960882,-0.1566461,0.04288019,0.09132309,-2.67941,11.2068,2
195255,248763788,-18.74127,-19.31405,-0.787928,-0.2151473,0.03394356,0.137635,-2.302576,11.07702,2
195345,248863748,-18.84586,-19.35477,-0.775503,-0.2665956,-0.1644718,0.1761234,-2.009362,10.99484,2
195436,248963708,-18.96902,-19.40956,-0.7582,-0.3176654,-0.1779339,0.2751049,-1.567745,10.6723,2
195526,249063668,-19.10232,-19.47515,-0.7257295,-0.3528999,-0.3951216,0.4153217,-1.023844,10.49034,2
195615,249163628,-19.23395,-19.54638,-0.6832117,-0.3707777,-0.4098763,0.4982694,-0.3861605,10.2225,2
195706,249263588,-19.37267,-19.63323,-0.6335945,-0.3730391,-0.522352,0.5495508,-0.02191494,10.27701,2
195795,249363548,-19.49269,-19.70446,-0.5783191,-0.3665527,-0.5324605,0.5949495,0.4109229,10.13689,2
195886,249463508,-19.62149,-19.787,-0.5225192,-0.3570016,-0.5641336,0.5982502,0.5683095,10.23989,2
195977,249563468,-19.73628,-19.86098,-0.4651367,-0.3404431,-0.5718461,0.6105835,0.7960383,10.12977,2
196067,249663428,-19.8477,-19.94287,-0.4094205,-0.314246,-0.5828809,0.598115,1.099316,10.23362,2
196156,249763388,-19.9586,-20.0278,-0.3540285,-0.284833,-0.5893391,0.5964155,1.307892,10.13244,2
196246,249863348,-20.06387,-20.11012,-0.2978638,-0.2516174,-0.6022713,0.6028046,1.505467,10.23696,2
196337,249963308,-20.15348,-20.18135,-0.2426396,-0.2147649,-0.6077487,0.5922028,1.752293,10.14152,2
196427,250063268,-20.25081,-20.26612,-0.1902478,-0.1749402,-0.5964887,0.563233,1.885092,10.24936,2
196516,250164061,-20.34154,-20.34885,-0.1375074,-0.1301966,-0.6012785,0.5640162,2.100327,10.15891,2
196607,250264021,-20.41566,-20.41949,-0.08502872,-0.0811896,-0.5584663,0.5600258,2.216388,10.26446,2
196696,250363981,-20.48377,-20.48798,-0.0354556,-0.03124417,-0.5617487,0.5316601,2.368891,10.18229,2
196787,250463941,-20.54097,-20.54957,0.0120687,0.02066245,-0.4851626,0.5143269,2.386795,10.38298,2
196875,250563901,-20.59813,-20.6153,0.05740796,0.07457837,-0.4838644,0.4942452,2.47734,10.43835,2
196963,250663861,-20.64788,-20.67717,0.1029681,0.1322479,-0.3874275,0.4963864,2.461889,10.74914,2
197052,250763821,-20.6779,-20.72371,0.1484571,0.1942652,-0.3825941,0.4939829,2.523114,10.90783,2
197142,250863781,-20.71178,-20.77757,0.1882447,0.2540309,-0.3014633,0.4278602,2.477834,11.20697,2
197233,250963741,-20.74019,-20.82959,0.2230922,0.3124867,-0.2981146,0.3744809,2.517011,11.2719,2
197323,251063701,-20.7543,-20.86956,0.2525809,0.3678422,-0.2064896,0.312292,2.439928,11.33838,2
197413,251163661,-20.75881,-20.90243,0.2743839,0.4180021,-0.2057998,0.2143494,2.397123,11.27208,2
197504,251263621,-20.75877,-20.93073,0.2714439,0.4434092,-0.06847939,-0.2856505,1.686623,11.27916,2
197593,251363581,-20.75209,-20.94989,0.2286466,0.4264444,-0.06685513,-0.3834078,1.25199,11.19497,2
197684,251463541,-20.73801,-20.95655,0.1974554,0.4159954,0.06916788,-0.2540708,0.9081836,11.20305,2
197774,251563501,-20.73614,-20.97295,0.1776253,0.4144441,0.07225267,-0.1584617,0.6703971,11.13472,2
197864,251663461,-20.72752,-20.98046,0.1643254,0.4172698,0.1502962,-0.1065769,0.4576453,11.14734,2
197953,251763421,-20.71249,-20.98016,0.15513,0.4228034,0.1800029,-0.08745895,0.4063698,11.10247,2
198042,251863381,-20.69841,-20.97958,0.1477827,0.4289522,0.3278002,-0.07433624,0.5658388,11.13122,2
198134,251963341,-20.68398,-20.84345,0.1408912,0.3003565,1.683518,-0.06400228,-4.376243,11.09526,2
198224,252063301,-20.67019,-20.49389,0.1355502,-0.0407559,3.847511,-0.05712952,-15.31684,11.14038,2
198313,252163261,-20.65662,-19.98234,0.1355502,-0.5387271,5.922618,-0.07660685,-28.59501,11.10418,2
198406,252264054,-20.64304,-19.34529,0.1355502,-1.127585,7.312341,-0.09252038,-39.38971,11.18241,2
198502,252364014,-22.55813,-21.03652,0.1356334,-1.293785,-0.2427331,0.03538189,-10.54829,11.14496,2
198593,252463974,-22.59992,-21.10735,0.1635466,-1.245399,-0.6552922,0.5353819,-3.57254,11.28358,2
198681,252563934,-22.62871,-21.17034,0.2413767,-1.143087,-0.6538851,1,-1.985695,11.2349,2
198769,252663894,-22.65717,-21.24755,0.3413766,-1.007409,-0.981364,1,-0.1147325,11.1327,2
198858,252763854,-22.69438,-21.34416,0.4413766,-0.8626323,-1.003761,1,1.066727,10.79488,2
198947,252863814,-22.71625,-21.44034,0.5413767,-0.7043387,-1.163515,1,2.383126,10.60029,2
199039,252963774,-22.72809,-21.53642,0.6413766,-0.5347822,-1.177346,1,3.63068,10.37852,2
199129,253063734,-22.72159,-21.62214,0.7413766,-0.3535713,-1.106583,1,4.300727,10.31844,2
199218,253163694,-22.7073,-21.70984,0.8411146,-0.1563463,-1.113295,0.9425514,5.13206,10.2134,2
199309,253263654,-22.6674,-21.77686,0.9143259,0.02378639,-0.9504454,0.5598183,5.117602,10.2014,2
199398,253363614,-22.6095,-21.83033,0.9572312,0.1780613,-1.019075,0.3259369,5.638176,10.16076,2
199489,253463574,-22.54635,-21.87746,0.981568,0.312674,-0.787192,0.1820679,5.30789,10.16418,2
199576,253563534,-22.4645,-21.89544,0.9926612,0.4236037,-0.6039202,0.06932602,5.069009,10.16609,2
199665,253663494,-22.3798,-21.90869,0.9957695,0.5246513,-0.3479384,0.01951828,4.882486,10.15286,2
199754,253763454,-22.29274,-21.91963,0.9938641,0.6207538,-0.3432445,-0.04071197,4.707265,10.1705,2
199843,253863414,-22.19453,-21.91647,0.9867822,0.708728,-0.08892766,-0.09371796,4.368605,10.15662,2
199935,253963374,-22.08384,-21.90038,0.9736754,0.7902184,-0.1092137,-0.1851826,4.129745,10.18965,2
200024,254063334,-21.95727,-21.86377,0.9510579,0.8575593,0.109545,-0.2827751,3.5997,10.17037,2
200114,254163294,-21.82615,-21.82187,0.9188496,0.9145747,0.06634799,-0.3633152,3.503869,10.21877,2
200205,254264087,-21.69024,-21.7671,0.8857032,0.9625635,0.4387748,-0.3971596,2.412998,10.26345,2
200294,254364047,-21.54933,-21.70442,0.8471898,1.002275,0.4236816,-0.479779,2.226266,10.40257,2
200385,254464007,-21.40336,-21.6306,0.8032752,1.030514,0.6440427,-0.5275257,1.546067,10.53677,2
200474,254563967,-21.25093,-21.54144,0.7501246,1.040637,0.6305022,-0.6505932,1.225433,10.74929,2
200566,254663927,-21.10239,-21.44686,0.689361,1.033824,0.8126687,-0.7272455,0.4064832,10.9278,2
200655,254763887,-20.956,-21.34801,0.6221536,1.01416,0.8410367,-0.7950784,-0.07559814,11.18231,2
200744,254863847,-20.82492,-21.25486,0.540918,0.9708545,0.9652469,-0.9330751,-0.8766327,11.25568,2
200836,254963807,-20.69104,-21.15054,0.4538777,0.9133772,0.9858664,-0.9896646,-1.433671,11.33324,2
200925,255063767,-20.55749,-21.03905,0.3621556,0.8437132,1.097682,-1,-2.176374,11.26295,2
201015,255163727,-20.42648,-20.91722,0.266843,0.7575852,1.150453,-1,-2.727982,11.27641,2
201106,255263687,-20.31397,-20.80242,0.1717329,0.6601838,1.266396,-0.9948334,-3.713681,11.16696,2
201195,255363647,-20.21002,-20.68715,0.08533006,0.5624565,1.249411,-0.9447697,-4.539836,11.19168,2
201286,255463607,-20.10623,-20.5633,0.00160114,0.45868,1.281373,-0.9185691,-5.039368,11.09822,2
201375,255563567,-20.01916,-20.44805,-0.08188818,0.347001,1.294313,-0.9400063,-5.673181,11.14388,2
201466,255663527,-19.95087,-20.34605,-0.1623212,0.2328534,1.219621,-0.9255723,-6.00476,11.06134,2
201553,255763487,-19.89041,-20.24776,-0.2443408,0.1130102,1.260467,-0.9504848,-6.407216,11.09963,2
201640,255863447,-19.85224,-20.16632,-0.3193321,-0.00525494,1.119887,-0.9031447,-6.425821,11.01285,2
201732,255963407,-19.82242,-20.09254,-0.3908215,-0.1206994,1.012582,-0.7213659,-7.539752,11.04335,2
201821,256063367,-19.80819,-20.03253,-0.4562454,-0.2319144,0.7699439,-0.7204086,-6.953095,10.96118,2
201912,256163327,-19.81328,-19.98864,-0.5130611,-0.3377059,0.7675173,-0.4407358,-6.599994,10.94175,2
202003,256263287,-19.83877,-19.96241,-0.5312122,-0.4075732,0.4490409,0.05926418,-5.678551,10.79036,2
202092,256364080,-19.87246,-19.95133,-0.5009106,-0.4220434,0.4597318,0.5592642,-4.359962,10.71487,2
202183,256464040,-19.92749,-19.96663,-0.4405819,-0.4014449,0.1159264,0.5277176,-3.173155,10.44933,2
202270,256564000,-19.98285,-19.98886,-0.3953976,-0.3893844,0.1544841,0.3957479,-2.318053,10.31376,2
202359,256663960,-20.07314,-20.04547,-0.3608365,-0.388511,-0.3427757,0.3902406,-2.428807,10.14159,2
202448,256763920,-20.16463,-20.10847,-0.3239951,-0.3801523,-0.3522675,0.4145096,-0.6606627,10.17665,2
202537,256863880,-20.25969,-20.18246,-0.2822924,-0.3595275,-0.5635185,0.4997158,0.678745,10.11295,2
202629,256963840,-20.36312,-20.26741,-0.2379108,-0.3336286,-0.5707332,0.5236694,1.260134,10.19456,2
202718,257063800,-20.45871,-20.36384,-0.188045,-0.2829144,-0.662127,0.5464677,2.167546,10.18377,2
202808,257163760,-20.54754,-20.45711,-0.1385746,-0.2290019,-0.6767979,0.5303026,2.55748,10.25691,2
202899,257263720,-20.61987,-20.53972,-0.09143721,-0.1715837,-0.697605,0.4828717,2.880618,10.2701,2
202988,257363680,-20.68846,-20.62195,-0.04839779,-0.1149115,-0.7094653,0.4462101,3.200767,10.32141,2
203079,257463640,-20.75303,-20.7019,-0.0083561,-0.05948647,-0.6710592,0.4140404,3.350606,10.33319,2
203168,257563600,-20.80796,-20.7767,0.02939226,-0.00186506,-0.6452894,0.3682781,3.613457,10.36416,2
203259,257663560,-20.85561,-20.84536,0.06285544,0.05260642,-0.5394354,0.3249831,3.384114,10.38628,2
203348,257763520,-20.89736,-20.91114,0.09094284,0.1047246,-0.5743793,0.293212,3.344512,10.39029,2
203437,257863480,-20.91695,-20.95379,0.1152293,0.1520677,-0.4168816,0.2227603,3.069249,10.43254,2
203529,257963440,-20.94662,-21.0086,0.134333,0.1963081,-0.4186516,0.204468,3.052302,10.42747,2
203618,258063400,-20.94942,-21.03438,0.1506654,0.2356312,-0.2417762,0.1385345,2.572086,10.51621,2
203708,258163360,-20.9578,-21.067,0.1629401,0.2721369,-0.2241488,0.1196143,2.586433,10.60071,2
203799,258263320,-20.95116,-21.08149,0.1722617,0.3025912,-0.0078297,0.07142105,1.881394,10.83844,2
203888,258363280,-20.94029,-21.08809,0.1768207,0.324621,-0.07697431,0.03018188,0.9701231,10.96319,2
203979,258464073,-20.92207,-21.08582,0.1775207,0.3412756,0.1157388,-0.01643009,0.9249527,11.19123,2
204068,258564033,-20.90444,-20.98787,0.174257,0.2576897,1.151755,-0.04930401,-2.276565,11.28338,2
204159,258663993,-20.8873,-20.66252,0.1683445,-0.05643822,3.415859,-0.06759958,-13.07122,11.37306,2
204248,258763953,-20.87062,-20.15605,0.1666191,-0.5479451,5.731304,-0.1055501,-27.25999,11.31211,2
204339,258863913,-20.85402,-19.50721,0.1666191,-1.13477,7.396723,-0.1518951,-39.41823,11.32529,2
204431,258963873,-20.83741,-18.85285,0.1666191,-1.556495,7.729609,-0.191108,-45.86671,11.19995,2
204520,259063833,-20.82081,-18.15033,0.1666191,-1.916878,7.681065,-0.2215925,-47.62834,11.21454,2
204610,259163793,-20.80421,-17.53452,0.1666191,-2.186972,6.813961,-0.2510605,-46.55012,11.09416,2
204701,259263753,-20.56536,-16.94036,0.1666191,-2.333381,6.065328,-0.4682447,-43.08844,11.13188,2
204790,259363713,-19.87509,-16.25009,0.1666191,-2.333381,6.698173,-0.9682447,-45.05065,11.03192,2
204881,259463673,-19.12345,-15.49845,0.1666191,-2.333381,7.508192,-1,-48.98225,11.08508,2
204966,259563633,-18.28943,-14.66443,0.1666191,-2.333381,8.458655,-1,-53.57834,11.00013,2
205053,259663593,-17.37534,-13.75034,0.1666191,-2.333381,9.389197,-1,-58.30983,11.05333,2
205143,259763553,-16.38325,-12.75825,0.1666191,-2.333381,10.24768,-1,-62.74228,10.98485,2
205232,259863513,-15.31648,-11.69148,0.1666191,-2.333381,10.91511,-1,-66.61615,11.03255,2
205324,259963473,-14.21759,-10.61521,0.1666191,-2.324319,11.34452,-1,-68.46831,10.97577,2
205413,260063433,-13.00306,-9.403205,0.1666191,-2.323302,12.32323,-1,-73.03625,11.01064,2
205503,260163393,-25.53188,-21.96554,0.1666191,-2.309806,-1.711583,-0.8125,-24.40915,10.93773,2
205594,260263353,-25.61508,-22.11563,0.1666191,-2.282648,-2.022885,-0.3125,-3.496473,10.91354,2
205683,260363313,-25.70428,-22.27181,0.1699004,-2.251861,-2.133315,0.1875,-1.111834,10.79941,2
205774,260463273,-25.80026,-22.4426,0.2130254,-2.177649,-2.485706,0.6875,1.080121,10.60384,2
205863,260564066,-25.90205,-22.62204,0.3028691,-2.055098,-2.767717,1,3.018962,10.35489,2
205954,260664026,-26.01811,-22.83497,0.4028691,-1.913653,-3.153076,1,5.192636,10.14165,2
206043,260763986,-26.10606,-23.02947,0.5028691,-1.767189,-3.231788,1,6.599772,10.00766,2
206132,260863946,-26.17876,-23.17346,0.6028691,-1.635569,-2.456157,1,7.950119,9.956959,2
206224,260963906,-26.27288,-23.34861,0.7028691,-1.499072,-2.56435,1,7.847892,9.970217,2
206313,261063866,-26.34525,-23.50916,0.8028691,-1.358654,-2.598888,1,7.742123,10.03738,2
206404,261163826,-26.38436,-23.68666,0.9028691,-1.19365,-3.047402,1,8.407246,10.10294,2
206495,261263786,-26.3558,-23.79683,1.002869,-1.026403,-2.656156,1,8.066397,10.17503,2
206584,261363746,-26.30055,-23.8549,1.102869,-0.8697709,-1.78246,1,9.332376,10.23921,2
206675,261463706,-26.25862,-23.93182,1.202869,-0.7085686,-1.371975,1,8.264061,10.27186,2
206764,261563666,-26.18477,-23.98657,1.302865,-0.540067,-1.37798,0.9856773,7.980283,10.30035,2
206855,261663626,-26.07557,-24.01057,1.380807,-0.3883736,-1.213122,0.5959648,6.552474,10.29761,2
206944,261763586,-25.94444,-24.01862,1.427933,-0.2607425,-1.283068,0.3603332,6.139183,10.30966,2
207033,261863546,-25.79242,-24.0232,1.456427,-0.1368188,-1.298333,0.2178635,5.083831,10.27735,2
207125,261963506,-25.60348,-23.99297,1.473655,-0.01665573,-1.279427,0.1317261,5.256778,10.30088,2
207214,262063466,-25.38769,-23.9286,1.484071,0.09908935,-0.9054877,0.07964478,4.367155,10.25032,2
207304,262163426,-25.17788,-23.87094,1.490369,0.2199847,-0.8582783,0.04815369,4.289758,10.29547,2
207395,262263386,-24.93665,-23.77732,1.494177,0.3458447,-0.5307417,0.0291153,3.59474,10.24186,2
207489,262363346,-24.67908,-23.6525,1.496479,0.4702507,0.6753851,0.01760483,-0.1341402,10.485,2
207580,262463306,-24.42916,-23.53612,1.497871,0.6048314,1.006375,0.01064529,-1.432487,10.45281,2
207669,262563266,-24.15842,-23.399,1.498713,0.7392939,1.024059,0.00643539,-1.731445,10.51343,2
207760,262664059,-23.87987,-23.25159,1.499222,0.8709381,1.307325,0.00389099,-1.936931,10.50412,2
207849,262764019,-23.60338,-23.10623,1.49953,1.002381,1.324721,0.00235138,-2.07004,10.54976,2
207938,262863979,-23.3156,-22.94823,1.499716,1.132342,1.486338,0.00142212,-1.978408,10.49913,2
208030,262963939,-23.01731,-22.77961,1.499828,1.262135,1.504118,0.00085983,-1.835957,10.53856,2
208119,263063899,-22.72008,-22.61101,1.499896,1.390826,1.626345,0.0005188,-1.632942,10.49018,2
208209,263163859,-22.41636,-22.43551,1.484694,1.503851,1.642475,-0.3860725,-1.798748,10.54723,2
208300,263263819,-22.11593,-22.25903,1.426326,1.569429,1.736499,-0.8860725,-2.253116,10.54213,2
208389,263363779,-21.9778,-21.96579,1.332733,1.320724,2.775672,-1,-5.531848,10.67223,2
208480,263463739,-21.84953,-21.41947,1.232733,0.8026767,5.528976,-1,-19.12632,10.78061,2
208569,263563699,-21.72808,-20.6831,1.212733,0.1687162,8.14359,-1,-36.19868,10.93303,2
208660,263663659,-21.60689,-19.83544,1.212733,-0.3819153,9.547799,-1,-47.7945,11.04714,2
208749,263763619,-21.4857,-18.98466,1.212733,-0.7877901,9.637006,-1,-52.8584,11.1828,2
208838,263863579,-21.36451,-18.11818,1.212733,-1.130911,9.289691,-1,-52.98325,11.27098,2
208930,263963539,-20.84093,-17.21593,1.212733,-1.287267,9.337995,-1,-53.88136,11.37441,2
209019,264063499,-19.89492,-16.26992,1.212733,-1.287267,9.655174,-1,-55.16888,11.33165,2
209109,264163459,-18.89561,-15.27061,1.212733,-1.287267,10.11517,-1,-57.29879,11.3292,2
209200,264263419,-17.83837,-14.21337,1.212733,-1.287267,10.73761,-1,-60.08549,11.19457,2
209289,264363379,-16.72282,-13.09782,1.212733,-1.287267,11.38968,-1,-63.32874,11.20807,2
209380,264463339,-15.54831,-11.92331,1.212733,-1.287267,12.01646,-1,-66.49585,11.09168,2
209465,264563299,-14.31759,-10.69259,1.212733,-1.287267,12.60493,-1,-69.49464,11.13138,2
209551,264664092,-13.03399,-9.408989,1.212733,-1.287267,13.14475,-1,-72.2662,11.00957,2
209642,264764052,-24.63618,-21.08583,1.212733,-1.257228,-0.6449845,-0.8875,-34.53135,11.04868,2
209733,264864012,-24.58817,-21.16096,1.212733,-1.206856,-0.9894751,-0.3875,-3.092645,10.86107,2
209825,264963972,-24.54702,-21.24305,1.213764,-1.154345,-1.028485,0.1125,0.1304359,10.86597,2
209914,265063932,-24.52952,-21.354,1.249389,-1.063841,-1.435235,0.6125,2.313096,10.62301,2
210003,265163892,-24.51841,-21.47719,1.331489,-0.9229335,-1.469885,0.8425537,4.329559,10.57676,2
210095,265263852,-24.51682,-21.62144,1.398114,-0.7906674,-1.869917,0.5094269,5.91124,10.34085,2
210184,265363812,-24.50279,-21.75835,1.438398,-0.6802993,-1.900458,0.3080116,7.410296,10.29925,2
