LineNo,TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,RemPct,labels
238643,297063627,0,12.58798,12.59033,30.32747,2102.703,26.46877,0,0.00007742,49,2
238732,297163587,0,12.58798,12.59025,29.49658,2103.522,26.47908,0,0.00007715,49,2
238821,297263547,0,12.58798,12.59029,29.99511,2104.355,26.48956,0,0.00007701,49,2
238912,297363507,0,12.58798,12.59022,29.16422,2105.165,26.49976,0,0.00007674,49,2
239002,297463467,0,12.58798,12.59024,29.57967,2105.986,26.5101,0,0.0000766,49,2
239093,297563427,0,12.58798,12.59018,28.83187,2106.787,26.52017,0,0.00007634,49,2
239182,297663387,0,12.58798,12.59021,29.24731,2107.599,26.5304,0,0.0000762,49,2
239272,297763347,0,12.58798,12.59014,28.49951,2108.391,26.54036,0,0.00007595,49,2
239361,297863307,0,12.58798,12.59017,28.91496,2109.194,26.55047,0,0.00007582,49,2
239451,297963267,0,12.58798,12.59011,28.16715,2109.976,26.56031,0,0.00007558,49,2
239543,298064060,0,12.58798,12.59012,28.41642,2110.771,26.57033,0,0.00007542,49,2
239632,298164020,0,12.58798,12.59012,28.49951,2111.563,26.58029,0,0.0000753,49,2
239721,298263980,0,12.58798,12.59086,38.22092,2112.624,26.59365,0,0.0000753,49,2
239812,298363940,0,12.58798,12.59112,41.79374,2113.785,26.60826,0,0.0000753,49,2
239902,298463900,0,12.58798,12.5911,41.46139,2114.936,26.62275,0,0.0000753,49,2
239997,298563860,0,12.58798,12.59103,40.54741,2116.062,26.63693,0,0.0000753,49,2
240086,298663820,0,12.58798,12.59082,37.72239,2117.11,26.65011,0,0.0000753,49,2
240176,298763780,0,12.58798,12.59045,32.98632,2118.026,26.66164,0,0.00007486,49,2
240265,298863740,0,12.58798,12.59027,30.99218,2118.886,26.67248,0,0.00007413,49,2
240354,298963700,0,12.58798,12.59009,28.83187,2119.687,26.68255,0,0.00007316,49,2
240447,299063660,0,12.58798,12.58998,27.75171,2120.458,26.69226,0,0.00007216,49,2
240536,299163620,0,12.58798,12.58989,26.83773,2121.203,26.70164,0,0.00007119,49,2
240625,299263580,0,12.58798,12.58987,26.83773,2121.948,26.71102,0,0.00007039,49,2
240716,299363540,0,12.58798,12.5898,26.17302,2122.675,26.72017,0,0.00006962,49,2
240805,299463500,0,12.58798,12.58981,26.50537,2123.411,26.72943,0,0.00006905,49,2
240897,299563460,0,12.58798,12.58973,25.67449,2124.124,26.73841,0,0.00006843,49,2
240986,299663420,0,12.58798,12.58972,25.5914,2124.835,26.74735,0,0.00006791,49,2
241076,299763380,0,12.58798,12.58965,24.76051,2125.522,26.75601,0,0.00006735,49,2
241165,299863340,0,12.58798,12.58962,24.51124,2126.203,26.76457,0,0.00006684,49,2
241254,299963300,0,12.58798,12.58959,24.26197,2126.877,26.77305,0,0.00006639,49,2
241347,300063260,0,12.58798,12.58961,24.67742,2127.562,26.78168,0,0.00006607,49,2
241436,300164053,0,12.58798,12.58967,25.67449,2128.281,26.79073,0,0.00006597,49,2
241525,300264013,0,12.58798,12.58971,26.25611,2129.01,26.79991,0,0.00006597,49,2
241616,300363973,0,12.58798,12.58974,26.67155,2129.751,26.80923,0,0.00006597,49,2
241705,300463933,0,12.58798,12.58974,26.75464,2130.494,26.81858,0,0.00006597,49,2
241798,300563893,0,12.58798,12.58978,27.33627,2131.253,26.82814,0,0.00006597,49,2
241887,300663853,0,12.58798,12.58979,27.41936,2132.014,26.83772,0,0.00006597,49,2
241977,300763813,0,12.58798,12.58983,28.08407,2132.794,26.84754,0,0.00006597,49,2
242067,300863773,0,12.58798,12.58984,28.25024,2133.579,26.85741,0,0.00006597,49,2
242156,300963733,0,12.58798,12.58992,29.49658,2134.398,26.86773,0,0.00006597,49,0
242251,301063693,0,12.58798,12.58992,29.49658,2135.217,26.87804,0,0.00006597,49,0
242340,301163653,0,12.58798,12.58993,29.66276,2136.041,26.8884,0,0.00006597,49,0
242429,301263613,0,12.58798,12.58992,29.41349,2136.857,26.89869,0,0.00006597,49,0
242520,301363573,0,12.58798,12.59002,30.90909,2137.716,26.90949,0,0.00006597,49,0
242609,301463533,0,12.58798,12.58997,30.16129,2138.553,26.92004,0,0.00006597,49,0
242701,301563493,0,12.58798,12.59002,30.90909,2139.412,26.93084,0,0.00006597,49,0
242786,301663453,0,12.58798,12.58996,30.0782,2140.247,26.94135,0,0.00006597,49,0
242872,301763413,0,12.58798,12.58998,30.41056,2141.092,26.95198,0,0.00006597,49,0
242961,301863373,0,12.58798,12.58999,30.57673,2141.941,26.96267,0,0.00006597,49,0
243050,301963333,0,12.58798,12.59008,31.90616,2142.827,26.97383,0,0.00006597,48,0
243143,302063293,0,12.58798,12.59008,31.90616,2143.713,26.98498,0,0.00006597,48,0
243232,302164086,0,12.58798,12.59014,32.82014,2144.632,26.99655,0,0.00006597,48,0
243321,302264046,0,12.58798,12.59014,32.82014,2145.543,27.00802,0,0.00006597,48,0
243413,302364006,0,12.58798,12.59024,34.23265,2146.494,27.01999,0,0.00006597,48,0
243502,302463966,0,12.58798,12.59021,33.90029,2147.435,27.03184,0,0.00006597,48,0
243594,302563926,0,12.58798,12.59025,34.39883,2148.39,27.04386,0,0.00006597,48,0
243683,302663886,0,12.58798,12.59029,35.06354,2149.364,27.05612,0,0.00006597,48,0
243773,302763846,0,12.58798,12.59029,35.06354,2150.338,27.06837,0,0.00006597,48,0
243862,302863806,0,12.58798,12.59032,35.47898,2151.323,27.08077,0,0.00006597,48,0
243951,302963766,0,12.58798,12.59027,34.81427,2152.29,27.09294,0,0.00006597,48,0
244044,303063726,0,12.58798,12.59036,36.0606,2153.291,27.10555,0,0.00006597,48,0
244133,303163686,0,12.58798,12.59032,35.56207,2154.279,27.11798,0,0.00006597,48,0
244222,303263646,0,12.58798,12.59034,35.81134,2155.273,27.1305,0,0.00006597,48,0
244313,303363606,0,12.58798,12.5903,35.14663,2156.249,27.14278,0,0.00006597,48,0
244402,303463566,0,12.58798,12.59026,34.64809,2157.211,27.15489,0,0.00006596,48,0
244494,303563526,0,12.58798,12.59019,33.56794,2158.143,27.16663,0,0.00006578,48,0
244583,303663486,0,12.58798,12.59013,32.82014,2159.055,27.1781,0,0.00006552,48,0
244673,303763446,0,12.58798,12.59006,31.90616,2159.941,27.18925,0,0.00006516,48,0
244762,303863406,0,12.58798,12.58999,31.15836,2160.806,27.20014,0,0.00006474,48,0
244851,303963366,0,12.58798,12.58989,29.82893,2161.634,27.21057,0,0.00006419,48,0
244944,304063326,0,12.58798,12.58986,29.57967,2162.456,27.22091,0,0.0000637,48,0
245033,304163286,0,12.58798,12.5898,28.83187,2163.256,27.23099,0,0.00006318,48,0
245122,304264079,0,12.58798,12.58976,28.41642,2164.052,27.241,0,0.00006269,48,0
245213,304364039,0,12.58798,12.58973,28.08407,2164.832,27.25082,0,0.00006224,48,0
245302,304463999,0,12.58798,12.5897,27.91789,2165.607,27.26058,0,0.00006184,48,0
245394,304563959,0,12.58798,12.58965,27.25318,2166.364,27.27011,0,0.00006141,48,0
245483,304663919,0,12.58798,12.58965,27.41936,2167.125,27.27969,0,0.00006108,48,0
245575,304763879,0,12.58798,12.58955,26.00684,2167.847,27.28878,0,0.0000606,48,0
245664,304863839,0,12.58798,12.58947,24.92669,2168.539,27.29749,0,0.00006005,48,0
245753,304963799,0,12.58798,12.5895,25.50831,2169.248,27.30641,0,0.00005968,48,0
245846,305063759,0,12.58798,12.58956,26.58846,2169.986,27.31571,0,0.00005952,48,0
245935,305163719,0,12.58798,12.58962,27.58553,2170.752,27.32535,0,0.00005952,48,0
246024,305263679,0,12.58798,12.58963,27.8348,2171.525,27.33508,0,0.00005952,48,0
246115,305363639,0,12.58798,12.58961,27.50244,2172.289,27.34469,0,0.00005952,48,0
246204,305463599,0,12.58798,12.58957,26.75464,2173.031,27.35404,0,0.0000594,48,0
246296,305563559,0,12.58798,12.58951,25.92375,2173.751,27.36311,0,0.00005919,48,0
246386,305663519,0,12.58798,12.58946,25.09286,2174.448,27.37188,0,0.0000589,48,0
246476,305763479,0,12.58798,12.58939,24.17888,2175.12,27.38033,0,0.00005853,48,0
246566,305863439,0,12.58798,12.58936,23.76344,2175.78,27.38864,0,0.00005817,48,0
246655,305963399,0,12.58798,12.58935,23.76344,2176.439,27.39694,0,0.00005787,48,0
246748,306063359,0,12.58798,12.58936,24.01271,2177.106,27.40534,0,0.00005766,48,0
246837,306163319,0,12.58798,12.58937,24.26197,2177.78,27.41382,0,0.00005751,48,0
246926,306263279,0,12.58798,12.5894,24.67742,2178.465,27.42244,0,0.00005745,48,0
247017,306364072,0,12.58798,12.58941,25.00978,2179.166,27.43126,0,0.00005745,48,0
247106,306464032,0,12.58798,12.58949,26.3392,2179.897,27.44047,0,0.00005745,48,0
247198,306563992,0,12.58798,12.58954,27.17009,2180.651,27.44996,0,0.00005745,48,0
247287,306663952,0,12.58798,12.58957,27.66862,2181.42,27.45963,0,0.00005745,48,0
247377,306763912,0,12.58798,12.58957,27.75171,2182.19,27.46934,0,0.00005745,48,0
247466,306863872,0,12.58798,12.58959,28.00098,2182.968,27.47912,0,0.00005745,48,0
247555,306963832,0,12.58798,12.5896,28.25024,2183.752,27.489,0,0.00005745,48,0
247648,307063792,0,12.58798,12.58964,28.91496,2184.555,27.49911,0,0.00005745,47,0
247737,307163752,0,12.58798,12.58966,29.24731,2185.368,27.50933,0,0.00005745,47,0
247826,307263712,0,12.58798,12.58968,29.57967,2186.189,27.51967,0,0.00005745,47,0
247917,307363672,0,12.58798,12.58966,29.3304,2187.003,27.52992,0,0.00005745,47,0
248006,307463632,0,12.58798,12.58965,29.08113,2187.811,27.54009,0,0.00005745,47,0
248098,307563592,0,12.58798,12.58964,28.99804,2188.616,27.55022,0,0.00005745,47,0
248187,307663552,0,12.58798,12.58963,28.83187,2189.417,27.5603,0,0.00005745,47,0
248277,307763512,0,12.58798,12.58964,28.91496,2190.22,27.57041,0,0.00005745,47,0
248366,307863472,0,12.58798,12.58964,28.91496,2191.023,27.58051,0,0.00005745,47,0
248455,307963432,0,12.58798,12.58965,29.08113,2191.83,27.59068,0,0.00005745,47,0
248548,308063392,0,12.58798,12.58965,29.16422,2192.64,27.60088,0,0.00005745,47,0
248637,308163352,0,12.58798,12.58966,29.3304,2193.455,27.61113,0,0.00005745,47,0
248726,308263312,0,12.58798,12.58967,29.49658,2194.274,27.62144,0,0.00005745,47,0
248819,308363272,0,12.58798,12.58968,29.57967,2195.095,27.63178,0,0.00005745,47,0
248908,308464065,0,12.58798,12.58968,29.66276,2195.926,27.64223,0,0.00005745,47,0
249000,308564025,0,12.58798,12.58968,29.66276,2196.749,27.6526,0,0.00005745,47,0
249089,308663985,0,12.58798,12.58969,29.74585,2197.575,27.663,0,0.00005745,47,0
249179,308763945,0,12.58798,12.58968,29.66276,2198.399,27.67337,0,0.00005745,47,0
249268,308863905,0,12.58798,12.58968,29.66276,2199.223,27.68374,0,0.00005745,47,0
249357,308963865,0,12.58798,12.58968,29.57967,2200.044,27.69408,0,0.00005745,47,0
249448,309063825,0,12.58798,12.58967,29.49658,2200.863,27.70439,0,0.00005745,47,0
249535,309163785,0,12.58798,12.58967,29.41349,2201.68,27.71467,0,0.00005744,47,0
249624,309263745,0,12.58798,12.58966,29.3304,2202.494,27.72492,0,0.00005743,47,0
249715,309363705,0,12.58798,12.58965,29.08113,2203.302,27.73509,0,0.00005738,47,0
249804,309463665,0,12.58798,12.58965,29.08113,2204.11,27.74525,0,0.00005734,47,0
249896,309563625,0,12.58798,12.58964,28.99804,2204.915,27.75539,0,0.0000573,47,0
249985,309663585,0,12.58798,12.58963,28.83187,2205.715,27.76547,0,0.00005724,47,0
250075,309763545,0,12.58798,12.58963,28.83187,2206.516,27.77555,0,0.00005719,47,0
250164,309863505,0,12.58798,12.58961,28.5826,2207.31,27.78554,0,0.00005712,47,0
250253,309963465,0,12.58798,12.5896,28.41642,2208.099,27.79547,0,0.00005704,47,0
250346,310063425,0,12.58798,12.58959,28.33333,2208.885,27.80538,0,0.00005696,47,0
250435,310163385,0,12.58798,12.58958,28.16715,2209.668,27.81522,0,0.00005687,47,0
250524,310263345,0,12.58798,12.58957,28.08407,2210.448,27.82504,0,0.00005678,47,0
250615,310363305,0,12.58798,12.58957,28.00098,2211.225,27.83483,0,0.0000567,47,0
250704,310463265,0,12.58798,12.58956,27.91789,2212,27.84459,0,0.00005662,47,0
250796,310564058,0,12.58798,12.58955,27.8348,2212.78,27.8544,0,0.00005655,47,0
250886,310664018,0,12.58798,12.58955,27.8348,2213.552,27.86413,0,0.00005649,47,0
250977,310763978,0,12.58798,12.58954,27.75171,2214.323,27.87383,0,0.00005642,47,0
251066,310863938,0,12.58798,12.58953,27.50244,2215.087,27.88344,0,0.00005634,47,0
251155,310963898,0,12.58798,12.5895,27.087,2215.839,27.89291,0,0.00005621,47,0
251247,311063858,0,12.58798,12.58949,27.00391,2216.589,27.90235,0,0.00005609,47,0
251337,311163818,0,12.58798,12.58951,27.33627,2217.348,27.9119,0,0.00005604,47,0
251426,311263778,0,12.58798,12.58951,27.41936,2218.109,27.92149,0,0.00005601,47,0
251517,311363738,0,12.58798,12.58955,28.16715,2218.892,27.93133,0,0.00005601,47,0
251606,311463698,0,12.58798,12.58956,28.25024,2219.676,27.94121,0,0.00005601,47,0
251697,311563658,0,12.58798,12.5896,28.91496,2220.479,27.95131,0,0.00005601,47,0
251787,311663618,0,12.58798,12.58959,28.74878,2221.277,27.96136,0,0.00005601,47,0
251876,311763578,0,12.58798,12.58962,29.24731,2222.09,27.97159,0,0.00005601,47,0
251966,311863538,0,12.58798,12.58961,29.16422,2222.899,27.98178,0,0.00005601,47,0
252055,311963498,0,12.58798,12.58962,29.24731,2223.712,27.99201,0,0.00005601,47,0
252147,312063458,0,12.58798,12.58962,29.41349,2224.529,28.00229,0,0.00005601,47,0
252237,312163418,0,12.58798,12.58965,29.82893,2225.357,28.01272,0,0.00005601,47,0
252326,312263378,0,12.58798,12.58964,29.74585,2226.183,28.02311,0,0.00005601,46,0
252418,312363338,0,12.58798,12.58963,29.49658,2227.002,28.03342,0,0.00005601,46,0
252507,312463298,0,12.58798,12.58962,29.3304,2227.816,28.04368,0,0.00005601,46,0
252598,312564091,0,12.58798,12.58965,29.82893,2228.652,28.05419,0,0.00005601,46,0
252688,312664051,0,12.58798,12.58958,28.66569,2229.448,28.06421,0,0.00005593,46,0
252777,312764011,0,12.58798,12.58956,28.33333,2230.234,28.07411,0,0.00005582,46,0
252867,312863971,0,12.58798,12.58955,28.16715,2231.017,28.08396,0,0.00005571,46,0
252956,312963931,0,12.58798,12.58954,28.08407,2231.796,28.09378,0,0.00005561,46,0
253048,313063891,0,12.58798,12.58954,28.08407,2232.576,28.10359,0,0.00005552,46,0
253138,313163851,0,12.58798,12.58954,28.16715,2233.358,28.11344,0,0.00005546,46,0
253227,313263811,0,12.58798,12.58954,28.16715,2234.141,28.12329,0,0.00005541,46,0
253318,313363771,0,12.58798,12.58954,28.16715,2234.923,28.13313,0,0.00005537,46,0
253407,313463731,0,12.58798,12.58954,28.25024,2235.707,28.14301,0,0.00005535,46,0
253498,313563691,0,12.58798,12.58955,28.33333,2236.494,28.15291,0,0.00005534,46,0
253588,313663651,0,12.58798,12.58955,28.33333,2237.281,28.16282,0,0.00005533,46,0
253677,313763611,0,12.58798,12.58955,28.41642,2238.07,28.17275,0,0.00005533,46,0
253767,313863571,0,12.58798,12.58955,28.41642,2238.859,28.18268,0,0.00005533,46,0
253856,313963531,0,12.58798,12.58955,28.49951,2239.651,28.19264,0,0.00005533,46,0
253948,314063491,0,12.58798,12.58955,28.49951,2240.442,28.20261,0,0.00005533,46,0
254038,314163451,0,12.58798,12.58955,28.49951,2241.234,28.21257,0,0.00005533,46,0
254127,314263411,0,12.58798,12.58955,28.49951,2242.025,28.22253,0,0.00005533,46,0
254218,314363371,0,12.58798,12.58955,28.49951,2242.817,28.23249,0,0.00005533,46,0
254307,314463331,0,12.58798,12.58955,28.33333,2243.604,28.2424,0,0.00005532,46,0
254398,314563291,0,12.58798,12.58955,28.49951,2244.395,28.25236,0,0.00005532,46,0
254488,314664084,0,12.58798,12.58954,28.25024,2245.186,28.26232,0,0.0000553,46,0
254577,314764044,0,12.58798,12.58955,28.41642,2245.975,28.27225,0,0.0000553,46,0
254667,314864004,0,12.58798,12.58955,28.41642,2246.764,28.28218,0,0.0000553,46,0
254756,314963964,0,12.58798,12.58955,28.41642,2247.553,28.29212,0,0.0000553,46,0
254848,315063924,0,12.58798,12.58955,28.41642,2248.342,28.30205,0,0.0000553,46,0
254938,315163884,0,12.58798,12.58954,28.33333,2249.129,28.31195,0,0.00005529,46,0
255027,315263844,0,12.58798,12.58954,28.25024,2249.914,28.32183,0,0.00005527,46,0
255118,315363804,0,12.58798,12.58954,28.25024,2250.698,28.3317,0,0.00005525,46,0
255207,315463764,0,12.58798,12.58953,28.16715,2251.48,28.34155,0,0.00005523,46,0
255298,315563724,0,12.58798,12.58953,28.16715,2252.262,28.35139,0,0.00005521,46,0
255388,315663684,0,12.58798,12.58953,28.08407,2253.042,28.36121,0,0.00005519,46,0
255479,315763644,0,12.58798,12.58953,28.08407,2253.822,28.37103,0,0.00005517,46,0
255569,315863604,0,12.58798,12.58951,27.75171,2254.593,28.38073,0,0.00005511,46,0
255658,315963564,0,12.58798,12.58949,27.41936,2255.354,28.39031,0,0.00005501,46,0
255750,316063524,0,12.58798,12.58949,27.58553,2256.12,28.39996,0,0.00005496,46,0
255840,316163484,0,12.58798,12.5895,27.66862,2256.889,28.40963,0,0.00005492,46,0
255929,316263444,0,12.58798,12.58953,28.25024,2257.673,28.4195,0,0.00005492,46,0
256020,316363404,0,12.58798,12.58953,28.33333,2258.46,28.42941,0,0.00005492,46,0
256109,316463364,0,12.58798,12.58958,29.16422,2259.27,28.4396,0,0.00005492,46,0
256200,316563324,0,12.58798,12.58957,28.91496,2260.073,28.44971,0,0.00005492,46,0
256290,316663284,0,12.58798,12.5896,29.49658,2260.892,28.46002,0,0.00005492,46,0
256379,316764077,0,12.58798,12.58958,29.24731,2261.711,28.47033,0,0.00005492,46,0
256469,316864037,0,12.58798,12.58961,29.66276,2262.534,28.4807,0,0.00005492,46,0
256558,316963997,0,12.58798,12.5896,29.49658,2263.354,28.49101,0,0.00005492,46,0
256650,317063957,0,12.58798,12.58962,29.91202,2264.184,28.50147,0,0.00005492,46,0
256740,317163917,0,12.58798,12.58961,29.66276,2265.008,28.51184,0,0.00005492,46,0
256829,317263877,0,12.58798,12.58958,29.24731,2265.82,28.52206,0,0.00005492,46,0
256920,317363837,0,12.58798,12.58958,29.24731,2266.632,28.53228,0,0.00005492,46,0
257009,317463797,0,12.58798,12.58956,28.83187,2267.433,28.54236,0,0.00005487,46,0
257100,317563757,0,12.58798,12.58954,28.5826,2268.227,28.55235,0,0.0000548,45,0
257190,317663717,0,12.58798,12.58953,28.33333,2269.013,28.56226,0,0.00005471,45,0
257279,317763677,0,12.58798,12.58952,28.16715,2269.796,28.5721,0,0.00005462,45,0
257369,317863637,0,12.58798,12.58951,28.08407,2270.575,28.58192,0,0.00005452,45,0
257458,317963597,0,12.58798,12.58951,28.08407,2271.355,28.59174,0,0.00005445,45,0
257550,318063557,0,12.58798,12.58951,28.08407,2272.135,28.60155,0,0.00005439,45,0
257640,318163517,0,12.58798,12.5895,28.08407,2272.915,28.61137,0,0.00005433,45,0
257729,318263477,0,12.58798,12.58951,28.16715,2273.697,28.62122,0,0.0000543,45,0
257820,318363437,0,12.58798,12.58951,28.16715,2274.479,28.63106,0,0.00005428,45,0
257909,318463397,0,12.58798,12.58951,28.16715,2275.261,28.64091,0,0.00005426,45,0
258000,318563357,0,12.58798,12.58951,28.25024,2276.046,28.65078,0,0.00005425,45,0
258090,318663317,0,12.58798,12.58951,28.25024,2276.83,28.66066,0,0.00005424,45,0
258179,318763277,0,12.58798,12.58951,28.25024,2277.615,28.67053,0,0.00005424,45,0
258269,318864070,0,12.58798,12.58951,28.33333,2278.408,28.68052,0,0.00005424,45,0
258358,318964030,0,12.58798,12.58951,28.25024,2279.193,28.69039,0,0.00005424,45,0
258450,319063990,0,12.58798,12.58951,28.33333,2279.979,28.7003,0,0.00005424,45,0
258540,319163950,0,12.58798,12.58951,28.33333,2280.766,28.7102,0,0.00005424,45,0
258629,319263910,0,12.58798,12.58951,28.33333,2281.553,28.72011,0,0.00005424,45,0
258720,319363870,0,12.58798,12.58951,28.33333,2282.34,28.73001,0,0.00005424,45,0
258809,319463830,0,12.58798,12.58952,28.41642,2283.129,28.73994,0,0.00005424,45,0
258900,319563790,0,12.58798,12.58951,28.33333,2283.916,28.74985,0,0.00005424,45,0
258990,319663750,0,12.58798,12.58951,28.33333,2284.703,28.75975,0,0.00005424,45,0
259079,319763710,0,12.58798,12.58951,28.33333,2285.49,28.76966,0,0.00005424,45,0
259171,319863670,0,12.58798,12.58948,27.66862,2286.258,28.77933,0,0.00005415,45,0
259260,319963630,0,12.58798,12.5894,26.42229,2286.992,28.78857,0,0.00005392,45,0
259352,320063590,0,12.58798,12.58942,26.83773,2287.737,28.79795,0,0.00005379,45,0
259442,320163550,0,12.58798,12.58943,27.087,2288.489,28.80742,0,0.0000537,45,0
259531,320263510,0,12.58798,12.58944,27.33627,2289.248,28.81697,0,0.00005367,45,0
259622,320363470,0,12.58798,12.58945,27.50244,2290.012,28.82658,0,0.00005366,45,0
259711,320463430,0,12.58798,12.58947,27.75171,2290.783,28.83628,0,0.00005366,45,0
259802,320563390,0,12.58798,12.58947,27.75171,2291.553,28.84599,0,0.00005366,45,0
259892,320663350,0,12.58798,12.58948,28.00098,2292.331,28.85577,0,0.00005366,45,0
259982,320763310,0,12.58798,12.58945,27.50244,2293.095,28.86539,0,0.00005364,45,0
260073,320863270,0,12.58798,12.58946,27.58553,2293.861,28.87503,0,0.00005363,45,0
260162,320964063,0,12.58798,12.58947,27.75171,2294.638,28.88481,0,0.00005363,45,0
260254,321064023,0,12.58798,12.58947,27.75171,2295.409,28.89451,0,0.00005363,45,0
260344,321163983,0,12.58798,12.58951,28.49951,2296.2,28.90447,0,0.00005363,45,0
260433,321263943,0,12.58798,12.5895,28.41642,2296.989,28.91441,0,0.00005363,45,0
260524,321363903,0,12.58798,12.58959,29.99511,2297.822,28.92489,0,0.00005363,45,0
260613,321463863,0,12.58798,12.58954,29.16422,2298.632,28.93509,0,0.00005363,45,0
260704,321563823,0,12.58798,12.58959,30.16129,2299.47,28.94563,0,0.00005363,45,0
260794,321663783,0,12.58798,12.58956,29.57967,2300.291,28.95597,0,0.00005363,45,0
260883,321763743,0,12.58798,12.58961,30.41056,2301.135,28.9666,0,0.00005363,45,0
260973,321863703,0,12.58798,12.58956,29.57967,2301.957,28.97694,0,0.00005363,45,0
261062,321963663,0,12.58798,12.58961,30.41056,2302.801,28.98757,0,0.00005363,45,0
261154,322063623,0,12.58798,12.58957,29.74585,2303.627,28.99797,0,0.00005363,45,0
261244,322163583,0,12.58798,12.58959,29.99511,2304.46,29.00845,0,0.00005363,45,0
261333,322263543,0,12.58798,12.58955,29.41349,2305.277,29.01873,0,0.00005362,45,0
261425,322363503,0,12.58798,12.58953,28.99804,2306.082,29.02887,0,0.00005355,45,0
261514,322463463,0,12.58798,12.58951,28.5826,2306.876,29.03886,0,0.00005345,45,0
261605,322563423,0,12.58798,12.58949,28.33333,2307.663,29.04877,0,0.00005333,45,0
261695,322663383,0,12.58798,12.58948,28.25024,2308.447,29.05864,0,0.00005322,45,0
261784,322763343,0,12.58798,12.58947,28.08407,2309.227,29.06846,0,0.00005311,45,0
261874,322863303,0,12.58798,12.58948,28.33333,2310.014,29.07836,0,0.00005305,44,0
261963,322963263,0,12.58798,12.58947,28.08407,2310.794,29.08818,0,0.00005297,44,0
262055,323064056,0,12.58798,12.58948,28.41642,2311.589,29.09819,0,0.00005294,44,0
262145,323164016,0,12.58798,12.58947,28.16715,2312.372,29.10804,0,0.00005289,44,0
262234,323263976,0,12.58798,12.58947,28.25024,2313.156,29.11791,0,0.00005285,44,0
262325,323363936,0,12.58798,12.58946,28.08407,2313.936,29.12773,0,0.00005281,44,0
262414,323463896,0,12.58798,12.58947,28.33333,2314.723,29.13764,0,0.0000528,44,0
262505,323563856,0,12.58798,12.58946,28.16715,2315.505,29.14748,0,0.00005277,44,0
262594,323663816,0,12.58798,12.58946,28.16715,2316.287,29.15733,0,0.00005275,44,0
262684,323763776,0,12.58798,12.58946,28.16715,2317.069,29.16717,0,0.00005273,44,0
262774,323863736,0,12.58798,12.58946,28.08407,2317.849,29.17699,0,0.0000527,44,0
262863,323963696,0,12.58798,12.58946,28.16715,2318.631,29.18684,0,0.00005269,44,0
262955,324063656,0,12.58798,12.58946,28.08407,2319.411,29.19665,0,0.00005268,44,0
263044,324163616,0,12.58798,12.58946,28.16715,2320.193,29.2065,0,0.00005267,44,0
263134,324263576,0,12.58798,12.58946,28.16715,2320.976,29.21634,0,0.00005267,44,0
263225,324363536,0,12.58798,12.58946,28.16715,2321.758,29.22619,0,0.00005266,44,0
263314,324463496,0,12.58798,12.58946,28.16715,2322.54,29.23604,0,0.00005266,44,0
263405,324563456,0,12.58798,12.58946,28.16715,2323.322,29.24588,0,0.00005266,44,0
263494,324663416,0,12.58798,12.58946,28.08407,2324.102,29.2557,0,0.00005265,44,0
263584,324763376,0,12.58798,12.58946,28.16715,2324.884,29.26554,0,0.00005265,44,0
263674,324863336,0,12.58798,12.58946,28.08407,2325.664,29.27536,0,0.00005264,44,0
263763,324963296,0,12.58798,12.58947,28.33333,2326.451,29.28527,0,0.00005264,44,0
263855,325064089,0,12.58798,12.58945,27.91789,2327.233,29.29511,0,0.00005261,44,0
263944,325164049,0,12.58798,12.58947,28.33333,2328.02,29.30501,0,0.00005261,44,0
264034,325264009,0,12.58798,12.58945,28.00098,2328.797,29.3148,0,0.00005259,44,0
264125,325363969,0,12.58798,12.58947,28.33333,2329.584,29.32471,0,0.00005259,44,0
264214,325463929,0,12.58798,12.58945,28.00098,2330.362,29.33449,0,0.00005257,44,0
264305,325563889,0,12.58798,12.58945,28.08407,2331.141,29.34431,0,0.00005257,44,0
264395,325663849,0,12.58798,12.58945,28.00098,2331.919,29.3541,0,0.00005255,44,0
264485,325763809,0,12.58798,12.5894,27.17009,2332.673,29.3636,0,0.00005244,44,0
264575,325863769,0,12.58798,12.58937,26.58846,2333.412,29.37289,0,0.00005227,44,0
264665,325963729,0,12.58798,12.58937,26.75464,2334.155,29.38224,0,0.00005215,44,0
264757,326063689,0,12.58798,12.58941,27.41936,2334.916,29.39183,0,0.00005213,44,0
264846,326163649,0,12.58798,12.58941,27.50244,2335.68,29.40144,0,0.00005213,44,0
264936,326263609,0,12.58798,12.58949,28.91496,2336.483,29.41155,0,0.00005213,44,0
265027,326363569,0,12.58798,12.58947,28.5826,2337.276,29.42154,0,0.00005213,44,0
265116,326463529,0,12.58798,12.58954,29.99511,2338.109,29.43202,0,0.00005213,44,0
265207,326563489,0,12.58798,12.58951,29.3304,2338.924,29.44227,0,0.00005213,44,0
265296,326663449,0,12.58798,12.58956,30.32747,2339.766,29.45288,0,0.00005213,44,0
265386,326763409,0,12.58798,12.58952,29.57967,2340.587,29.46321,0,0.00005213,44,0
265474,326863369,0,12.58798,12.58958,30.74291,2341.441,29.47396,0,0.00005213,44,0
265561,326963329,0,12.58798,12.58953,29.82893,2342.269,29.48439,0,0.00005213,44,0
265653,327063289,0,12.58798,12.58957,30.49364,2343.116,29.49505,0,0.00005213,44,0
265742,327164082,0,12.58798,12.58953,29.82893,2343.951,29.50556,0,0.00005213,44,0
265832,327264042,0,12.58798,12.58954,29.91202,2344.782,29.51602,0,0.00005213,44,0
