LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF,lables
207822,262764019,-27.49,-25.66,-12.01,-16.52,90.44,86.97,0.34,0.38,3,2
207911,262863979,-27.09,-25.95,-13.07,-13.54,91.71,88.72,0.38,0.38,3,2
208001,262963939,-26.71,-26.05,-13.95,-16.36,92.41,93.33,0.38,0.37,3,2
208092,263063899,-25.99,-26.12,-15.33,-13.2,92.92,94.5,0.43,0.36,3,2
208182,263163859,-25.29,-25.86,-16.51,-16.66,93.23,98.31,0.43,0.34,3,2
208273,263263819,-23.38,-24.81,-18.97,-14.7,93.51,98.6,0.48,0.32,3,2
208362,263363779,-20.15,-22.53,-21.95,-20.4,93.48,101.44,0.48,0.28,3,2
208451,263463739,-14.58,-17.48,-25.4,-20.59,92.75,100.68,0.52,0.25,3,2
208542,263563699,-9.22,-13.88,-27.52,-28.07,91.61,100.99,0.52,0.21,3,2
208633,263663659,-2.77,-6.55,-28.71,-26.12,89.96,97.81,0.56,0.18,3,2
208722,263763619,3.64,-0.74,-28.58,-31.82,88.22,94.72,0.56,0.2,3,2
208811,263863579,11.53,8.16,-26.14,-25.84,86.39,91.18,0.58,0.21,3,2
208901,263963539,18.42,16.78,-21.64,-26.09,85.46,86.94,0.58,0.27,3,2
208992,264063499,23.83,22.3,-14.59,-14.83,85.86,86.93,0.56,0.31,3,2
209082,264163459,26.9,27.96,-7.85,-10.83,87.03,84.71,0.56,0.38,3,2
209173,264263419,28.42,29.27,-3.99,-1.22,87.86,85.96,0.46,0.43,3,2
209262,264363379,29.19,31.55,-1.97,-1.23,88.33,82.47,0.46,0.49,3,2
209351,264463339,29.12,30.2,-0.66,4.71,88.65,83.28,0.48,0.51,3,2
209442,264563299,27.74,29.61,0.56,2.4,88.94,80.15,0.48,0.54,3,2
209528,264664092,25.71,25.93,2.05,7.31,89.27,81.84,0.55,0.53,3,2
209614,264764052,23.23,23.88,4.12,4.48,89.65,80.54,0.55,0.52,3,2
209706,264864012,21.58,19.08,7.44,11.39,90.23,83.88,0.62,0.47,3,2
209796,264963972,21.07,20.18,11.88,11.68,91.02,85.23,0.62,0.44,3,2
209887,265063932,18.85,16.2,18.27,20.44,91.86,89.68,0.66,0.38,3,2
209976,265163892,14.53,15.85,23.26,22.19,91.81,91.9,0.66,0.33,3,2
210068,265263852,7.14,8.59,26.74,28.22,90.5,94.49,0.68,0.26,3,2
210157,265363812,-0.27,4.39,27.98,27.61,88.74,94.92,0.68,0.22,3,2
210246,265463772,-7.91,-4.67,27.15,30.47,86.89,94.41,0.7,0.19,3,2
210337,265563732,-13.93,-9.58,25.11,26.71,85.69,93.51,0.7,0.18,3,2
210427,265663692,-19.02,-17.18,21.92,26.34,85.09,91.3,0.7,0.17,3,2
210517,265763652,-22.63,-20.93,18.54,20.21,85.07,90.6,0.7,0.16,3,2
210606,265863612,-25.43,-25.85,14.62,18.26,85.5,88.09,0.65,0.16,3,2
210696,265963572,-27.29,-27.39,10.95,11.07,86.15,88.2,0.65,0.16,3,2
210788,266063532,-28.56,-29.93,6.98,8.36,87.04,86.19,0.55,0.16,3,2
210877,266163492,-29.26,-29.48,3.63,1.32,87.88,86.91,0.55,0.15,3,2
210969,266263452,-29.62,-31.18,1.83,0.39,88.38,84.63,0.46,0.15,3,2
211058,266363412,-29.78,-29.58,0.24,-4.12,88.85,85.08,0.46,0.15,3,2
211147,266463372,-29.74,-30.18,-1.97,-4.14,89.52,83.68,0.41,0.15,3,2
211238,266563332,-29.5,-28.25,-4.36,-8.78,90.23,85.56,0.41,0.14,3,2
211328,266663292,-28.91,-28.46,-7.31,-8.86,91.05,85.54,0.4,0.14,3,2
211418,266764085,-28.12,-26.95,-10.03,-13.59,91.73,88.37,0.4,0.13,3,2
211507,266864045,-26.92,-26.78,-13.02,-13.24,92.38,88.8,0.39,0.13,3,2
211597,266964005,-25.46,-24.39,-15.77,-17.84,92.85,91.7,0.39,0.12,3,2
211688,267063965,-23.28,-23.64,-18.82,-17.61,93.2,92.16,0.41,0.12,3,2
211777,267163925,-20.92,-20.6,-21.4,-22.41,93.3,94.46,0.41,0.11,3,2
211869,267263885,-17.58,-18.73,-24.09,-22.15,93.09,94.29,0.44,0.1,3,2
211958,267363845,-13.49,-14.26,-26.36,-27.05,92.48,95.33,0.44,0.08,3,2
212047,267463805,-6.92,-9.53,-28.29,-26.06,91.05,94.16,0.48,0.06,3,2
212138,267563765,0.99,-1.21,-28.57,-30.04,89.05,93.11,0.48,0.07,3,2
212228,267663725,10.53,7.06,-26.03,-25.08,86.86,91.45,0.51,0.09,3,2
212318,267763685,18.08,16.45,-21.32,-25.02,85.87,89.04,0.51,0.13,3,2
212407,267863645,23.56,22.4,-14.95,-15.16,86.16,89.79,0.51,0.18,3,2
212497,267963605,26.67,27.16,-9.05,-12.04,87.15,88.06,0.51,0.25,3,2
212588,268063565,28.31,28.81,-4.65,-2.48,88.13,89.71,0.45,0.3,3,2
212677,268163525,29.13,30.79,-1.94,-1.9,88.82,86.76,0.45,0.37,3,2
212769,268263485,29.54,29.47,-0.34,4.66,89.29,87.64,0.43,0.41,3,2
212858,268363445,29.7,30.3,1.09,3.63,89.74,84.75,0.43,0.45,3,2
212947,268463405,29.67,28.28,2.91,9.09,90.3,86.2,0.49,0.46,3,2
213038,268563365,29.39,28.97,5.15,7.69,90.96,84.57,0.49,0.47,3,2
213124,268663325,28.64,26.6,8.3,13.66,91.8,87.49,0.56,0.43,3,2
213210,268763285,27.15,26.46,12.12,12.82,92.67,87.36,0.56,0.41,3,2
213299,268864078,24.09,22.29,17.04,20.4,93.43,91.38,0.62,0.35,3,2
213389,268964038,18.88,19.94,22,20.61,93.49,92.02,0.62,0.3,3,2
213480,269063998,10.31,10.39,26.16,27.82,92.19,94.34,0.66,0.25,3,2
213569,269163958,0.41,4.61,27.47,26.32,89.89,93.99,0.66,0.22,3,2
213661,269263918,-9.63,-8.17,25.64,29.46,87.59,92.94,0.68,0.21,3,2
213750,269363878,-17.08,-12.95,21.91,23.73,86.46,92.62,0.68,0.21,3,2
213839,269463838,-22.62,-23.02,16.61,22.32,86.43,90.8,0.68,0.21,3,2
213930,269563798,-26,-24.25,11.33,13.71,87.15,91.87,0.68,0.22,3,2
214020,269663758,-27.97,-30.08,6.07,10.31,88.26,90.32,0.62,0.22,3,2
214110,269763718,-28.96,-29.42,2.97,2.19,89.02,91.36,0.62,0.22,3,2
214199,269863678,-29.47,-31.81,1.47,1.82,89.42,88.03,0.51,0.22,3,2
214290,269963638,-29.7,-29.72,0.05,-4.07,89.82,88.29,0.51,0.22,3,2
214381,270063598,-29.77,-30.66,-1.55,-3.31,90.28,85.17,0.46,0.22,3,2
214470,270163558,-29.73,-28.08,-2.9,-8.59,90.67,86.09,0.46,0.21,3,2
214562,270263518,-29.49,-29.87,-4.89,-7.82,91.23,84.34,0.45,0.21,3,2
214651,270363478,-29.08,-26.45,-6.99,-12.45,91.78,86.11,0.45,0.2,3,2
214740,270463438,-28.35,-28.35,-9.58,-12.1,92.42,85.82,0.44,0.2,3,2
214831,270563398,-27.33,-24.75,-12.21,-16.13,93,88.12,0.44,0.19,3,2
214921,270663358,-25.55,-25.65,-15.54,-16.18,93.59,88.73,0.44,0.19,3,2
215011,270763318,-22.79,-20.81,-19.12,-20.91,93.95,91.45,0.44,0.17,3,2
215100,270863278,-17.18,-18.59,-23.61,-21.69,93.69,92.34,0.45,0.16,3,2
215190,270964071,-8.35,-9.19,-26.78,-26.65,92.07,93.85,0.45,0.14,3,2
215282,271064031,3.69,-1.4,-26.72,-25.21,89.21,93.43,0.47,0.11,3,2
215371,271163991,12.92,11.42,-23.99,-26.4,87.32,92.25,0.47,0.11,3,2
215463,271263951,19.61,15.98,-19.77,-21.42,86.6,91.84,0.5,0.12,3,2
215552,271363911,23.76,24.99,-15.66,-19.38,86.7,90.23,0.5,0.16,3,2
215641,271463871,26.47,24.85,-11.5,-13.07,87.27,90.43,0.5,0.21,3,2
215732,271563831,28.07,30.52,-7.88,-10.03,87.98,88.96,0.5,0.27,3,2
215821,271663791,29.01,28.23,-4.48,-4.02,88.75,89.24,0.43,0.33,3,2
215912,271763751,29.5,31.86,-2.32,-2.06,89.24,87.48,0.43,0.39,3,2
216001,271863711,29.74,29.23,-1.14,2.01,89.47,87.36,0.44,0.43,3,2
216091,271963671,29.86,31.87,-0.24,1.6,89.63,85.18,0.44,0.45,3,2
216182,272063631,29.91,28.88,0.55,5.03,89.76,85.9,0.5,0.45,3,2
216271,272163591,29.93,31.3,1.12,3.71,89.83,84.51,0.5,0.45,3,2
216359,272263551,29.93,28.46,1.65,6.07,89.9,85.85,0.56,0.42,3,2
216445,272363511,29.93,31.45,1.76,4.28,89.85,85.33,0.56,0.38,3,2
216534,272463471,29.96,28.22,1.38,5.03,89.68,86.67,0.61,0.34,3,2
216625,272563431,28.71,30.94,0.7,2.38,89.41,86.41,0.61,0.28,3,2
216714,272663391,24.77,24.17,-0.6,1.33,89.03,87.21,0.63,0.23,3,2
216805,272763351,18.99,22.15,-1.24,-1.85,88.89,87.27,0.63,0.2,3,2
216894,272863311,10.47,10.4,-1.26,-1.58,88.94,88.53,0.62,0.2,3,2
216984,272963271,0.64,3.5,-0.62,-2.68,89.01,89.58,0.62,0.21,3,2
217075,273064064,-11.11,-11.14,0.09,-0.13,88.97,90.23,0.58,0.22,3,2
217164,273164024,-20.19,-18.81,0.77,0.39,88.82,90.86,0.58,0.24,3,2
217256,273263984,-24.99,-27.52,0.55,2.97,88.83,90.2,0.5,0.24,3,2
217345,273363944,-27.44,-26.87,0.38,1.46,88.85,91.14,0.5,0.24,3,2
217434,273463904,-28.69,-30.96,0.22,2.5,88.89,90.34,0.44,0.24,3,2
217525,273563864,-29.33,-28.24,0.13,0.1,88.91,91.15,0.44,0.23,3,2
217614,273663824,-29.65,-31.35,0.09,1.04,88.92,89.83,0.38,0.23,3,2
217705,273763784,-29.82,-28.36,0.04,-1.26,88.93,90.21,0.38,0.23,3,2
217794,273863744,-29.91,-31.13,0.02,0,88.94,88.5,0.33,0.23,3,2
217884,273963704,-29.95,-28.18,0,-2.64,88.95,89.04,0.33,0.23,3,2
217975,274063664,-29.97,-30.62,-0.01,-0.48,88.95,87,0.28,0.23,3,2
218064,274163624,-29.98,-28.39,-0.03,-3.58,88.96,88.05,0.28,0.23,3,2
218156,274263584,-29.99,-30.87,-0.03,-1.24,88.96,86.24,0.23,0.23,3,2
218245,274363544,-29.99,-28.1,-0.06,-3.93,88.97,87.47,0.23,0.23,3,2
218334,274463504,-29.1,-30.09,-1.59,-2.42,89.36,86.58,0.19,0.23,3,2
218425,274563464,-25.53,-24.32,-4.76,-6.1,90.03,88.52,0.19,0.23,3,2
218514,274663424,-17.79,-20.08,-8.56,-6.85,90.29,88.94,0.16,0.22,3,2
218605,274763384,-8.83,-8.8,-11.84,-11.54,89.84,90.05,0.16,0.2,3,2
218694,274863344,2.42,-0.53,-14.8,-13.05,88.59,89.97,0.15,0.19,3,2
218784,274963304,12.48,12.58,-15.67,-17.31,87.15,88.86,0.15,0.17,3,2
218878,275063264,20.93,17.61,-10.75,-11.86,86.86,89.45,0.17,0.15,3,2
218967,275164057,25.41,27.07,-5.65,-9.48,87.57,88.81,0.17,0.13,3,2
219059,275264017,27.66,26.39,-2.86,-3.81,88.14,89.71,0.19,0.11,3,2
219154,275363977,28.05,32.01,2.06,1.36,97.28,97.91,0.19,0.09,3,2
219243,275463937,28.91,28.7,1.15,1.18,93.55,95.65,0.19,0.08,3,2
219334,275563897,29.41,32.7,1.17,0.34,91.31,92.74,0.19,0.06,3,2
219423,275663857,29.66,28.52,1.78,1.23,90.33,90.73,0.23,0.06,3,2
219514,275763817,29.72,31.93,2.81,2.93,90.02,89.31,0.23,0.05,3,2
219603,275863777,29.6,28.01,4.32,4.83,90.13,88.2,0.26,0.04,3,2
219693,275963737,29.21,30.67,6.46,7.88,90.52,88.12,0.26,0.05,3,2
219781,276063697,28.55,26.32,8.98,9.9,91.06,87.81,0.29,0.05,3,2
219866,276163657,27.62,28.51,11.55,13.89,91.6,88.92,0.29,0.07,3,2
219958,276263617,25.63,23.18,15.3,15.6,92.25,89.12,0.33,0.09,3,2
220047,276363577,21.2,22.64,19.16,20.22,92.39,90.78,0.33,0.12,3,2
220136,276463537,13.25,12.49,22.96,21.27,91.5,90.67,0.37,0.14,3,2
220227,276563497,2.79,6.28,25.08,25.55,89.46,90.94,0.37,0.19,3,2
220316,276663457,-9.22,-7.63,23.76,22.94,86.95,90.01,0.42,0.22,3,2
220406,276763417,-17.9,-15.19,19.33,22.95,85.9,88.7,0.42,0.27,3,2
220496,276863377,-23.51,-23.43,13.6,15.06,86.23,89.67,0.45,0.29,3,2
220586,276963337,-26.64,-26.32,8.17,12.02,87.25,88.8,0.45,0.33,3,2
220677,277063297,-28.28,-29.98,4.2,4.18,88.26,90.33,0.44,0.34,3,2
220766,277164090,-29.12,-29.83,2.05,3.2,88.88,88.18,0.44,0.36,3,2
220857,277264050,-29.55,-31.16,1.02,-1.91,89.22,88.64,0.39,0.36,3,2
220949,277364010,-29.76,-30.12,0.15,-0.98,89.5,86.01,0.39,0.37,3,2
221038,277463970,-29.87,-30.22,-0.41,-5.02,89.69,86.85,0.36,0.37,3,2
221129,277563930,-29.91,-29.49,-1.04,-3.22,89.88,84.89,0.36,0.38,3,2
221218,277663890,-29.9,-29.47,-1.83,-6.64,90.11,86.5,0.36,0.38,3,2
221308,277763850,-29.86,-28.9,-2.57,-4.4,90.32,85.43,0.36,0.39,3,2
221398,277863810,-29.82,-28.92,-3.19,-7.91,90.48,87.95,0.35,0.39,3,2
221488,277963770,-29.77,-29.33,-3.65,-4.73,90.61,86.97,0.35,0.4,3,2
221579,278063730,-29.69,-28.66,-4.35,-8.31,90.79,89.91,0.35,0.4,3,2
221668,278163690,-29.6,-29.12,-4.94,-5.06,90.94,89.05,0.35,0.4,3,2
221759,278263650,-29.31,-27.84,-6.33,-9.17,91.3,92.18,0.34,0.4,3,2
221849,278363610,-25.96,-26.39,-10.18,-7.4,92.01,91.95,0.34,0.41,3,2
221938,278463570,-21.08,-19.98,-14.78,-14.94,92.43,95.43,0.34,0.4,3,2
222029,278563530,-14.83,-17.2,-18.43,-15.24,92.1,95.32,0.34,0.39,3,2
222118,278663490,-4.58,-5.74,-21.92,-22.59,90.58,96,0.36,0.38,3,2
222208,278763450,6.03,1.39,-23.03,-22.02,88.46,94.58,0.36,0.37,3,2
222298,278863410,16.76,15.56,-18.25,-22.55,86.98,92.3,0.41,0.35,3,2
222388,278963370,23.07,20.28,-12.42,-14.33,87.16,92.24,0.41,0.34,3,2
222479,279063330,26.46,29.1,-7.35,-11.44,87.99,90.2,0.47,0.33,3,2
222568,279163290,28.2,27.33,-3.68,-4.16,88.81,90.4,0.47,0.31,3,2
222659,279264083,29.08,32.64,-1.78,-2.49,89.28,87.65,0.48,0.31,3,2
222749,279364043,29.47,28.56,0.25,1.88,89.81,86.92,0.48,0.29,3,2
222838,279464003,29.5,32.12,2.83,4.07,90.5,85.44,0.43,0.28,3,2
222929,279563963,29.16,27.05,5.66,8.31,91.23,85.77,0.43,0.25,3,2
223016,279663923,28.43,30.02,8.8,11.41,91.99,86.09,0.41,0.24,3,2
223104,279763883,27.4,24.32,11.79,14.21,92.64,86.77,0.41,0.22,3,2
223192,279863843,25.81,26.78,15.04,17.44,93.22,88.13,0.43,0.21,3,2
223280,279963803,23.65,20.42,18.23,19.31,93.6,89.1,0.43,0.2,3,2
223371,280063763,20.28,21.62,21.74,23.25,93.68,91.07,0.47,0.22,3,2
223461,280163723,15.97,13.65,24.83,24.18,93.29,91.8,0.47,0.22,3,2
223552,280263683,10.87,13.03,27.24,28.56,92.39,93.27,0.51,0.25,3,2
223642,280363643,5.36,4.8,28.67,27.64,91.12,93.15,0.51,0.25,3,2
223731,280463603,-1,2.38,29.02,30.97,89.48,93.08,0.53,0.28,3,2
223822,280563563,-6.92,-6.02,28.26,28.15,88,92.4,0.53,0.29,3,2
223911,280663523,-12.61,-9.36,26.36,29.67,86.78,90.93,0.53,0.31,3,2
224001,280763483,-17.46,-16.49,23.56,24.41,86.07,90.6,0.53,0.32,3,2
224091,280863443,-21.29,-19.63,20.37,24.16,85.87,88.58,0.5,0.34,3,2
224182,280963403,-24.13,-24.47,17.02,17.67,86.08,88.99,0.5,0.34,3,2
224273,281063363,-26.37,-26.28,13.25,16.24,86.63,87.15,0.44,0.35,3,2
224362,281163323,-27.92,-28.79,9.41,8.91,87.41,88.46,0.44,0.35,3,2
224453,281263283,-28.94,-29.14,5.17,6.71,88.42,87.19,0.37,0.35,3,2
224543,281364076,-29.44,-30.23,2.1,-0.31,89.23,88.83,0.37,0.35,3,2
224632,281464036,-29.64,-30.23,-0.44,-1.11,89.93,87.22,0.35,0.35,3,2
224723,281563996,-29.58,-29.89,-2.85,-6.49,90.59,88.61,0.35,0.35,3,2
224812,281663956,-29.28,-29.32,-5.47,-6.65,91.29,87.48,0.38,0.35,3,2
224902,281763916,-28.83,-28.37,-7.74,-11.36,91.86,89.26,0.38,0.35,3,2
224992,281863876,-27.98,-27.51,-10.52,-11.18,92.51,88.67,0.42,0.35,3,2
225082,281963836,-27.21,-26.46,-12.6,-16.67,92.95,91.05,0.42,0.35,3,2
225175,282063796,-26.51,-26.05,-14.22,-14.21,93.26,89.42,0.46,0.35,3,2
225264,282163756,-25.99,-24.57,-15.3,-19.05,93.45,91.5,0.46,0.35,3,2
225355,282263716,-25.5,-25.19,-16.21,-16.03,93.59,89.91,0.51,0.35,3,2
225446,282363676,-25.12,-23.39,-16.86,-20.19,93.68,91.68,0.51,0.35,3,2
225535,282463636,-24.66,-24.99,-17.57,-17.19,93.77,90.18,0.55,0.35,3,2
225626,282563596,-24.61,-22.65,-17.68,-21.03,93.78,92,0.55,0.35,3,2
225715,282663556,-24.95,-25.9,-17.18,-17.56,93.73,90.59,0.57,0.34,3,2
225805,282763516,-25.43,-23.13,-16.42,-19.64,93.63,92,0.57,0.34,3,2
225891,282863476,-25.97,-27.15,-15.5,-15.78,93.49,90.69,0.57,0.33,3,2
225977,282963436,-26.53,-24.13,-14.44,-17.02,93.32,92.01,0.57,0.31,3,2
226068,283063396,-27.08,-28.72,-13.31,-13.32,93.12,90.86,0.54,0.3,3,2
226157,283163356,-27.61,-25.28,-12.06,-13.85,92.87,91.81,0.54,0.28,3,2
226248,283263316,-28.08,-30.05,-10.67,-10.81,92.57,90.84,0.5,0.25,3,2
226338,283363276,-27.74,-26.02,-7.75,-10.36,91.82,88.92,0.5,0.23,3,2
226429,283464069,-24.97,-27.99,-6.09,-7.46,91.26,85.55,0.43,0.19,3,2
226520,283564029,-17.97,-18.09,-4.2,-5.66,90.25,81.86,0.43,0.15,3,2
226609,283663989,-0.48,-8.33,0.36,1.02,89.65,78.15,0.38,0.15,3,2
226699,283763949,14.17,12.24,2.95,8.81,90.21,76.98,0.38,0.17,3,2
226789,283863909,21.72,20.43,4.02,8.68,90.7,77.09,0.37,0.19,3,2
226879,283963869,25.61,28.61,4.32,9.27,90.96,79.06,0.37,0.18,3,2
226970,284063829,27.63,28.22,4.19,5.52,91.02,80.4,0.44,0.16,3,2
227059,284163789,28.67,31.55,4.09,5.11,91.04,84.62,0.44,0.13,3,2
227150,284263749,29.21,29.41,3.92,1.59,91.02,87.45,0.51,0.11,3,2
227240,284363709,29.5,31.8,3.73,1.78,90.98,92.21,0.51,0.1,3,2
227329,284463669,29.67,29.15,3.44,-1.61,90.91,94.03,0.55,0.09,3,2
227420,284563629,29.77,30.63,3.15,-0.16,90.83,97.57,0.55,0.1,3,2
227509,284663589,29.83,29.13,2.83,-2.87,90.75,97.49,0.55,0.1,3,2
227599,284763549,29.88,30.52,2.5,-0.75,90.66,99,0.55,0.11,3,2
227689,284863509,29.91,29.09,2.1,-2.83,90.55,97.08,0.51,0.11,3,2
227779,284963469,29.94,30.34,1.63,-0.03,90.43,97.19,0.51,0.13,3,2
227870,285063429,29.97,28.92,1.16,-2.15,90.3,93.95,0.47,0.13,3,2
227959,285163389,29.98,29.72,0.7,1.28,90.18,93.61,0.47,0.14,3,2
228047,285263349,29.99,28.98,0.36,-0.79,90.09,90.13,0.41,0.14,3,2
228139,285363309,28.98,29.42,11.01,14.52,116.58,117.72,0.41,0.16,3,2
228228,285463269,28.29,29.17,3.9,5.62,109.5,110.82,0.37,0.16,3,2
228319,285564062,28.56,29.64,0.81,1.44,101.76,106.57,0.37,0.17,3,2
228408,285664022,29.1,28.43,0.23,-4.38,96.17,100.63,0.33,0.18,3,2
228498,285763982,29.49,28.39,-0.02,-1.56,93.24,98.6,0.33,0.19,3,2
228588,285863942,29.73,28.52,-0.09,-3.14,91.76,93.57,0.29,0.19,3,2
228679,285963902,29.86,29.08,-0.13,1.26,91,91.81,0.29,0.2,3,2
228770,286063862,29.92,28.84,-0.14,0.2,90.62,87.41,0.3,0.19,3,2
228859,286163822,29.96,29.35,-0.15,4.63,90.43,86.75,0.3,0.2,3,2
228950,286263782,29.98,28.6,-0.14,2.9,90.33,83.54,0.32,0.19,3,2
229040,286363742,29.09,29.04,0.19,6.33,90.41,84.17,0.32,0.2,3,2
229129,286463702,27.29,25.62,0.31,3.6,90.53,82.4,0.33,0.19,3,2
229220,286563662,24.96,25.64,0.32,5.93,90.67,84.01,0.33,0.21,3,2
229309,286663622,21.67,20.37,0.54,2.22,90.87,83.52,0.34,0.2,3,2
229399,286763582,17.87,18.72,0.45,4.4,90.99,85.89,0.34,0.22,3,2
229489,286863542,12.95,12.3,0.65,-0.31,91.13,86.33,0.35,0.23,3,2
229579,286963502,7.89,8.33,2.93,4.49,91.35,88.98,0.35,0.25,3,2
229670,287063462,2.31,1.2,7.81,4.13,91.39,90.63,0.35,0.26,3,2
229759,287163422,-3.33,-3.56,13.96,14.82,90.89,91.85,0.35,0.29,3,2
229850,287263382,-8.82,-9.11,19.85,17.69,89.8,92.73,0.34,0.29,3,2
229940,287363342,-12.46,-11.64,22.64,26.57,88.87,91.69,0.34,0.31,3,2
230029,287463302,-14.87,-13.48,23.72,24.03,88.25,92.56,0.32,0.32,3,2
230120,287563262,-16.55,-14.85,23.95,28.46,87.86,90.99,0.32,0.34,3,2
230209,287664055,-17.79,-16.41,23.78,23.64,87.63,91.66,0.33,0.34,3,2
230299,287764015,-18.61,-18.21,23.29,27.07,87.53,89.27,0.33,0.36,3,2
230388,287863975,-18.51,-17.42,21.82,21.12,87.79,89.9,0.36,0.36,3,2
230479,287963935,-17.89,-18.17,19.81,22.98,88.22,87.72,0.36,0.37,3,2
230570,288063895,-17.01,-16.81,17.71,16.12,88.7,88.5,0.37,0.37,3,2
230659,288163855,-16.09,-17.06,15.59,17.8,89.14,86.9,0.37,0.37,3,2
230746,288263815,-16.44,-16.39,14.38,11.47,89.28,88.01,0.35,0.37,3,2
230831,288363775,-18.92,-19.7,14.02,14.41,89.02,86.36,0.35,0.37,3,2
230921,288463735,-22.83,-22.21,12.95,10.32,88.74,87.55,0.31,0.37,3,2
231012,288563695,-25.95,-25.93,9.92,11.07,89.06,86.96,0.31,0.37,3,2
231101,288663655,-27.95,-27.65,5.19,4.45,90.06,90.01,0.27,0.37,3,2
231191,288763615,-28.95,-29.33,2.29,3.4,90.77,90.12,0.27,0.37,3,2
231280,288863575,-29.46,-30.05,1.05,-0.57,91.1,91.76,0.24,0.36,3,2
231371,288963535,-29.64,-30.32,-0.81,0.08,91.6,90.7,0.24,0.35,3,2
231462,289063495,-29.63,-29.64,-2.86,-4.26,92.16,92.51,0.26,0.35,3,2
231551,289163455,-28.76,-29.34,-5.38,-3.96,92.84,91.63,0.26,0.34,3,2
231642,289263415,-26.53,-25.8,-11.7,-11.54,94.23,94.85,0.3,0.33,3,2
231731,289363375,-23.58,-24.06,-16.62,-14.09,94.97,95.15,0.3,0.33,3,2
231821,289463335,-19.23,-19.77,-21.55,-21.76,95.18,97.12,0.34,0.32,3,2
231912,289563295,-14.87,-16.31,-24.87,-23.18,94.81,96.09,0.34,0.31,3,2
232001,289664088,-8.04,-9.73,-27.53,-28.39,93.51,95.61,0.42,0.3,3,2
232091,289764048,-1.18,-3.29,-28.51,-27.16,91.87,93.4,0.42,0.29,3,2
232180,289864008,7.85,6.19,-27.08,-28.9,89.72,91.11,0.51,0.28,3,2
232271,289963968,15.44,13.44,-23.55,-23.42,88.44,89.69,0.51,0.27,3,2
232362,290063928,21.8,21.46,-17.55,-20.36,88.35,88.17,0.59,0.26,3,2
232451,290163888,25.52,25.52,-12.21,-12.07,89.06,89.18,0.59,0.25,3,2
232542,290263848,27.71,28.89,-6.94,-8.78,90.21,88.23,0.64,0.24,3,2
232632,290363808,28.81,29.86,-2.98,-1.27,91.22,89.88,0.64,0.23,3,2
232722,290463768,29.25,30.13,0.55,0.37,92.16,88.62,0.62,0.22,3,2
232813,290563728,29.15,30.14,4.02,6.72,93.07,90.46,0.62,0.21,3,2
232902,290663688,28.47,28.12,7.86,8.09,94.03,89.88,0.53,0.19,3,2
232992,290763648,27.4,27.9,11.35,14.38,94.82,92.29,0.53,0.18,3,2
233081,290863608,25.76,24.06,14.87,15.27,95.46,92.06,0.49,0.16,3,2
233173,290963568,23.86,23.71,17.92,21.3,95.86,94.38,0.49,0.16,3,2
233260,291063528,21.43,19.59,20.81,20.39,96.03,93.66,0.49,0.14,3,2
233345,291163488,18.92,18.29,23.16,26.07,95.95,95.49,0.49,0.15,3,2
233436,291263448,15.88,14.45,25.29,24.1,95.62,94.53,0.51,0.14,3,2
233525,291363408,12.85,12.06,26.91,29.61,95.12,95.59,0.51,0.16,3,2
233615,291463368,9.51,8.31,28.2,26.65,94.42,94.47,0.52,0.16,3,2
233706,291563328,6.33,5.52,29.04,31.6,93.66,94.54,0.52,0.17,3,2
233795,291663288,2.95,2.02,29.55,27.88,92.79,93.49,0.53,0.17,3,2
233885,291764081,-0.13,-0.73,29.71,32.38,91.97,92.69,0.53,0.19,3,2
233974,291864041,-3.28,-3.53,29.56,28.15,91.14,91.88,0.51,0.19,3,2
234065,291964001,-6.06,-7.14,29.19,31.74,90.42,90.46,0.51,0.2,3,2
234156,292063961,-8.8,-9.08,28.56,27.04,89.75,90.12,0.47,0.2,3,2
234245,292163921,-11.17,-12.81,27.81,29.91,89.22,88.42,0.47,0.2,3,2
234336,292263881,-13.47,-13.99,26.85,24.98,88.76,88.69,0.42,0.2,3,2
234426,292363841,-15.44,-17.31,25.84,27.47,88.42,86.95,0.42,0.21,3,2
234516,292463801,-17.36,-17.92,24.66,22.48,88.16,87.79,0.35,0.2,3,2
234607,292563761,-18.99,-20.62,23.48,24.7,88,86.16,0.35,0.2,3,2
234696,292663721,-20.57,-21.53,22.13,19.77,87.92,87.5,0.29,0.2,3,2
234786,292763681,-21.91,-23.05,20.83,21.56,87.9,86.11,0.29,0.2,3,2
234875,292863641,-23.2,-24.13,19.36,16.68,87.96,87.79,0.25,0.19,3,2
234966,292963601,-24.28,-24.64,17.97,18.62,88.08,86.36,0.25,0.2,3,2
235057,293063561,-25.32,-25.53,16.42,13.5,88.26,88.37,0.23,0.19,3,2
235146,293163521,-26.19,-26.83,14.95,15.51,88.48,86.92,0.23,0.19,3,2
235237,293263481,-27.01,-26.94,13.31,10.21,88.76,89.23,0.24,0.18,3,2
235326,293363441,-27.69,-28.3,11.72,11.94,89.07,87.88,0.24,0.19,3,2
235416,293463401,-28.32,-27.88,9.98,6.6,89.44,90.27,0.25,0.18,3,2
235507,293563361,-28.81,-29.08,8.32,8.48,89.82,88.75,0.25,0.18,3,2
235596,293663321,-29.24,-28.54,6.46,2.97,90.28,91.25,0.28,0.17,3,2
