LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,labels
129897,176163673,0,0.45,-31.39,147.96,-8.256073,5.307861,0.02711557,-0.00740903,480.6011,-242.528,-21.64159,0.08,0.16,0.11,20.36,0
307101,373164008,0,-0.2,-0.2,319.31,0.04295655,-0.04116049,-0.0209629,-0.01121097,155.1436,239.9001,1.944029,0.19,0.22,0.3,20.36,3
105166,148463924,0,-1.17,-30.58,331.99,-1.903556,1.589327,-0.01788505,-0.04178103,14.33796,-8.117043,-21.14705,0.08,0.22,0.15,20.36,1
436244,517863605,0,-0.07,-0.16,207.51,-0.02800218,0.00388484,-0.01411692,-0.00151593,-0.00222555,0.0119464,-0.03119161,0.08,0.08,0.1,20.36,4
214742,270463438,0,-28.35,-12.1,85.82,-2.322381,0.4845881,-0.720305,-1.783205,246.7671,120.578,-18.77114,0.21,0.13,0.04,20.36,2
158429,207863488,0,-9.95,-18.01,113.88,-3.48504,8.390586,-0.04752132,-0.06232903,246.7265,-34.83872,-21.7441,0.12,0.19,0.11,20.36,0
151683,200363989,0,0.74,-31.66,134.15,-6.99931,7.091883,0.01076066,-0.00807023,292.239,-93.21153,-21.71023,0.11,0.18,0.1,20.36,0
368870,441764057,0,-0.19,-1.75,206.9,-0.06768859,-0.02263902,-0.01540271,-8.274e-05,2.606675,197.3819,-19.9534,0.15,0.15,0.16,20.36,0
63932,102264078,0,-0.94,0.8,327.34,0.5700033,-0.3237431,-0.01641344,-0.01673548,56.23695,-34.77615,-20.0587,0.06,0.07,0.03,20.36,0
77319,117163949,0,1.15,0.46,322.47,0.7557428,-0.486356,-0.00730227,-0.00639027,84.50823,-53.2142,-20.25836,0.07,0.07,0.06,20.36,1
208453,263463739,0,-17.48,-20.59,100.68,2.301992,1.783819,5.569456,5.528976,245.5781,100.9609,-21.41947,0.19,0.15,0.1,20.36,2
420540,499163588,0,-0.68,1.42,207.84,-0.02803892,-0.0056936,0.4769515,0.5017378,0.00500458,-0.00087762,-2.770113,0.09,0.1,0.1,20.36,4
405775,482763484,0,0.17,-1.99,207.67,-0.04045752,-0.01626194,1.388126,1.430972,0.01359456,0.02910415,-11.36518,0.1,0.12,0.13,20.36,4
250896,310664018,0,9.83,11.62,177.09,0.7713324,-0.5329341,0.8376941,-0.2290633,226.7452,194.5979,-19.42063,0.25,0.13,-0.1,20.36,0
51217,88163887,0,-0.93,-17.95,332.65,1.550049,-0.7307799,-0.05565993,-0.05233048,28.42666,-17.68848,-20.22675,0.04,0.05,0.0,20.36,0
160591,210263361,0,0.35,5.9,102.0,-0.7748247,4.187286,-0.00713414,-0.02538775,242.1567,-18.93793,-21.82347,0.12,0.2,0.12,20.36,0
2276,16063572,0,0.02,0.0,3.64,-0.0041415,0.00343677,-0.02213483,0.0066107,0.0,0.0,-0.03874813,0.0,0.0,-1.24,0.0,0
172740,223763792,0,-2.16,-5.43,103.58,0.03526738,4.318559,0.0488015,0.05908467,250.1568,-3.214613,-21.1074,0.16,0.18,0.15,20.36,0
268182,329863835,0,1.52,3.98,150.46,-0.963896,0.8177133,-0.01339352,-0.00843307,192.7301,215.3236,-18.99115,0.23,0.27,0.24,20.36,0
361397,433464045,0,-1.71,3.21,200.78,-1.227378,-0.4147588,-0.00419216,0.00508815,13.11211,202.5257,-19.82998,0.16,0.16,0.17,20.36,0
386152,460963874,0,25.21,-11.96,204.58,-0.1473631,-9.952377,0.01599355,0.00058872,0.8898665,69.62933,-19.66341,0.12,0.14,0.16,20.36,4
323489,391363392,0,-0.22,-0.08,299.56,0.00243716,-0.0199577,-0.01246776,0.00075135,155.1113,239.919,1.92103,0.18,0.19,0.26,20.36,3
247658,307063792,0,16.4,-12.92,183.08,-1.295554,-0.8403803,0.7854719,0.1194173,233.6774,188.8122,-20.50871,0.25,0.04,-0.23,20.36,0
149521,197963283,0,-0.2,-31.37,134.02,-7.057221,6.97124,0.01542159,-0.00386923,309.0273,-110.224,-21.69172,0.11,0.18,0.1,20.36,0
154016,202963782,0,-1.02,-31.27,126.47,-6.092104,7.737757,0.03871906,0.02000556,274.7298,-74.17673,-21.71441,0.11,0.19,0.1,20.36,0
415047,493063529,0,0.21,1.31,207.74,-0.02283448,-0.01018075,0.4764586,0.4977948,0.00843857,0.02489889,-5.801206,0.09,0.11,0.11,20.36,4
200809,254963807,0,24.75,-17.41,79.92,2.343695,3.24841,1.59351,0.4105192,250.7824,74.45383,-21.16983,0.2,0.13,0.09,20.36,2
144299,192163937,0,-2.57,-31.43,141.55,-7.61689,6.345071,0.02966295,0.0063977,352.1571,-148.7715,-21.71203,0.1,0.17,0.1,20.36,0
349877,420663334,0,-0.37,-17.73,193.8,-2.599678,-0.7831363,0.02087367,0.04377314,38.82237,212.3177,-19.56035,0.16,0.17,0.19,20.36,0
103031,146064051,0,-0.58,-30.45,328.97,-3.017726,2.482156,0.08171397,0.02330322,12.3137,-6.310985,-21.10676,0.08,0.18,0.16,20.36,1
268903,330663515,0,1.19,3.67,150.07,-0.474936,0.4730233,0.00292254,0.00543191,192.1177,215.7812,-18.99231,0.23,0.27,0.25,20.36,0
327630,395964051,0,-0.22,-0.06,294.17,-0.00452596,-0.01765385,-0.0119664,0.00067048,155.1082,239.9223,1.923316,0.17,0.18,0.25,20.36,3
374638,448163996,0,19.9,-8.74,205.48,-0.07163998,-5.23958,-0.00553492,0.0104235,2.503631,190.3131,-19.94517,0.15,0.14,0.16,20.36,4
255039,315263844,0,-2.0,2.62,154.63,-0.451663,1.022101,-0.01615611,-0.04731632,218.3161,200.6161,-19.69744,0.29,0.29,0.13,20.36,0
283674,347063619,0,-1.21,-20.7,147.74,-2.876865,1.826501,-0.02609333,-0.01476148,165.2019,233.2451,-18.69491,0.22,0.23,0.31,20.36,0
239553,298064060,0,28.34,9.35,191.58,-4.568395,1.360103,0.6386531,-0.4199927,246.1288,191.9105,-20.10889,0.25,0.06,-0.17,20.36,2
118601,163563715,0,3.96,-30.37,334.6,1.3295,-0.751541,-0.00504982,-0.03150914,25.12965,-16.09458,-21.45271,0.08,0.2,0.1,20.36,1
254228,314363371,0,0.28,5.37,155.08,-1.150121,1.436692,0.0624726,0.05500061,219.3322,199.7605,-19.69317,0.31,0.28,0.12,20.36,0
339791,409463649,0,-0.03,-17.2,193.62,-9.116772,-2.05807,-1.352524,-1.374261,80.33291,225.8181,-15.85818,0.17,0.18,0.2,20.36,0
427532,506963800,0,-0.07,-0.15,207.91,-0.0254228,0.00493416,-0.00214471,0.03172259,0.00201795,0.01263113,-0.05870911,0.09,0.09,0.1,20.36,4
149882,198363956,0,0.34,-31.3,133.83,-7.025372,6.99738,0.01285015,-0.00476877,306.2014,-107.4146,-21.69438,0.11,0.18,0.1,20.36,0
180126,231963844,0,-2.22,-13.25,90.66,-0.7579449,2.084134,0.2758865,0.1527217,249.8044,18.74399,-23.13064,0.19,0.12,0.13,20.36,0
67444,106163351,0,1.66,4.67,329.37,1.458544,-0.8567792,-0.00395056,-0.00356858,64.97717,-39.88639,-20.37486,0.06,0.07,0.04,20.36,0
81947,122363535,0,0.05,-15.99,332.92,0.861226,-0.2400329,-0.1252979,-0.1256602,22.24208,-14.32758,-20.30905,0.07,0.08,0.07,20.36,1
92893,134663613,0,-2.23,-28.43,329.21,-2.893302,3.144802,-0.08102646,-0.1522993,20.92186,-9.437504,-20.68484,0.07,-0.03,0.12,20.36,1
173912,225063272,0,0.9,2.9,87.25,-0.0404333,2.425557,-0.00825847,-0.00073565,250.1952,1.332372,-21.06828,0.16,0.19,0.15,20.36,0
17693,50963773,0,-0.6,1.71,0.7,0.01974962,-0.02789968,-1.264989,-1.201661,0.00384946,-0.00380165,-0.824872,0.01,0.02,-0.06,20.36,0
371219,444363850,0,1.47,0.05,206.89,-0.04944031,-0.0137099,0.00329286,0.00636519,2.580574,197.3466,-19.94612,0.14,0.15,0.16,20.36,0
77230,117063989,0,-0.83,3.42,322.51,0.7996016,-0.5323027,-0.0032122,-0.00268031,84.43933,-53.15672,-20.25793,0.07,0.08,0.06,20.36,1
57170,94763746,0,-0.5,1.4,324.24,2.94348,-2.250128,0.01758944,0.02724719,42.61818,-25.55159,-20.11003,0.05,0.05,0.02,20.36,0
78298,118263509,0,-0.08,-15.98,333.96,2.373278,-1.165236,-0.02210173,-0.02404023,86.01254,-54.03497,-20.28291,0.07,0.08,0.06,20.36,1
88445,129663947,0,0.44,-28.34,329.13,2.156261,-0.04868183,-0.05872546,0.1224059,34.93995,-18.85632,-20.47732,0.06,-0.02,0.09,20.36,1
332767,401663437,0,-3.88,-18.56,195.87,-3.777666,-2.797591,-1.431876,-1.463372,148.6819,241.3931,-5.108037,0.17,0.16,0.22,20.36,0
417750,496063995,0,-1.58,-0.45,207.85,-0.0229061,-0.00636141,0.4702636,0.4945889,0.00518162,0.0143815,-4.318595,0.09,0.1,0.11,20.36,4
354550,425863753,0,-1.04,-21.98,210.47,-2.750226,-1.37493,-0.1125185,-0.1018919,28.98617,209.4392,-19.71284,0.16,0.17,0.18,20.36,0
320968,388563679,0,-0.22,-0.09,302.87,0.00258686,-0.02701342,-0.01313486,0.00099553,155.1152,239.9154,1.918723,0.18,0.19,0.27,20.36,3
433068,513963499,0,-0.07,-0.16,207.67,-0.02803177,0.00135209,-0.01179501,-0.00146105,-0.00179478,0.01003193,-0.02484421,0.08,0.08,0.1,20.36,4
393629,469263886,0,-7.05,5.23,207.42,-0.00631188,-1.85428,-0.01872911,-0.02537973,-0.07484181,0.09535352,-19.66919,0.09,0.14,0.15,20.36,4
437393,519263878,0,-0.08,-0.16,207.45,-0.02781312,0.00457729,-0.01435409,-0.00120909,-0.00211054,0.01259702,-0.03283961,0.08,0.08,0.1,20.36,4
341683,411563642,0,2.16,-13.73,196.98,-7.19617,-2.052567,-0.858857,-0.8664688,63.61125,221.6475,-18.20919,0.17,0.18,0.2,20.36,0
432274,512963899,0,-0.07,-0.16,207.7,-0.02776558,0.00094159,-0.01082832,-0.00132371,-0.00152976,0.00985453,-0.02326793,0.08,0.08,0.1,20.36,4
211960,267363845,0,-14.26,-27.05,95.33,0.6239228,0.8017424,2.335085,1.051295,247.9593,112.6754,-20.96621,0.21,0.13,0.06,20.36,2
314213,381063347,0,-0.21,-0.13,311.5,0.01866788,-0.02870996,-0.01644878,3.089e-05,155.1294,239.912,1.91272,0.18,0.2,0.29,20.36,3
28065,62463338,0,-1.52,-0.98,3.31,-0.122091,-0.01859542,-0.05589472,-0.00628107,-0.1727134,-0.07490098,-20.22274,0.02,0.02,-0.05,20.36,0
262784,323863736,0,-1.74,3.41,157.13,-1.952773,1.088598,-0.02180851,0.00126372,202.7318,208.719,-19.26766,0.23,0.29,0.2,20.36,0
139348,186663638,0,0.6,-28.2,143.63,-8.044302,5.861578,0.01621818,-0.00441189,395.328,-182.6936,-21.6766,0.09,0.16,0.1,20.36,0
310612,377063281,0,-0.2,-0.16,315.44,0.02912144,-0.03489047,-0.01951382,-0.00332663,155.1378,239.9052,1.917721,0.19,0.21,0.29,20.36,3
11085,27063337,0,0.05,0.03,2.7,-0.01660621,0.01655229,-0.00312955,0.00133559,0.0,0.0,-0.00971904,0.0,0.01,-0.38,20.36,0
209353,264463339,0,30.2,4.71,83.28,3.570219,2.92278,16.61611,12.01646,250.6706,104.1231,-11.92331,0.19,0.16,0.11,20.36,2
235598,293663321,0,-28.54,2.97,91.25,-3.231794,0.02233111,-0.2178288,-1.393751,245.8836,187.3383,-16.74469,0.24,0.04,-0.21,20.36,2
303046,368663309,0,-0.26,-0.19,323.1,0.0134247,-0.05106305,-0.00890952,-0.02537192,155.0996,239.8869,2.030581,0.2,0.23,0.3,20.36,3
256030,316363404,0,0.8,-13.58,156.55,-0.7736794,0.8122034,0.06850605,0.06544993,217.5933,201.051,-19.71881,0.26,0.3,0.15,20.36,0
332314,401163637,0,5.63,-19.67,188.23,-2.653794,-2.905563,-1.387722,-1.430899,150.2375,242.7705,-4.384448,0.17,0.16,0.22,20.36,0
365899,438463711,0,1.65,3.33,206.77,-1.227424,-0.5398632,-0.02138038,-0.01051572,3.829935,198.0395,-19.78136,0.15,0.16,0.16,20.36,0
182018,234063837,0,-0.3,4.87,90.23,-0.5382456,4.987884,0.5104296,0.4093095,249.8114,25.83058,-23.09903,0.19,0.12,0.13,20.36,0
59695,97563459,0,0.51,-2.96,322.49,0.5901384,-0.3875632,0.026513,0.02670855,47.11534,-28.98352,-20.10424,0.05,0.06,0.02,20.36,0
99741,142363865,0,2.72,-30.67,329.2,-4.309132,3.790104,0.2038902,0.00807477,11.22788,-4.757452,-21.17624,0.08,0.11,0.15,20.36,1
216093,271963671,0,31.87,1.6,85.18,3.559897,3.201827,-0.0247117,-1.156053,254.5219,122.6906,-20.60317,0.2,0.14,0.07,20.36,2
19142,52563966,0,-0.4,1.91,2.88,-0.02170355,0.00696364,-1.835135,-1.882041,0.02528063,-0.02472953,-3.284846,0.02,0.02,-0.06,20.36,0
412077,489764016,0,-1.64,0.34,207.73,-0.04538894,0.00501666,0.4847834,0.5013337,0.01382919,0.0130981,-7.467876,0.09,0.11,0.12,20.36,4
152575,201363589,0,-0.49,-31.37,134.48,-6.994933,7.087925,0.01112142,-0.00885943,285.2388,-86.0705,-21.72216,0.11,0.19,0.1,20.36,0
27884,62263418,0,-1.5,-0.88,3.34,-0.1344196,-0.01097795,-0.05993003,-0.01323144,-0.1510346,-0.06827912,-20.22103,0.02,0.02,-0.05,20.36,0
340783,410564042,0,3.9,-23.61,193.1,-7.56335,-1.767269,-1.022755,-1.044564,71.19827,223.7079,-17.29222,0.17,0.18,0.2,20.36,0
299363,364563283,0,-0.45,-0.01,325.47,-0.08864855,-0.07456625,0.03575686,-0.03496487,155.0351,239.8714,2.162438,0.22,0.23,0.3,20.36,3
76963,116763276,0,0.83,0.61,322.57,0.9467871,-0.6485097,-0.00604455,-0.00617885,84.19935,-52.96968,-20.25681,0.07,0.08,0.06,20.36,1
328081,396463851,0,-0.23,-0.06,293.59,-0.00502151,-0.01844431,-0.01196103,0.00022915,155.1072,239.9219,1.923442,0.17,0.18,0.25,20.36,3
100899,143663345,0,-1.06,-30.63,329.09,-3.970111,3.373286,0.1605253,0.01827437,11.23185,-5.020652,-21.16006,0.08,0.14,0.16,20.36,1
3636,17763725,0,0.02,0.01,3.7,-0.00574968,0.00445586,-0.01496183,0.00428886,0.0,0.0,-0.02941836,0.0,0.0,-1.01,0.0,0
404425,481264084,0,0.68,1.16,207.75,-0.03499286,0.00920232,1.441961,1.484759,0.01816923,0.02008417,-13.59311,0.1,0.12,0.13,20.36,4
372478,445763290,0,7.81,-2.07,206.78,-0.02423085,-0.8103428,-0.02598671,-0.00841332,2.568391,196.9546,-19.95185,0.14,0.15,0.15,20.36,0
111662,155763503,0,3.38,-29.82,333.05,0.7711003,-0.356181,-0.00082405,-0.03139401,21.7538,-13.80483,-21.41528,0.08,0.25,0.13,20.36,1
366891,439563271,0,-1.63,1.18,206.76,-0.4950788,-0.2134325,-0.08922046,-0.07561293,2.918808,197.5912,-19.80191,0.15,0.16,0.16,20.36,0
321777,389463319,0,-0.22,-0.09,301.8,0.00415971,-0.02243513,-0.01289482,0.00055233,155.1142,239.9158,1.919445,0.18,0.19,0.27,20.36,3
415950,494063962,0,-0.83,1.34,207.77,-0.02922234,-0.00077722,0.4734522,0.4942991,0.0096122,0.02254806,-5.305065,0.09,0.1,0.11,20.36,4
266022,327463962,0,0.19,-14.84,150.65,-3.313592,1.863143,0.06026964,0.08554364,197.8574,211.5793,-19.03199,0.22,0.27,0.22,20.36,0
429509,509463633,0,-0.06,-0.16,207.83,-0.02663204,0.00186007,-0.00567972,0.00348517,-0.00057065,0.0113111,-0.02366522,0.09,0.09,0.1,20.36,4
88800,130063787,0,0.3,-28.26,329.12,1.684729,0.3612296,-0.1051565,0.105477,33.76834,-17.88142,-20.43039,0.06,-0.02,0.09,20.36,1
404963,481863844,0,0.57,1.33,207.8,-0.04721288,0.00098816,1.448685,1.490519,0.01426421,0.02367336,-12.6988,0.1,0.12,0.13,20.36,4
18685,52063333,0,0.55,-1.39,0.84,-0.00650923,0.00762392,-1.581224,-1.639855,0.024213,-0.02165565,-2.40114,0.02,0.02,-0.06,20.36,0
293206,357663544,0,0.76,-0.69,8.63,0.2770221,0.1629813,0.02094323,-0.02937116,155.2388,240.3373,1.998816,0.23,0.23,0.3,20.36,3
19499,52963806,0,-0.26,1.91,0.98,-0.01562492,0.00855399,-1.980909,-2.026179,0.02318394,-0.02560141,-4.069144,0.02,0.02,-0.06,20.36,0
100186,142863665,0,-1.2,-29.88,329.18,-4.198336,3.63222,0.1871764,0.01261352,11.18176,-4.81748,-21.17164,0.08,0.12,0.16,20.36,1
282053,345263506,0,-1.82,2.97,147.65,-0.6360126,0.5464066,-0.01792146,-0.01055912,167.4036,231.867,-18.67297,0.23,0.24,0.3,20.36,0
301514,366963989,0,-0.33,-0.13,324.17,-0.02468837,-0.0612405,0.00426094,-0.03299359,155.0668,239.8797,2.081529,0.2,0.23,0.3,20.36,3
345916,416263428,0,1.77,-21.5,205.59,-2.502375,-1.181459,-0.05977912,-0.00886294,48.25996,216.6827,-19.54562,0.16,0.17,0.2,20.36,0
347087,417563741,0,-1.9,1.03,204.51,-2.97381,-1.438707,-0.03184329,-0.03154496,44.24981,214.7426,-19.58868,0.16,0.17,0.2,20.36,0
179316,231063371,0,3.7,-1.49,95.82,-0.9663469,3.716211,0.3305416,-0.09387054,249.4889,18.8295,-23.38857,0.18,0.13,0.14,20.36,0
403885,480663491,0,1.04,0.6,207.76,-0.03405407,0.02251353,1.432677,1.486299,0.01713888,0.01259898,-14.48451,0.1,0.12,0.13,20.36,4
406765,483863877,0,-1.33,1.07,207.62,-0.04793031,-0.01684695,0.4264844,0.4622665,0.00869064,0.0241292,-10.33235,0.1,0.12,0.13,20.36,4
292670,357063784,0,0.87,31.23,11.61,0.5654017,-1.185427,1.634706,1.584416,155.2558,240.2539,2.062646,0.23,0.23,0.3,20.36,3
40492,76263649,0,-0.22,5.79,326.24,1.527406,-0.9381185,-0.01797472,-0.01200091,7.794087,-4.855556,-20.07536,0.04,0.04,-0.01,20.36,0
59874,97763379,0,0.68,-9.8,323.2,0.7999963,-0.5065924,0.03171042,0.03138233,47.25617,-29.0743,-20.09832,0.05,0.06,0.02,20.36,0
262155,323164016,0,0.9,-0.04,157.55,-2.791505,1.337191,-0.01326489,0.01237142,204.3479,207.7397,-19.27263,0.23,0.29,0.2,20.36,0
196852,250563901,0,-23.11,-5.33,89.28,-0.2104768,3.599623,-0.2648552,-0.4838645,247.2422,59.97895,-20.62379,0.19,0.14,0.12,20.36,2
62218,100364005,0,0.0,4.72,327.36,2.178853,-1.396065,-7.992e-05,0.00762054,53.67845,-33.14688,-20.04964,0.06,0.06,0.03,20.36,0
121803,167163941,0,4.04,-29.89,335.12,0.9565092,-0.5360869,-0.02058226,-0.03469592,24.89672,-15.97179,-21.53375,0.09,0.18,0.1,20.36,1
12046,28263690,0,0.05,0.04,2.58,-0.01799656,0.01750801,-0.00233347,0.00140328,0.0,0.0,-0.00801827,0.0,0.01,-0.34,20.36,0
299093,364263403,0,-0.47,0.0,325.62,-0.09590142,-0.07827803,0.04095619,-0.03067197,155.0346,239.8695,2.172854,0.22,0.23,0.3,20.36,3
11005,26963377,0,0.05,0.03,2.71,-0.016524,0.0164669,-0.00321989,0.00130095,0.0,0.0,-0.00985042,0.0,0.01,-0.38,20.36,0
176253,227663898,0,0.91,-21.79,90.35,-0.05541947,3.002273,-0.0335779,-0.02711251,250.1313,5.589242,-21.1122,0.16,0.18,0.15,20.36,0
133861,180563579,0,1.22,-31.1,145.26,-8.17934,5.595915,0.01145285,-0.00909508,444.6577,-218.1715,-21.66225,0.09,0.16,0.11,20.36,0
211240,266563332,0,-28.25,-8.78,85.56,-2.570702,1.855933,1.070355,-0.4539912,246.243,113.0464,-22.13878,0.21,0.12,0.05,20.36,2
123414,168964054,0,16.13,22.58,7.3,1.939302,-1.322912,-0.01111224,-0.00412486,518.9974,-268.2318,-21.54818,0.09,0.18,0.1,20.36,0
202067,256364080,0,13.78,11.98,86.07,-0.8501517,4.833056,0.9738326,-0.08110147,252.5084,80.0816,-19.97254,0.2,0.13,0.07,20.36,2
111394,155463623,0,-0.42,-29.15,333.32,0.7309037,-0.3140195,9.208e-05,-0.03114298,21.52105,-13.62758,-21.40586,0.08,0.25,0.13,20.36,1
426037,505263647,0,-0.06,-0.15,207.88,-0.02686859,0.00458682,0.0037911,0.01451304,0.00357902,0.00827834,-0.08207808,0.09,0.09,0.1,20.36,4
255941,316263444,0,0.27,-13.77,155.68,-0.5572835,0.7576937,0.05138485,0.0446776,217.6879,201.017,-19.72463,0.27,0.3,0.14,20.36,0
356892,428463546,0,1.39,3.64,206.62,-1.288175,-0.5648497,-0.01689572,-0.00284119,22.49341,206.2144,-19.75458,0.16,0.17,0.18,20.36,0
189482,242363849,0,-24.0,-14.59,96.64,-1.835798,2.580035,-0.5481062,-1.683803,247.9225,36.44689,-28.05396,0.18,0.13,0.13,20.36,2
121000,166263468,0,0.22,-29.47,334.73,1.063401,-0.619251,-0.00118035,-0.01744478,25.03119,-16.064,-21.51427,0.09,0.18,0.1,20.36,1
208724,263763619,0,-0.74,-31.82,94.72,3.118173,2.075029,9.478353,9.637006,247.3445,101.7229,-18.98466,0.19,0.15,0.11,20.36,2
30585,65263884,0,-1.29,0.19,3.28,-0.02647552,0.0096172,-0.04835649,-0.00745785,-0.2552465,-0.178689,-20.24091,0.03,0.03,-0.04,20.36,0
378958,452963742,0,26.62,-11.19,204.76,-0.1548986,-9.694089,0.03916579,0.0429423,1.854891,149.0229,-19.78159,0.13,0.15,0.15,20.36,4
370229,443263457,0,-1.84,0.51,206.83,-0.07244112,-0.01563735,-0.00740959,0.00026669,2.597272,197.3578,-19.94959,0.15,0.15,0.16,20.36,0
75009,114563323,0,1.1,-0.1,323.22,2.873189,-2.196013,0.00762916,0.01059076,80.40067,-49.96429,-20.25938,0.07,0.08,0.06,20.36,1
268452,330163715,0,-1.69,2.46,150.45,-0.7545095,0.6767941,-0.00636744,-0.00368239,192.4539,215.5349,-18.99286,0.23,0.27,0.25,20.36,0
86576,127563954,0,-0.2,-31.36,328.91,4.829505,-2.287684,0.1015238,0.04345395,39.13425,-22.60527,-20.70229,0.06,0.02,0.08,20.36,1
187326,239963976,0,27.17,-3.92,89.13,-0.9843328,4.05232,1.621484,1.193915,255.5975,28.32892,-29.12175,0.18,0.13,0.12,20.36,0
352939,424063640,0,-1.55,1.91,194.39,-0.7810597,-0.1755414,-0.01269889,-0.00582611,30.99883,210.3499,-19.55217,0.16,0.17,0.19,20.36,0
130978,177364026,0,0.33,-31.18,146.54,-8.203493,5.518382,0.02309841,-0.00693048,470.7327,-236.0658,-21.64877,0.08,0.16,0.11,20.36,0
376530,450263989,0,27.51,-9.91,205.4,-0.1492868,-8.840047,0.0040122,0.03653295,2.264287,174.9275,-19.88736,0.14,0.15,0.15,20.36,4
371399,444563770,0,2.47,-0.13,206.88,-0.05038567,-0.0318702,0.00360578,0.00639795,2.577157,197.3425,-19.94497,0.14,0.15,0.16,20.36,0
207370,262263386,0,-25.92,-8.64,73.75,-2.621562,2.31389,1.15736,0.6588846,241.1914,99.72144,-23.75313,0.2,0.14,0.08,20.36,2
137913,185063445,0,-0.19,-28.0,143.55,-8.060047,5.864082,0.01598174,-0.00324649,408.2233,-192.1504,-21.67439,0.09,0.16,0.1,20.36,0
402174,478763418,0,-1.45,0.57,207.64,-0.03239352,0.02371677,1.511972,1.576113,0.01580405,0.00247846,-17.33992,0.1,0.13,0.13,20.36,4
161399,211163834,0,-1.53,5.92,101.78,-0.313494,2.282271,0.00299831,-0.01345289,241.6558,-16.01396,-21.84022,0.12,0.2,0.12,20.36,0
378148,452063269,0,24.06,-8.27,206.12,-0.1793477,-9.571416,0.01824845,0.03505256,1.976131,157.8202,-19.81635,0.14,0.15,0.15,20.36,4
305479,371363895,0,-0.21,-0.21,321.04,0.04199619,-0.04017747,-0.01900452,-0.01696093,155.1351,239.8993,1.970061,0.19,0.23,0.3,20.36,3
290252,354364031,0,111.22,1.17,32.63,-0.9636011,0.3423781,0.8729306,0.8462557,154.5188,239.9253,1.673419,0.23,0.23,0.3,20.36,3
240907,299563460,0,29.73,19.82,236.4,-5.518102,-1.438833,-0.00220358,-1.16089,239.499,190.0574,-21.17313,0.26,0.03,-0.25,20.36,2
332587,401463517,0,-0.74,-17.78,195.47,-3.311215,-2.912494,-1.414986,-1.451601,149.3711,241.9464,-4.816858,0.17,0.16,0.22,20.36,0
347987,418563341,0,-1.57,2.73,205.91,-1.797855,-0.8495184,-0.01704727,-0.01149285,41.77936,213.5806,-19.60886,0.16,0.17,0.2,20.36,0
16793,49963340,0,0.11,0.1,1.37,-0.00225375,0.00347514,-0.1180198,-0.1164356,-0.00037885,0.00015814,-0.00795518,0.01,0.02,-0.07,20.36,0
437722,519663718,0,-0.08,-0.16,207.43,-0.02774081,0.00474192,-0.01440096,-0.00113238,-0.00205583,0.01272772,-0.03323253,0.08,0.08,0.1,20.36,4
349517,420263494,0,-1.78,-15.68,199.75,-1.605379,-0.5608647,0.04631298,0.05781982,39.63489,212.5856,-19.58205,0.16,0.17,0.19,20.36,0
269446,331263275,0,1.82,-13.9,152.17,-0.9411008,0.587899,0.07725415,0.07884888,191.7483,215.9862,-18.95967,0.22,0.27,0.25,20.36,0
85061,125863801,0,0.92,-28.09,329.4,6.348201,-3.35463,0.01827136,-0.04728565,36.40728,-21.42943,-20.66047,0.07,0.07,0.08,20.36,1
131428,177863826,0,-1.12,-28.44,145.64,-8.180794,5.579025,0.02442046,-0.00111635,466.6635,-233.3009,-21.64959,0.08,0.16,0.11,20.36,0
369321,442263857,0,-0.96,1.16,206.85,-0.07030224,-0.01343087,-0.01265909,0.00344968,2.605484,197.3735,-19.95179,0.15,0.15,0.16,20.36,0
248918,308464065,0,12.36,11.21,181.89,-1.386298,1.448324,0.5985007,-0.3060867,229.5043,192.3096,-19.57881,0.25,0.07,-0.16,20.36,0
101520,144363898,0,3.11,-30.43,328.99,-3.717827,3.121042,0.1339983,0.0196099,11.4111,-5.302165,-21.14572,0.08,0.15,0.16,20.36,1
268363,330063755,0,1.55,3.94,150.49,-0.816609,0.7176619,-0.00918297,-0.0059325,192.5394,215.4709,-18.99241,0.23,0.27,0.24,20.36,0
422792,501663421,0,1.46,0.19,207.84,-0.02302136,0.00144305,0.4753011,0.4997866,0.00763449,-0.01274288,-1.510425,0.09,0.1,0.1,20.36,4
203593,258063400,0,-25.58,-17.9,85.87,-0.7973365,2.594298,0.3482553,-0.8249983,246.9278,84.31316,-21.06628,0.2,0.13,0.08,20.36,2
32114,66964037,0,1.76,-0.07,3.22,-0.03608043,0.02390044,-0.03668623,-0.00944923,-0.2627403,-0.1828022,-20.25531,0.03,0.03,-0.04,20.36,0
343304,413363755,0,1.43,5.9,197.02,-3.734053,-1.135345,-0.3190014,-0.3232023,53.52834,218.5899,-19.44793,0.16,0.18,0.2,20.36,0
17604,50863813,0,0.46,-1.55,0.9,0.017968,-0.0144802,-1.294735,-1.168618,0.00128082,-0.00124407,-0.7015135,0.01,0.02,-0.06,20.36,0
178240,229863851,0,2.79,18.24,86.74,-0.6299758,4.869936,6.801102,5.835434,249.9771,14.84282,-19.05294,0.16,0.18,0.16,20.36,0
10607,26463577,0,0.05,0.03,2.76,-0.01599546,0.01604071,-0.00349873,0.00137706,0.0,0.0,-0.01050017,0.0,0.01,-0.4,20.36,0
