LineNo,TimeUS,I,Alt,Press,CRt,SMS,Offset,GndTemp,Health,labels
198011,251863381,0,20.98796,100837.9,35,0.03509223,251863,0,25.52884,2
198101,251963341,0,20.98796,100837.9,35,0.03680468,251963,0,25.52884,2
198193,252063301,0,20.99617,100837.8,35,0.03680468,252063,0,25.52884,2
198282,252163261,0,21.0263,100837.4,35,0.03937185,252163,0,25.52884,2
198371,252264054,0,21.08108,100836.8,35,0.09323848,252264,0,25.52884,2
198469,252364014,0,21.14407,100836.1,35,0.2247297,252364,0,25.52884,2
198560,252463974,0,21.21528,100835.2,35,0.3977031,252463,0,25.52884,2
198652,252563934,0,21.31114,100834.2,35,0.5579865,252563,0,25.52884,2
198740,252663894,0,21.40153,100833.1,35,0.6934726,252663,0,25.52884,2
198827,252763854,0,21.49739,100832,35,0.8111352,252763,0,25.52884,2
198916,252863814,0,21.58503,100831,35,0.8915014,252863,0,25.52884,2
199006,252963774,0,21.67267,100830,35,0.9186546,252963,0,25.52884,2
199098,253063734,0,21.74389,100829.2,35,0.9038293,253063,0,25.52884,2
199187,253163694,0,21.79866,100828.5,35,0.8541852,253163,0,25.52884,2
199276,253263654,0,21.8507,100827.9,35,0.7651699,253263,0,25.52884,2
199367,253363614,0,21.88083,100827.6,35,0.6487679,253363,0,25.52884,2
199456,253463574,0,21.89726,100827.4,35,0.5246645,253463,0,25.52884,2
199547,253563534,0,21.90822,100827.2,35,0.3937143,253563,0,25.52884,2
199636,253663494,0,21.90822,100827.2,35,0.2610499,253663,0,25.52884,2
199723,253763454,0,21.89178,100827.5,35,0.1437891,253763,0,25.52884,2
199812,253863414,0,21.85892,100827.8,35,0.03337801,253863,0,25.52884,2
199902,253963374,0,21.8151,100828.3,35,-0.09414791,253963,0,25.52884,2
199993,254063334,0,21.7658,100828.9,35,-0.2345139,254063,0,25.52884,2
200083,254163294,0,21.7028,100829.6,35,-0.3620428,254163,0,25.52884,2
200172,254264087,0,21.63159,100830.5,35,-0.4680298,254264,0,25.52884,2
200263,254364047,0,21.54669,100831.4,35,-0.5665702,254364,0,25.52884,2
200352,254464007,0,21.4563,100832.5,35,-0.6689344,254464,0,25.52884,2
200443,254563967,0,21.3577,100833.6,35,-0.7715537,254563,0,25.52884,2
200534,254663927,0,21.26732,100834.7,35,-0.8610326,254663,0,25.52884,2
200624,254763887,0,21.16324,100835.8,35,-0.921858,254763,0,25.52884,2
200713,254863847,0,21.05095,100837.1,35,-0.9590251,254863,0,25.52884,2
200803,254963807,0,20.93318,100838.5,35,-1.003846,254963,0,25.52884,2
200894,255063767,0,20.82089,100839.8,35,-1.067636,255063,0,25.52884,2
200984,255163727,0,20.70585,100841.1,35,-1.121224,255163,0,25.52884,2
201073,255263687,0,20.58261,100842.5,35,-1.145187,255263,0,25.52884,2
201164,255363647,0,20.46757,100843.9,35,-1.158026,255363,0,25.52884,2
201253,255463607,0,20.36349,100845.1,35,-1.169155,255463,0,25.52884,2
201344,255563567,0,20.26216,100846.2,35,-1.153752,255563,0,25.52884,2
201435,255663527,0,20.17999,100847.2,35,-1.097261,255663,0,25.52884,2
201524,255763487,0,20.09782,100848.1,35,-1.014237,255763,0,25.52884,2
201611,255863447,0,20.03483,100848.9,35,-0.9200889,255863,0,25.52884,2
201699,255963407,0,19.99101,100849.4,35,-0.8165277,255963,0,25.52884,2
201790,256063367,0,19.96088,100849.7,35,-0.6915665,256063,0,25.52884,2
201881,256163327,0,19.94993,100849.8,35,-0.5383593,256163,0,25.52884,2
201970,256263287,0,19.96088,100849.7,35,-0.3688908,256263,0,25.52884,2
202061,256364080,0,19.98005,100849.5,35,-0.1933707,256364,0,25.52884,2
202150,256464040,0,20.03483,100848.9,35,-0.01366061,256464,0,25.52884,2
202241,256564000,0,20.09782,100848.1,35,0.1723696,256564,0,25.52884,2
202330,256663960,0,20.16903,100847.3,35,0.3644312,256663,0,25.52884,2
202417,256763920,0,20.25394,100846.3,35,0.5392152,256763,0,25.52884,2
202506,256863880,0,20.33611,100845.4,35,0.6712242,256863,0,25.52884,2
202596,256963840,0,20.42923,100844.3,35,0.7632972,256963,0,25.52884,2
202687,257063800,0,20.51139,100843.4,35,0.8255154,257063,0,25.52884,2
202777,257163760,0,20.59356,100842.4,35,0.8570116,257163,0,25.52884,2
202866,257263720,0,20.67573,100841.5,35,0.8567535,257263,0,25.52884,2
202957,257363680,0,20.74968,100840.6,35,0.8362108,257363,0,25.52884,2
203046,257463640,0,20.82089,100839.8,35,0.8088219,257463,0,25.52884,2
203137,257563600,0,20.88662,100839,35,0.773732,257563,0,25.52884,2
203228,257663560,0,20.93318,100838.5,35,0.7249469,257663,0,25.52884,2
203317,257763520,0,20.98796,100837.9,35,0.6590414,257763,0,25.52884,2
203406,257863480,0,21.01809,100837.5,35,0.5802972,257863,0,25.52884,2
203496,257963440,0,21.05095,100837.1,35,0.4989869,257963,0,25.52884,2
203587,258063400,0,21.07012,100836.9,35,0.4159659,258063,0,25.52884,2
203677,258163360,0,21.08108,100836.8,35,0.3303766,258163,0,25.52884,2
203766,258263320,0,21.08108,100836.8,35,0.2439314,258263,0,25.52884,2
203857,258363280,0,21.07012,100836.9,35,0.1514953,258363,0,25.52884,2
203946,258464073,0,21.05095,100837.1,35,0.05133768,258464,0,25.52884,2
204037,258564033,0,21.0263,100837.4,35,-0.04871501,258564,0,25.52884,2
204128,258663993,0,21.00713,100837.6,35,-0.1348302,258663,0,25.52884,2
204217,258763953,0,20.99617,100837.8,35,-0.1871034,258763,0,25.52884,2
204306,258863913,0,20.99617,100837.8,35,-0.1877852,258863,0,25.52884,2
204398,258963873,0,21.0263,100837.4,35,-0.1296471,258963,0,25.52884,2
204489,259063833,0,21.06191,100837,35,-0.01368905,259063,0,25.52884,2
204579,259163793,0,21.10847,100836.5,35,0.1412642,259163,0,25.52884,2
204668,259263753,0,21.16324,100835.8,35,0.2918601,259263,0,25.52884,2
204759,259363713,0,21.23446,100835,35,0.4116863,259363,0,25.52884,2
204848,259463673,0,21.3221,100834,35,0.5203848,259463,0,25.52884,2
204939,259563633,0,21.40974,100833,35,0.641923,259563,0,25.52884,2
205026,259663593,0,21.51382,100831.8,35,0.7660288,259663,0,25.52884,2
205111,259763553,0,21.63159,100830.5,35,0.8755833,259763,0,25.52884,2
205201,259863513,0,21.75484,100829,35,0.9808588,259863,0,25.52884,2
205291,259963473,0,21.89178,100827.5,35,1.092982,259963,0,25.52884,2
205382,260063433,0,22.03694,100825.8,35,1.202536,260063,0,25.52884,2
205472,260163393,0,22.19306,100824,35,1.305242,260163,0,25.52884,2
205561,260263353,0,22.35739,100822.1,35,1.406236,260263,0,25.52884,2
205652,260363313,0,22.5409,100819.9,35,1.508088,260363,0,25.52884,2
205741,260463273,0,22.74357,100817.6,35,1.621067,260463,0,25.52884,2
205832,260564066,0,22.93803,100815.4,35,1.753187,260564,0,25.52884,2
205923,260664026,0,23.12701,100813.2,35,1.872381,260664,0,25.52884,2
206012,260763986,0,23.3023,100811.2,35,1.923706,260763,0,25.52884,2
206101,260863946,0,23.46663,100809.3,35,1.894543,260863,0,25.52884,2
206191,260963906,0,23.60358,100807.7,35,1.807947,260963,0,25.52884,2
206282,261063866,0,23.72409,100806.3,35,1.673751,261063,0,25.52884,2
206373,261163826,0,23.81721,100805.2,35,1.494158,261163,0,25.52884,2
206462,261263786,0,23.89938,100804.3,35,1.287673,261263,0,25.52884,2
206553,261363746,0,23.95415,100803.7,35,1.078431,261363,0,25.52884,2
206642,261463706,0,23.98428,100803.3,35,0.8738708,261463,0,25.52884,2
206733,261563666,0,23.9925,100803.2,35,0.6607509,261563,0,25.52884,2
206824,261663626,0,23.98428,100803.3,35,0.4330808,261663,0,25.52884,2
206913,261763586,0,23.95415,100803.7,35,0.2088362,261763,0,25.52884,2
207002,261863546,0,23.89938,100804.3,35,0,261863,0,25.52884,2
207092,261963506,0,23.84186,100805,35,-0.2011329,261963,0,25.52884,2
207183,262063466,0,23.75422,100806,35,-0.3928531,262063,0,25.52884,2
207273,262163426,0,23.65288,100807.1,35,-0.5691695,262163,0,25.52884,2
207362,262263386,0,23.54058,100808.4,35,-0.7420629,262263,0,25.52884,2
207458,262363346,0,23.40364,100810,35,-0.9158111,262363,0,25.52884,2
207547,262463306,0,23.25848,100811.7,35,-1.081855,262463,0,25.52884,2
207638,262563266,0,23.11332,100813.4,35,-1.236771,262563,0,25.52884,2
207729,262664059,0,22.9572,100815.2,35,-1.363885,262664,0,25.52884,2
207818,262764019,0,22.79013,100817.1,35,-1.45019,262764,0,25.52884,2
207907,262863979,0,22.62306,100819,35,-1.520099,262863,0,25.52884,2
207997,262963939,0,22.44777,100821,35,-1.595448,262963,0,25.52884,2
208088,263063899,0,22.27249,100823,35,-1.664775,263063,0,25.52884,2
208178,263163859,0,22.09994,100825.1,35,-1.712345,263163,0,25.52884,2
208267,263263819,0,21.90822,100827.2,35,-1.741035,263263,0,25.52884,2
208358,263363779,0,21.73293,100829.3,35,-1.767981,263363,0,25.52884,2
208447,263463739,0,21.55764,100831.3,35,-1.795675,263463,0,25.52884,2
208538,263563699,0,21.40153,100833.1,35,-1.79396,263563,0,25.52884,2
208629,263663659,0,21.27828,100834.5,35,-1.731478,263663,0,25.52884,2
208718,263763619,0,21.16324,100835.8,35,-1.59796,263763,0,25.52884,2
208807,263863579,0,21.08108,100836.8,35,-1.407095,263863,0,25.52884,2
208897,263963539,0,21.01809,100837.5,35,-1.191406,263963,0,25.52884,2
208988,264063499,0,20.977,100838,35,-0.9688705,264063,0,25.52884,2
209078,264163459,0,20.95235,100838.3,35,-0.7437712,264163,0,25.52884,2
209167,264263419,0,20.95235,100838.3,35,-0.5280883,264263,0,25.52884,2
209258,264363379,0,20.977,100838,35,-0.3218174,264363,0,25.52884,2
209347,264463339,0,21.00713,100837.6,35,-0.1129782,264463,0,25.52884,2
209438,264563299,0,21.06191,100837,35,0.08986831,264563,0,25.52884,2
209524,264664092,0,21.13312,100836.2,35,0.2712374,264664,0,25.52884,2
209610,264764052,0,21.21528,100835.2,35,0.4400869,264764,0,25.52884,2
209700,264864012,0,21.3221,100834,35,0.6083394,264864,0,25.52884,2
209792,264963972,0,21.44535,100832.6,35,0.7775464,264963,0,25.52884,2
209883,265063932,0,21.58503,100831,35,0.9551811,265063,0,25.52884,2
209972,265163892,0,21.72197,100829.4,35,1.133864,265163,0,25.52884,2
210062,265263852,0,21.85892,100827.8,35,1.275038,265263,0,25.52884,2
210153,265363812,0,21.97395,100826.5,35,1.342409,265363,0,25.52884,2
210242,265463772,0,22.06707,100825.4,35,1.32189,265463,0,25.52884,2
210333,265563732,0,22.14924,100824.5,35,1.216229,265563,0,25.52884,2
210423,265663692,0,22.19854,100823.9,35,1.051044,265663,0,25.52884,2
210513,265763652,0,22.24236,100823.4,35,0.8610356,265763,0,25.52884,2
210602,265863612,0,22.26153,100823.2,35,0.6667447,265863,0,25.52884,2
210692,265963572,0,22.26153,100823.2,35,0.4784453,265963,0,25.52884,2
210784,266063532,0,22.25605,100823.3,35,0.2978516,266063,0,25.52884,2
210873,266163492,0,22.22045,100823.7,35,0.1241052,266163,0,25.52884,2
210963,266263452,0,22.17115,100824.2,35,-0.04450798,266263,0,25.52884,2
211054,266363412,0,22.09994,100825.1,35,-0.2216804,266363,0,25.52884,2
211143,266463372,0,22.01503,100826,35,-0.4116887,266463,0,25.52884,2
211234,266563332,0,21.91917,100827.1,35,-0.5965596,266563,0,25.52884,2
211324,266663292,0,21.79866,100828.5,35,-0.763458,266663,0,25.52884,2
211414,266764085,0,21.67267,100830,35,-0.9189475,266764,0,25.52884,2
211503,266864045,0,21.51382,100831.8,35,-1.075901,266864,0,25.52884,2
211593,266964005,0,21.3577,100833.6,35,-1.239753,266964,0,25.52884,2
211684,267063965,0,21.18242,100835.6,35,-1.403128,267063,0,25.52884,2
211773,267163925,0,20.98796,100837.9,35,-1.553452,267163,0,25.52884,2
211863,267263885,0,20.78802,100840.2,35,-1.694288,267263,0,25.52884,2
211954,267363845,0,20.58261,100842.5,35,-1.831374,267363,0,25.52884,2
212043,267463805,0,20.36349,100845.1,35,-1.947625,267463,0,25.52884,2
212134,267563765,0,20.13617,100847.7,35,-2.039381,267563,0,25.52884,2
212224,267663725,0,19.9061,100850.4,35,-2.126902,267663,0,25.52884,2
212314,267763685,0,19.66782,100853.1,35,-2.212493,267763,0,25.52884,2
212403,267863645,0,19.4405,100855.7,35,-2.279255,267863,0,25.52884,2
212493,267963605,0,19.22686,100858.2,35,-2.30921,267963,0,25.52884,2
212584,268063565,0,19.00776,100860.7,35,-2.287811,268063,0,25.52884,2
212673,268163525,0,18.79686,100863.2,35,-2.230465,268163,0,25.52884,2
212763,268263485,0,18.61336,100865.3,35,-2.168841,268263,0,25.52884,2
212854,268363445,0,18.43807,100867.3,35,-2.0901,268363,0,25.52884,2
212943,268463405,0,18.271,100869.2,35,-1.967707,268463,0,25.52884,2
213034,268563365,0,18.12584,100870.9,35,-1.825628,268563,0,25.52884,2
213120,268663325,0,17.99985,100872.4,35,-1.688685,268663,0,25.52884,2
213206,268763285,0,17.89851,100873.5,35,-1.535478,268763,0,25.52884,2
213295,268864078,0,17.81361,100874.5,35,-1.347621,268864,0,25.52884,2
213385,268964038,0,17.75061,100875.2,35,-1.139983,268964,0,25.52884,2
213476,269063998,0,17.72322,100875.6,35,-0.9285979,269063,0,25.52884,2
213565,269163958,0,17.71227,100875.7,35,-0.7049645,269163,0,25.52884,2
213655,269263918,0,17.72322,100875.6,35,-0.4611836,269263,0,25.52884,2
213746,269363878,0,17.7424,100875.3,35,-0.2222641,269363,0,25.52884,2
213835,269463838,0,17.79444,100874.7,35,-0.01629828,269463,0,25.52884,2
213926,269563798,0,17.86839,100873.9,35,0.1729543,269563,0,25.52884,2
214016,269663758,0,17.94234,100873,35,0.3748846,269663,0,25.52884,2
214106,269763718,0,18.03272,100872,35,0.5708844,269763,0,25.52884,2
214195,269863678,0,18.14501,100870.7,35,0.7258004,269863,0,25.52884,2
214286,269963638,0,18.26278,100869.3,35,0.8576059,269963,0,25.52884,2
214377,270063598,0,18.38329,100867.9,35,0.9936917,270063,0,25.52884,2
214466,270163558,0,18.53119,100866.2,35,1.117797,270163,0,25.52884,2
214556,270263518,0,18.67635,100864.5,35,1.224787,270263,0,25.52884,2
214647,270363478,0,18.83247,100862.8,35,1.333489,270363,0,25.52884,2
214736,270463438,0,18.98858,100860.9,35,1.433629,270463,0,25.52884,2
214827,270563398,0,19.15291,100859,35,1.505523,270563,0,25.52884,2
214916,270663358,0,19.30903,100857.2,35,1.554308,270663,0,25.52884,2
215007,270763318,0,19.46515,100855.4,35,1.583409,270763,0,25.52884,2
215096,270863278,0,19.61031,100853.8,35,1.583409,270863,0,25.52884,2
215186,270964071,0,19.74177,100852.3,35,1.5487,270964,0,25.52884,2
215278,271064031,0,19.87872,100850.7,35,1.482683,271064,0,25.52884,2
215367,271163991,0,19.99923,100849.3,35,1.404881,271163,0,25.52884,2
215457,271263951,0,20.10604,100848,35,1.33397,271263,0,25.52884,2
215548,271363911,0,20.21012,100846.8,35,1.256766,271363,0,25.52884,2
215637,271463871,0,20.3005,100845.8,35,1.159566,271463,0,25.52884,2
215728,271563831,0,20.39362,100844.7,35,1.062115,271563,0,25.52884,2
215817,271663791,0,20.46757,100843.9,35,0.9811653,271663,0,25.52884,2
215908,271763751,0,20.53878,100843,35,0.9072524,271763,0,25.52884,2
215997,271863711,0,20.61273,100842.2,35,0.8302194,271863,0,25.52884,2
216087,271963671,0,20.66751,100841.6,35,0.7600343,271963,0,25.52884,2
216178,272063631,0,20.71407,100841,35,0.6984109,272063,0,25.52884,2
216267,272163591,0,20.75789,100840.5,35,0.6230927,272163,0,25.52884,2
216353,272263551,0,20.78802,100840.2,35,0.5323678,272263,0,25.52884,2
216441,272363511,0,20.81267,100839.9,35,0.4459232,272363,0,25.52884,2
216530,272463471,0,20.82089,100839.8,35,0.3620458,272463,0,25.52884,2
216621,272563431,0,20.83184,100839.7,35,0.270465,272563,0,25.52884,2
216710,272663391,0,20.82089,100839.8,35,0.177173,272663,0,25.52884,2
216801,272763351,0,20.81267,100839.9,35,0.08815945,272763,0,25.52884,2
216890,272863311,0,20.79897,100840,35,0.00342369,272863,0,25.52884,2
216980,272963271,0,20.77706,100840.3,35,-0.06847382,272963,0,25.52884,2
217071,273064064,0,20.75789,100840.5,35,-0.1223636,273064,0,25.52884,2
217160,273164024,0,20.73872,100840.7,35,-0.1632335,273164,0,25.52884,2
217250,273263984,0,20.70585,100841.1,35,-0.1920262,273263,0,25.52884,2
217341,273363944,0,20.67573,100841.5,35,-0.2188092,273363,0,25.52884,2
217430,273463904,0,20.6319,100842,35,-0.2605996,273463,0,25.52884,2
217521,273563864,0,20.60452,100842.3,35,-0.3107238,273563,0,25.52884,2
217610,273663824,0,20.56069,100842.8,35,-0.3454506,273663,0,25.52884,2
217701,273763784,0,20.51961,100843.3,35,-0.3613036,273763,0,25.52884,2
217790,273863744,0,20.47579,100843.8,35,-0.3783059,273863,0,25.52884,2
217880,273963704,0,20.4484,100844.1,35,-0.3988469,273963,0,25.52884,2
217971,274063664,0,20.40732,100844.6,35,-0.3979921,274063,0,25.52884,2
218060,274163624,0,20.37445,100844.9,35,-0.374884,274163,0,25.52884,2
218150,274263584,0,20.35528,100845.2,35,-0.3526306,274263,0,25.52884,2
218241,274363544,0,20.31967,100845.6,35,-0.3286648,274363,0,25.52884,2
218330,274463504,0,20.3005,100845.8,35,-0.2969956,274463,0,25.52884,2
218421,274563464,0,20.29228,100845.9,35,-0.2678949,274563,0,25.52884,2
218510,274663424,0,20.28133,100846,35,-0.2276689,274663,0,25.52884,2
218601,274763384,0,20.28133,100846,35,-0.1643342,274763,0,25.52884,2
218690,274863344,0,20.29228,100845.9,35,-0.09757459,274863,0,25.52884,2
218780,274963304,0,20.29228,100845.9,35,-0.03594875,274963,0,25.52884,2
218872,275063264,0,20.3005,100845.8,35,0.01711845,275063,0,25.52884,2
218963,275164057,0,20.33611,100845.4,35,0.05475567,275164,0,25.52884,2
219053,275264017,0,20.38541,100844.8,35,0.1136099,275264,0,25.52884,2
219148,275363977,0,20.4484,100844.1,35,0.2364531,275363,0,25.52884,2
219239,275463937,0,20.53057,100843.1,35,0.4016135,275463,0,25.52884,2
219330,275563897,0,20.62369,100842.1,35,0.5674871,275563,0,25.52884,2
219419,275663857,0,20.71407,100841,35,0.7175694,275663,0,25.52884,2
219510,275763817,0,20.79897,100840,35,0.8306328,275763,0,25.52884,2
219599,275863777,0,20.88662,100839,35,0.8818339,275863,0,25.52884,2
219689,275963737,0,20.94414,100838.4,35,0.8738714,275963,0,25.52884,2
219777,276063697,0,20.99617,100837.8,35,0.8156723,276063,0,25.52884,2
219862,276163657,0,21.0263,100837.4,35,0.7052607,276163,0,25.52884,2
219952,276263617,0,21.05095,100837.1,35,0.5606109,276263,0,25.52884,2
220043,276363577,0,21.05095,100837.1,35,0.4125392,276363,0,25.52884,2
220132,276463537,0,21.05095,100837.1,35,0.270462,276463,0,25.52884,2
220223,276563497,0,21.0263,100837.4,35,0.1326644,276563,0,25.52884,2
220312,276663457,0,21.00713,100837.6,35,0.00342369,276663,0,25.52884,2
220402,276763417,0,20.96878,100838.1,35,-0.111267,276763,0,25.52884,2
220492,276863377,0,20.92496,100838.6,35,-0.2105504,276863,0,25.52884,2
220582,276963337,0,20.87019,100839.2,35,-0.303843,276963,0,25.52884,2
220673,277063297,0,20.79897,100840,35,-0.4022712,277063,0,25.52884,2
220762,277164090,0,20.71407,100841,35,-0.5116633,277164,0,25.52884,2
220851,277264050,0,20.6319,100842,35,-0.6315187,277264,0,25.52884,2
220945,277364010,0,20.53057,100843.1,35,-0.7448435,277364,0,25.52884,2
221034,277463970,0,20.41827,100844.4,35,-0.8415567,277463,0,25.52884,2
221125,277563930,0,20.3005,100845.8,35,-0.9406304,277563,0,25.52884,2
221214,277663890,0,20.16903,100847.3,35,-1.050591,277663,0,25.52884,2
221304,277763850,0,20.04305,100848.8,35,-1.151364,277763,0,25.52884,2
221394,277863810,0,19.89789,100850.4,35,-1.230122,277863,0,25.52884,2
221484,277963770,0,19.76094,100852,35,-1.293662,277963,0,25.52884,2
221575,278063730,0,19.62948,100853.5,35,-1.344614,278063,0,25.52884,2
221664,278163690,0,19.50349,100855,35,-1.364297,278163,0,25.52884,2
221753,278263650,0,19.38298,100856.4,35,-1.339475,278263,0,25.52884,2
221845,278363610,0,19.26521,100857.8,35,-1.288979,278363,0,25.52884,2
221934,278463570,0,19.16387,100858.9,35,-1.234205,278463,0,25.52884,2
222025,278563530,0,19.07075,100860,35,-1.170014,278563,0,25.52884,2
222114,278663490,0,18.98858,100860.9,35,-1.083567,278663,0,25.52884,2
222204,278763450,0,18.90368,100861.9,35,-0.9842796,278763,0,25.52884,2
222294,278863410,0,18.84068,100862.7,35,-0.8952671,278863,0,25.52884,2
222384,278963370,0,18.78864,100863.3,35,-0.8139598,278963,0,25.52884,2
222475,279063330,0,18.7503,100863.7,35,-0.7129639,279063,0,25.52884,2
222564,279163290,0,18.71469,100864.1,35,-0.5888563,279163,0,25.52884,2
222653,279264083,0,18.70648,100864.2,35,-0.4654598,279264,0,25.52884,2
222745,279364043,0,18.70648,100864.2,35,-0.3444065,279364,0,25.52884,2
222834,279464003,0,18.72565,100864,35,-0.2064731,279464,0,25.52884,2
222925,279563963,0,18.7503,100863.7,35,-0.05549366,279563,0,25.52884,2
223012,279663923,0,18.78864,100863.3,35,0.0864476,279663,0,25.52884,2
223100,279763883,0,18.84068,100862.7,35,0.2111549,279763,0,25.52884,2
223188,279863843,0,18.90368,100861.9,35,0.3288268,279863,0,25.52884,2
223276,279963803,0,18.98858,100860.9,35,0.4526166,279963,0,25.52884,2
223367,280063763,0,19.08992,100859.8,35,0.5916136,280063,0,25.52884,2
223457,280163723,0,19.20221,100858.5,35,0.7489098,280163,0,25.52884,2
223546,280263683,0,19.3282,100857,35,0.9115291,280263,0,25.52884,2
223638,280363643,0,19.47336,100855.3,35,1.062165,280363,0,25.52884,2
223727,280463603,0,19.62126,100853.6,35,1.202534,280463,0,25.52884,2
223818,280563563,0,19.78559,100851.7,35,1.336912,280563,0,25.52884,2
223907,280663523,0,19.94171,100849.9,35,1.453316,280663,0,25.52884,2
223997,280763483,0,20.10604,100848,35,1.537192,280763,0,25.52884,2
224087,280863443,0,20.27311,100846.1,35,1.586833,280863,0,25.52884,2
224178,280963403,0,20.42923,100844.3,35,1.61422,280963,0,25.52884,2
224269,281063363,0,20.57439,100842.6,35,1.620211,281063,0,25.52884,2
224358,281163323,0,20.70585,100841.1,35,1.58341,281163,0,25.52884,2
224447,281263283,0,20.83184,100839.7,35,1.498679,281263,0,25.52884,2
224539,281364076,0,20.92496,100838.6,35,1.38613,281364,0,25.52884,2
224628,281464036,0,21.00713,100837.6,35,1.249395,281464,0,25.52884,2
224719,281563996,0,21.07012,100836.9,35,1.080511,281563,0,25.52884,2
224808,281663956,0,21.11942,100836.3,35,0.8981835,281663,0,25.52884,2
224898,281763916,0,21.14407,100836.1,35,0.7243724,281763,0,25.52884,2
224988,281863876,0,21.14407,100836.1,35,0.5484866,281863,0,25.52884,2
225078,281963836,0,21.13312,100836.2,35,0.3523123,281963,0,25.52884,2
225169,282063796,0,21.13312,100836.2,35,0.156696,282063,0,25.52884,2
225260,282163756,0,21.14407,100836.1,35,0.02310932,282163,0,25.52884,2
225349,282263716,0,21.17146,100835.7,35,-0.00085652,282263,0,25.52884,2
225442,282363676,0,21.21528,100835.2,35,0.07360578,282363,0,25.52884,2
225531,282463636,0,21.26732,100834.7,35,0.2011329,282463,0,25.52884,2
225622,282563596,0,21.3221,100834,35,0.3380769,282563,0,25.52884,2
225711,282663556,0,21.39057,100833.2,35,0.4527706,282663,0,25.52884,2
225801,282763516,0,21.46452,100832.4,35,0.5409294,282763,0,25.52884,2
225887,282863476,0,21.53847,100831.5,35,0.618813,282863,0,25.52884,2
225973,282963436,0,21.62064,100830.6,35,0.6881374,282963,0,25.52884,2
226064,283063396,0,21.71376,100829.5,35,0.7437718,283063,0,25.52884,2
226153,283163356,0,21.8151,100828.3,35,0.8019769,283163,0,25.52884,2
226242,283263316,0,21.91917,100827.1,35,0.8772975,283263,0,25.52884,2
226334,283363276,0,22.02599,100825.9,35,0.9551817,283363,0,25.52884,2
226423,283464069,0,22.14924,100824.5,35,1.018199,283464,0,25.52884,2
226516,283564029,0,22.28344,100822.9,35,1.079296,283564,0,25.52884,2
226605,283663989,0,22.41765,100821.4,35,1.161627,283663,0,25.52884,2
226695,283763949,0,22.56828,100819.6,35,1.258732,283763,0,25.52884,2
226785,283863909,0,22.6888,100818.3,35,1.339871,283863,0,25.52884,2
226875,283963869,0,22.80657,100816.9,35,1.367371,283963,0,25.52884,2
226966,284063829,0,22.88873,100816,35,1.310692,284063,0,25.52884,2
227055,284163789,0,22.94625,100815.3,35,1.168646,284163,0,25.52884,2
227144,284263749,0,22.99007,100814.8,35,0.9637404,284263,0,25.52884,2
227236,284363709,0,23.00103,100814.7,35,0.7300801,284363,0,25.52884,2
227325,284463669,0,22.99007,100814.8,35,0.4955631,284463,0,25.52884,2
227416,284563629,0,22.9709,100815,35,0.2636153,284563,0,25.52884,2
227505,284663589,0,22.92708,100815.5,35,0.04279554,284663,0,25.52884,2
227595,284763549,0,22.85313,100816.4,35,-0.154916,284763,0,25.52884,2
227685,284863509,0,22.78192,100817.2,35,-0.3483504,284863,0,25.52884,2
227775,284963469,0,22.6888,100818.3,35,-0.5417836,284963,0,25.52884,2
227866,285063429,0,22.5765,100819.6,35,-0.7086813,285063,0,25.52884,2
227955,285163389,0,22.45873,100820.9,35,-0.8550388,285163,0,25.52884,2
228041,285263349,0,22.31357,100822.6,35,-1.005677,285263,0,25.52884,2
228133,285363309,0,22.17115,100824.2,35,-1.158028,285363,0,25.52884,2
228224,285463269,0,22.00408,100826.1,35,-1.300964,285463,0,25.52884,2
228315,285564062,0,21.83427,100828.1,35,-1.431473,285564,0,25.52884,2
228404,285664022,0,21.65076,100830.2,35,-1.551024,285664,0,25.52884,2
228494,285763982,0,21.4563,100832.5,35,-1.663455,285763,0,25.52884,2
228584,285863942,0,21.24541,100834.9,35,-1.77666,285863,0,25.52884,2
228675,285963902,0,21.0263,100837.4,35,-1.899635,285963,0,25.52884,2
228766,286063862,0,20.79897,100840,35,-2.025634,286063,0,25.52884,2
228855,286163822,0,20.56069,100842.8,35,-2.137944,286163,0,25.52884,2
228944,286263782,0,20.31967,100845.6,35,-2.23373,286263,0,25.52884,2
229036,286363742,0,20.08687,100848.3,35,-2.312631,286363,0,25.52884,2
229125,286463702,0,19.84859,100851,35,-2.359706,286463,0,25.52884,2
229216,286563662,0,19.62126,100853.6,35,-2.367412,286563,0,25.52884,2
229305,286663622,0,19.3912,100856.3,35,-2.350294,286663,0,25.52884,2
229395,286763582,0,19.17209,100858.8,35,-2.322048,286763,0,25.52884,2
229485,286863542,0,18.97763,100861.1,35,-2.277541,286863,0,25.52884,2
229575,286963502,0,18.82151,100862.9,35,-2.18596,286963,0,25.52884,2
229666,287063462,0,18.69552,100864.3,35,-2.00622,287063,0,25.52884,2
229755,287163422,0,18.61336,100865.3,35,-1.732332,287163,0,25.52884,2
229844,287263382,0,18.57501,100865.7,35,-1.394254,287263,0,25.52884,2
229936,287363342,0,18.55858,100865.9,35,-1.020231,287363,0,25.52884,2
230025,287463302,0,18.59418,100865.5,35,-0.6367904,287463,0,25.52884,2
230116,287563262,0,18.64075,100865,35,-0.2687531,287563,0,25.52884,2
230205,287664055,0,18.73935,100863.8,35,0.07786319,287664,0,25.52884,2
230295,287764015,0,18.85164,100862.5,35,0.4076258,287764,0,25.52884,2
