LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip,labels,labels
227268,284363709,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
257767,318263477,0,0.1228506,0.1268123,0.1984808,0,0,2
69549,108463264,0,0.1256096,0.1112429,0.1901866,0,1,2
225743,282663556,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
138392,185564078,0,0.1604222,0.1328231,0.2438795,0,0,2
370884,443964010,0,0.1128279,0.1037402,0.163775,0,0,2
105459,148763804,0,0.1507873,0.1318056,0.2536188,0,1,2
302802,368363429,0,0.08445867,0.08350043,0.00278758,0,3,2
155575,204663935,0,0.1566544,0.1306068,0.2439225,0,0,2
398058,474163592,0,0.1240455,0.1102891,0.172584,0,4,2
129203,175363993,0,0.1504455,0.1362953,0.2455198,0,0,2
16910,50063300,0,0.1330663,0.1272525,0.1586754,0,0,2
411654,489263383,0,0.1123644,0.1190479,0.1565867,0,4,2
199755,253763454,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
199490,253463574,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
221336,277763850,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
141265,188763631,0,0.1635928,0.1298952,0.2664689,0,0,2
67562,106263311,0,0.112091,0.1205979,0.1751883,0,0,2
399950,476263585,0,0.1109018,0.1259205,0.1704877,0,4,2
145857,193864090,0,0.1547013,0.1363361,0.232956,0,0,2
80990,121263975,0,0.1153792,0.1176924,0.1568736,0,1,2
39706,75364009,0,0.1169026,0.1271691,0.195318,0,0,2
52507,89563327,0,0.1145798,0.113705,0.1699142,0,0,2
119871,164963988,0,0.1654482,0.132681,0.2482133,0,1,2
231851,289463335,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
110261,154163310,0,0.1400887,0.1230399,0.2555697,0,1,2
419128,497563395,0,0.1134226,0.1124763,0.1615229,0,4,2
55934,93363473,0,0.1359111,0.1281206,0.222809,0,0,2
321624,389263399,0,0.1112736,0.1044547,0.00456251,0,3,2
273253,335463261,0,0.1314323,0.1155522,0.1490338,0,0,2
353327,424463480,0,0.1412145,0.1101888,0.1965051,0,0,2
227717,284863509,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
203530,257963440,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
391763,467163893,0,0.1151265,0.1283218,0.1703266,0,4,2
315412,382363660,0,0.07600317,0.09524719,0.00250341,0,3,2
177268,228763458,0,0.1073336,0.1156628,0.1849335,0,0,2
258667,319263910,0,0.116794,0.1321675,0.1891968,0,0,2
75034,114563323,0,0.1172305,0.1167873,0.1651654,0,1,2
243540,302463966,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
215399,271163991,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
242013,300763813,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
435202,516563292,0,0.00272518,0.00305755,0.00265286,0,4,2
404359,481163291,0,0.1076294,0.1178039,0.1483151,0,4,2
266859,328363602,0,0.1280903,0.1178444,0.1744779,0,0,2
63505,101763445,0,0.1268036,0.1185212,0.1814042,0,0,2
111064,155063783,0,0.1475592,0.1272869,0.2678421,0,1,2
287574,351363565,0,0.2548991,0.3032973,0.1710203,0,3,2
206496,261263786,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
48090,84663621,0,0.128429,0.1150821,0.1431163,0,0,2
225654,282563596,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
190408,243363449,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
240301,298863740,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
369892,442863617,0,0.1194335,0.1169975,0.1529195,0,0,2
130103,176363593,0,0.1825954,0.1254989,0.2650025,0,0,2
262452,323463896,0,0.1217837,0.1121996,0.1661895,0,0,2
205504,260163393,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
2857,16763292,0,0.00291976,0.00283664,0.00278622,0,0,2
169796,220463446,0,0.1112006,0.120277,0.1839392,0,0,2
359623,431464012,0,0.1193553,0.1092417,0.165148,0,0,2
430002,510063393,0,0.00277031,0.00270211,0.0024628,0,4,2
399678,475963705,0,0.1164409,0.1232176,0.1470951,0,4,2
391492,466864013,0,0.1110111,0.1162402,0.1975429,0,4,2
9748,25364017,0,0.00287513,0.00298938,0.00288463,0,0,2
64229,102563958,0,0.1205496,0.1333603,0.1957164,0,0,2
352154,423164000,0,0.1191277,0.1094193,0.1609218,0,0,2
227627,284763549,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
208390,263363779,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
427394,506763880,0,0.00274444,0.00301695,0.00271644,0,4,2
208210,263163859,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
108393,152063317,0,0.1605237,0.1297971,0.2511006,0,1,2
70989,110063457,0,0.1216748,0.118189,0.1812117,0,1,2
136501,183464085,0,0.1726324,0.1362231,0.2326225,0,0,2
343060,413063875,0,0.1259461,0.1126412,0.1916887,0,0,2
178082,229663931,0,0.07712819,0.02999788,0.3097538,0,0,2
241383,300063260,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
164031,214063507,0,0.1115058,0.1103348,0.1728832,0,0,2
406252,483263284,0,0.1193516,0.1136705,0.1728727,0,4,2
370436,443463377,0,0.1138006,0.1091358,0.1765767,0,0,2
347113,417563741,0,0.1239436,0.1044676,0.1702549,0,0,2
192921,246163995,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
160887,210564074,0,0.1260903,0.1074573,0.1725971,0,0,2
174838,226063705,0,0.1253031,0.1159142,0.1299153,0,0,2
106170,149563484,0,0.1588955,0.1415012,0.2567434,0,1,2
403189,479863811,0,0.1025105,0.1110087,0.1485162,0,4,2
314328,381163307,0,0.07414225,0.08362499,0.00291324,0,3,2
245882,305063759,0,0.1299083,0.1246971,0.5222265,0,0,2
377637,451463509,0,0.1304104,0.1509652,0.2306558,0,4,2
64048,102364038,0,0.1204279,0.1123704,0.1936282,0,0,2
102524,145463458,0,0.1996733,0.1428529,0.3262998,0,1,2
99944,142563785,0,0.1748455,0.1461342,0.3061583,0,1,2
188072,240763656,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
123171,168663341,0,0.1690442,0.1408393,0.3397522,0,0,2
262001,322963263,0,0.1193333,0.1189129,0.1611787,0,0,2
153052,201863389,0,0.1809211,0.1281318,0.2912166,0,0,2
336845,406163303,0,0.2041238,0.1449557,0.3295809,0,0,2
298938,364063483,0,0.07275224,0.07094973,0.00281067,0,3,2
98076,140463792,0,0.2055896,0.1420343,0.3313416,0,1,2
363854,436163798,0,0.1339028,0.1044335,0.1808221,0,0,2
146848,194963650,0,0.163887,0.1426458,0.2346979,0,0,2
342700,412664035,0,0.1167084,0.1125439,0.2021529,0,0,2
219894,276163657,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
122450,167863661,0,0.1797572,0.1241692,0.2769508,0,1,2
308927,375164041,0,0.08577179,0.07661779,0.00275177,0,3,2
437663,519563758,0,0.00278201,0.00265852,0.00280799,0,4,2
75834,115463796,0,0.1031554,0.1120375,0.1743895,0,1,2
344049,414163435,0,0.1160621,0.113686,0.1761742,0,0,2
85531,126363601,0,0.1491076,0.1235491,0.2536065,0,1,2
116045,160664042,0,0.1408992,0.1257389,0.2654595,0,1,2
305865,371763735,0,0.07484662,0.07902202,0.00281817,0,3,2
347202,417663701,0,0.1312105,0.1187164,0.1605407,0,0,2
287122,350863765,0,0.2662192,0.1614048,0.6785488,0,3,2
46199,82563628,0,0.1133842,0.1081474,0.1580433,0,0,2
155485,204563975,0,0.1610543,0.1345307,0.2617984,0,0,2
29260,63763651,0,0.117459,0.1230235,0.1319751,0,0,2
94784,136763606,0,0.2549401,0.1660572,0.3713976,0,1,2
285951,349563452,0,0.1082119,0.1354611,0.1965517,0,0,2
367547,440263824,0,0.113464,0.1157386,0.1688661,0,0,2
306317,372263535,0,0.08063301,0.08531263,0.00292716,0,3,2
356019,427463946,0,0.1106115,0.1224669,0.1727683,0,0,2
289469,353463558,0,0.08255044,0.0888534,0.08608216,0,3,2
312889,379563947,0,0.07802846,0.07463673,0.00291844,0,3,2
303882,369563782,0,0.08342814,0.08550933,0.00300809,0,3,2
144867,192763697,0,0.166085,0.1244849,0.2413419,0,0,2
217284,273263984,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
66300,104863871,0,0.128039,0.123886,0.18085,0,0,2
267759,329364035,0,0.1160773,0.1128641,0.2013547,0,0,2
112310,156464056,0,0.1611257,0.1350042,0.2730471,0,1,2
79123,119163982,0,0.1177269,0.113307,0.1772509,0,1,2
137219,184263765,0,0.1510602,0.1171095,0.2220332,0,0,2
21059,54663959,0,0.1190927,0.1277355,0.1944252,0,0,2
437906,519863638,0,0.00280717,0.00241501,0.00290792,0,4,2
349543,420263494,0,0.1204427,0.1270762,0.2346366,0,0,2
197594,251363581,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
263530,324663416,0,0.1069448,0.1278416,0.1497941,0,0,2
418765,497163555,0,0.1060391,0.1077708,0.1808987,0,4,2
113200,157463656,0,0.1399213,0.1268862,0.221862,0,1,2
215491,271263951,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
112755,156963856,0,0.1578361,0.1305023,0.2383571,0,1,2
172677,223663832,0,0.1223666,0.1117218,0.1709074,0,0,2
301183,366563316,0,0.0823321,0.08161518,0.00293018,0,3,2
395993,471863679,0,0.1315468,0.1182408,0.1360796,0,4,2
73065,112363370,0,0.1206026,0.1254207,0.1677757,0,1,2
253984,314063491,0,0.1229414,0.1334869,0.1648223,0,0,2
57376,94963666,0,0.1092761,0.1121007,0.1551959,0,0,2
27008,61263818,0,0.1141704,0.1169022,0.1730435,0,0,2
102968,145964091,0,0.1624632,0.1276038,0.2485917,0,1,2
396797,472763319,0,0.1143962,0.1147262,0.1808971,0,4,2
114800,159263769,0,0.1485093,0.1282256,0.2432632,0,1,2
221607,278063730,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
212077,267463805,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
165112,215263860,0,0.1085475,0.1079317,0.1815827,0,0,2
28630,63063931,0,0.1124189,0.1210395,0.1924185,0,0,2
367996,440763624,0,0.1126956,0.1161427,0.1343748,0,0,2
221877,278363610,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
128664,174763400,0,0.1382444,0.14351,0.2409809,0,0,2
134516,181263299,0,0.1561251,0.1371654,0.2619472,0,0,2
66569,105163751,0,0.1167911,0.1182151,0.1452215,0,0,2
297779,362764003,0,0.07467679,0.07717361,0.00275249,0,3,2
382948,457363648,0,0.1311155,0.1461916,0.2296655,0,4,2
41510,77364042,0,0.1127507,0.1157545,0.1669368,0,0,2
27729,62063498,0,0.1125168,0.1151352,0.172441,0,0,2
229159,286463702,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
116666,161363762,0,0.1467088,0.1288492,0.2330093,0,1,2
144597,192463817,0,0.1607409,0.129041,0.2772664,0,0,2
382317,456663928,0,0.1326248,0.1483198,0.2379711,0,4,2
177992,229563971,0,0.144655,0.05626144,0.5809475,0,0,2
29801,64363411,0,0.1142701,0.1300401,0.1714242,0,0,2
32950,67863677,0,0.1210842,0.115258,0.1426613,0,0,2
304696,370463422,0,0.08458217,0.08062067,0.00295294,0,3,2
387802,462763987,0,0.1202401,0.1430036,0.2800061,0,4,2
304875,370663342,0,0.08349197,0.07858165,0.0030751,0,3,2
251373,311163818,0,0.1124028,0.1234265,0.1572969,0,0,2
117202,161963522,0,0.1526914,0.1358323,0.2438228,0,1,2
366016,438563671,0,0.1157063,0.109415,0.1395662,0,0,2
320994,388563679,0,0.1042406,0.1043817,0.00263535,0,3,2
289648,353663478,0,1.330281,3.056548,16.71966,0,3,2
333335,402264030,0,0.1344776,0.141093,0.323647,0,0,2
48812,85463301,0,0.1253842,0.1043021,0.1830835,0,0,2
157825,207163768,0,0.1745761,0.1359323,0.2725936,0,0,2
373136,446463843,0,0.1242617,0.121758,0.1751661,0,4,2
214138,269763718,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
374485,447964076,0,0.126055,0.1345787,0.1925671,0,4,2
158366,207763528,0,0.1367317,0.1221476,0.2423878,0,0,2
135689,182563612,0,0.161512,0.1196006,0.2648053,0,0,2
77167,116964029,0,0.1058613,0.1069017,0.174956,0,1,2
156204,205363655,0,0.1642358,0.1152159,0.2368795,0,0,2
427709,507163720,0,0.00298284,0.00265094,0.00289035,0,4,2
246693,305963399,0,0.1089409,0.09362124,0.1440338,0,0,2
177722,229264091,0,0.908174,0.3537247,3.646197,0,0,2
42951,78963402,0,0.1258274,0.124231,0.2031062,0,0,2
319282,386663606,0,0.1020431,0.1025726,0.00257465,0,3,2
251283,311063858,0,0.1087043,0.1150379,0.1436584,0,0,2
392937,468463373,0,0.1130548,0.1152834,0.1801695,0,4,2
201196,255363647,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
20970,54563999,0,0.1208353,0.1118401,0.1864538,0,0,2
368176,440963544,0,0.111777,0.1090026,0.1945384,0,0,2
387624,462564067,0,0.1349088,0.1511122,0.2616579,0,4,2
81079,121363935,0,0.1205282,0.1176351,0.1596628,0,1,2
271992,334063821,0,0.1368831,0.1167835,0.1837815,0,0,2
96919,139163479,0,0.2202782,0.1453702,0.3740121,0,1,2
280638,343663313,0,0.1202879,0.1065208,0.1741495,0,0,2
394374,470063566,0,0.1079403,0.1306656,0.1730104,0,4,2
33131,68063597,0,0.1169847,0.1229088,0.1619904,0,0,2
64949,103363638,0,0.1288602,0.1218159,0.1500998,0,0,2
299028,364163443,0,0.08080481,0.07059128,0.0028208,0,3,2
141445,188963551,0,0.1565924,0.1221566,0.2706864,0,0,2
383487,457963408,0,0.1477725,0.152193,0.2377167,0,4,2
151080,199663436,0,0.1628759,0.1261084,0.2669635,0,0,2
171236,222063639,0,0.1156475,0.1227546,0.1921224,0,0,2
423898,502863774,0,0.1034813,0.1067649,0.1415806,0,4,2
226637,283663989,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
287844,351663445,0,0.2493914,0.2792544,0.1588473,0,3,2
243268,302164086,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
402740,479364011,0,0.1218638,0.1152575,0.1588992,0,4,2
196964,250663861,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
296971,361863530,0,0.07319855,0.08095308,0.0026627,0,3,2
290278,354364031,0,0.6021639,0.6904352,0.9671068,0,3,2
249036,308564025,0,0.1172028,0.1281618,0.1984824,0,0,2
37364,72763383,0,0.1180604,0.1165335,0.1996745,0,0,2
19887,53363646,0,0.1267086,0.1373539,0.1353789,0,0,2
143065,190763664,0,0.1653083,0.1233811,0.2437012,0,0,2
436842,518563325,0,0.00286046,0.00270582,0.00267804,0,4,2
237511,295763314,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
232571,290263848,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
141895,189463351,0,0.1641639,0.129832,0.2819539,0,0,2
151259,199863356,0,0.1498762,0.1220921,0.2731832,0,0,2
389243,464363347,0,0.1288255,0.1651462,0.2306797,0,4,2
139823,187163438,0,0.1772835,0.1279443,0.2864786,0,0,2
418858,497263515,0,0.1266158,0.1167128,0.1643976,0,4,2
305145,370964055,0,0.0810315,0.0710477,0.00266724,0,3,2
318472,385763966,0,0.1143123,0.1132979,0.00267773,0,3,2
115689,160263369,0,0.1430726,0.1348073,0.2798663,0,1,2
117290,162063482,0,0.1529359,0.1284588,0.2681108,0,1,2
252454,312363338,0,0.1307129,0.1262605,0.192316,0,0,2
64408,102763878,0,0.1188294,0.1228911,0.1958955,0,0,2
241292,299963300,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
337026,406364056,0,0.1768238,0.1269035,0.3463084,0,0,2
240122,298663820,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
218815,274963304,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
367007,439664064,0,0.1302827,0.111171,0.1860559,0,0,2
206225,260963906,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
74145,113563723,0,0.1242203,0.1258593,0.1548055,0,1,2
410842,488363743,0,0.1118411,0.1246301,0.1519376,0,4,2
322795,390563712,0,0.1257758,0.09594517,0.00274765,0,3,2
406433,483464037,0,0.1191426,0.1334162,0.2315589,0,4,2
285681,349263572,0,0.1221709,0.1179998,0.1848244,0,0,2
41870,77763882,0,0.1214792,0.1127436,0.1764933,0,0,2
13643,46363947,0,0.00282867,0.0029599,0.00279762,0,0,2
287214,350963725,0,0.2658123,0.1667565,0.4516003,0,3,2
132087,178563546,0,0.15319,0.1123692,0.2537319,0,0,2
52866,89964000,0,0.1173997,0.1129612,0.1769295,0,0,2
141535,189063511,0,0.1573083,0.131282,0.2799354,0,0,2
374214,447663363,0,0.1179184,0.1326036,0.1954187,0,4,2
200386,254464007,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
91406,132963460,0,0.2524956,0.157901,0.3821126,0,1,2
361514,433564005,0,0.1088979,0.1183046,0.1912627,0,0,2
246333,305563559,0,0.1087912,0.1215617,0.1887555,0,0,2
382406,456763888,0,0.1417696,0.1425224,0.2590729,0,4,2
431821,512363306,0,0.00270931,0.00287663,0.00301016,0,4,2
26646,60863978,0,0.1124976,0.1167969,0.1652388,0,0,2
288385,352264038,0,0.2473051,0.2796526,0.1690121,0,3,2
168263,218763293,0,0.1178278,0.1157384,0.1657747,0,0,2
410571,488063863,0,0.130747,0.1142497,0.1579841,0,4,2
429609,509563593,0,0.00286964,0.00277983,0.00281638,0,4,2
167274,217663733,0,0.1201802,0.1199257,0.1375684,0,0,2
72252,111463730,0,0.119518,0.1276855,0.1413589,0,1,2
288475,352363998,0,0.2469441,0.295772,0.1744124,0,3,2
71169,110263377,0,0.1214312,0.111682,0.1857961,0,1,2
56025,93463433,0,0.1362164,0.1272623,0.2176923,0,0,2
65850,104364071,0,0.1125033,0.1128005,0.1548756,0,0,2
422277,501063661,0,0.1128529,0.1156627,0.1549312,0,4,2
73424,112764043,0,0.1249003,0.1215176,0.1892603,0,1,2
379257,453263622,0,0.1363318,0.1552506,0.2282182,0,4,2
429053,508863873,0,0.00310365,0.00242625,0.00268698,0,4,2
100834,143563385,0,0.1712111,0.1443434,0.2938069,0,1,2
24486,58463272,0,0.1294069,0.1224373,0.1506425,0,0,2
417776,496063995,0,0.1172657,0.1111144,0.1734996,0,4,2
94696,136663646,0,0.2536657,0.1563514,0.3721818,0,1,2
300019,365263836,0,0.08421107,0.08536178,0.00296275,0,3,2
62335,100463965,0,0.1162118,0.1197762,0.1705421,0,0,2
209734,264864012,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
298852,363963523,0,0.07655943,0.08016305,0.00273488,0,3,2
328919,397363491,0,0.1137698,0.1048119,0.00274171,0,3,2
434955,516263412,0,0.00285985,0.00301191,0.00279107,0,4,2
98609,141063552,0,0.2111273,0.1329961,0.3716097,0,1,2
177450,228963378,0,0.1117424,0.124783,0.1875241,0,0,2
358810,430563539,0,0.1364957,0.123034,0.196089,0,0,2
50252,87063494,0,0.1227316,0.1135272,0.1945654,0,0,2
160617,210263361,0,0.1339538,0.1200724,0.1980459,0,0,2
303342,368964022,0,0.08303384,0.07384854,0.00257806,0,3,2
137490,184563645,0,0.1484847,0.1357204,0.2158581,0,0,2
260919,321763743,0,0.1144892,0.1274373,0.1995714,0,0,2
100656,143363465,0,0.1708028,0.1314563,0.3149041,0,1,2
385999,460763954,0,0.1442492,0.1535837,0.2882977,0,4,2
211535,266864045,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
358269,429963779,0,0.113266,0.1154865,0.2144383,0,0,2
14676,47563467,0,0.00257856,0.0029052,0.00296306,0,0,2
295995,360763970,0,0.07636794,0.08379086,0.03195957,0,3,2
170515,221263959,0,0.1316823,0.1134563,0.1804942,0,0,2
386180,460963874,0,0.1304556,0.1587779,0.2358555,0,4,2
416876,495063562,0,0.116164,0.0983358,0.1870665,0,4,2
226459,283464069,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
351705,422663367,0,0.1091267,0.1102001,0.1614953,0,0,2
144146,191964017,0,0.164006,0.1211896,0.2784266,0,0,2
166464,216763260,0,0.1098557,0.1051548,0.1455657,0,0,2
125151,170863294,0,0.1255865,0.1246007,0.1872372,0,0,2
325765,393864058,0,0.1222968,0.1052528,0.00283688,0,3,2
330901,399563444,0,0.09963582,0.1203982,0.3686168,0,0,2
359712,431563972,0,0.1163493,0.1203117,0.1966591,0,0,2
427234,506563960,0,0.00284694,0.00263088,0.00285343,0,4,2
195437,248963708,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
98520,140963592,0,0.2109018,0.1301223,0.3419759,0,1,2
275144,337564087,0,0.1210876,0.1164726,0.1645892,0,0,2
4059,18263525,0,0.00295032,0.00283334,0.00301964,0,0,2
167814,218263493,0,0.1195644,0.1156228,0.1714638,0,0,2
260290,321064023,0,0.1105095,0.1099541,0.179768,0,0,2
173758,224863352,0,0.1208448,0.1215998,0.1829181,0,0,2
46737,83163388,0,0.1159888,0.1198305,0.2242221,0,0,2
369799,442763657,0,0.1113668,0.124193,0.1467637,0,0,2
67112,105763511,0,0.1191149,0.1198914,0.1795855,0,0,2
307307,373363928,0,0.08128422,0.08442169,0.00271826,0,3,2
186716,239263423,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
102079,144963658,0,0.1771477,0.1273834,0.2500556,0,1,2
83753,124363568,0,0.1496364,0.1375223,0.2504833,0,1,2
399768,476063665,0,0.1054497,0.1445394,0.1512507,0,4,2
191035,244064002,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
336937,406263263,0,0.1813457,0.1311843,0.2917807,0,0,2
69275,108163384,0,0.1214297,0.1141697,0.2118475,0,1,2
169615,220263526,0,0.1146765,0.1237666,0.1624598,0,0,2
230059,287463302,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
174118,225264025,0,0.118723,0.1234064,0.1889607,0,0,2
359891,431763892,0,0.125077,0.1196402,0.163819,0,0,2
269109,330863435,0,0.1117716,0.09613424,0.153869,0,0,2
24843,58863945,0,0.1257457,0.1168685,0.1680842,0,0,2
339819,409463649,0,0.1457165,0.1210777,0.2418085,0,0,2
393204,468764086,0,0.1266641,0.1124277,0.1724754,0,4,2
248855,308363272,0,0.1195552,0.1189819,0.156887,0,0,2
378627,452563902,0,0.1352757,0.1425767,0.2253907,0,4,2
4464,18763325,0,0.00271276,0.00270745,0.00280345,0,0,2
184740,237063470,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
14244,47063667,0,0.0028387,0.00268882,0.00265785,0,0,2
418947,497363475,0,0.1224111,0.1094839,0.1684217,0,4,2
395637,471463839,0,0.1199731,0.1174628,0.1537054,0,4,2
5826,20463478,0,0.00285064,0.00270868,0.00257822,0,0,2
124793,170463454,0,0.1436888,0.1304953,0.1928705,0,0,2
413724,491563296,0,0.1227311,0.1112283,0.1682392,0,4,2
248493,307963432,0,0.1151857,0.1205111,0.1768223,0,0,2
179431,231163331,0,6.69E-06,2.66E-06,2.68E-05,0,0,2
267670,329264075,0,0.1158856,0.1128708,0.1920449,0,0,2
207581,262463306,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
85086,125863801,0,0.141469,0.1551858,0.2457641,0,1,2
188884,241663296,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
431030,511363706,0,0.00284671,0.00292216,0.00301384,0,4,2
368896,441764057,0,0.1109363,0.1230108,0.1645917,0,0,2
158455,207863488,0,0.1347816,0.1167125,0.2392309,0,0,2
171688,222563439,0,0.1350623,0.1275551,0.1947381,0,0,2
317841,385063413,0,0.1004363,0.1080689,0.00294453,0,3,2
319914,387363326,0,0.1097418,0.1035699,0.00246935,0,3,2
176190,227563938,0,0.1271708,0.117446,0.2189322,0,0,2
292073,356364064,0,5.200566,2.456636,2.243447,0,3,2
13107,29564003,0,0.00261936,0.00276991,0.00269662,0,0,2
54399,91663320,0,0.116056,0.1258754,0.1803052,0,0,2
254434,314563291,0,0.1177076,0.1162622,0.1821682,0,0,2
148828,197163603,0,0.161269,0.138126,0.2713155,0,0,2
308387,374563448,0,0.07208119,0.08013669,0.0030235,0,3,2
48992,85664054,0,0.1104311,0.1179765,0.190464,0,0,2
160436,210063441,0,0.1339007,0.1181871,0.1914311,0,0,2
384921,459563601,0,0.1268979,0.1488486,0.2279049,0,4,2
65130,103563558,0,0.1267727,0.1154467,0.1851403,0,0,2
320543,388063879,0,0.1063121,0.1090865,0.00262002,0,3,2
349003,419663734,0,0.1138165,0.1159644,0.1498968,0,0,2
134425,181163339,0,0.1511664,0.1321617,0.2414626,0,0,2
269380,331163315,0,0.1103347,0.1203428,0.1721929,0,0,2
371963,445163530,0,0.1083114,0.1220521,0.1809209,0,0,2
165561,215763660,0,0.1092183,0.1160947,0.1306448,0,0,2
322525,390263832,0,0.131846,0.1125202,0.00284944,0,3,2
314058,380863427,0,0.07305327,0.0768601,0.0026291,0,3,2
8067,23264024,0,0.00299561,0.00321889,0.00294321,0,0,2
224840,281663956,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
181594,233564037,0,6.00E-07,6.00E-07,6.00E-07,0,0,2
78947,118964062,0,0.1127126,0.1180134,0.1734372,0,1,2
25835,59963505,0,0.1034723,0.1098537,0.1521722,0,0,2
403822,480563531,0,0.115513,0.1122535,0.1632154,0,4,2
408142,485363277,0,0.1097352,0.1162009,0.1579533,0,4,2
268028,329663915,0,0.1231862,0.1024198,0.1941145,0,0,2
76366,116063556,0,0.1045601,0.1304585,0.174375,0,1,2
376646,450363949,0,0.1264026,0.1371351,0.2523695,0,4,2
307218,373263968,0,0.08088702,0.07889644,0.00311544,0,3,2
29982,64563331,0,0.1073424,0.1161768,0.1867162,0,0,2
429450,509363673,0,0.00284834,0.00291243,0.00269035,0,4,2
93807,135664046,0,0.2551968,0.1752313,0.3808941,0,1,2
126143,171963687,0,0.1420177,0.1203098,0.1742091,0,0,2
168174,218663333,0,0.1081931,0.1269778,0.191078,0,0,2
168986,219563806,0,0.1215546,0.1180556,0.1701599,0,0,2
109907,153763470,0,0.1380149,0.1133998,0.2421518,0,1,2
280369,343363433,0,0.116275,0.123258,0.1901964,0,0,2
141175,188663671,0,0.168873,0.1383254,0.2413513,0,0,2
102256,145163578,0,0.1756397,0.1344785,0.3006435,0,1,2
193369,246663795,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
297864,362863963,0,0.07025537,0.07871805,0.0029117,0,3,2
135326,182163772,0,0.1498082,0.1362705,0.2643728,0,0,2
90962,132463660,0,0.2533613,0.1504037,0.360753,0,1,2
148919,197263563,0,0.154831,0.1204962,0.304397,0,0,2
434135,515263812,0,0.00285176,0.00293621,0.00264295,0,4,2
192472,245663362,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
107325,150863797,0,0.1570461,0.1316614,0.2664444,0,1,2
247593,306963832,0,0.1196564,0.1234645,0.1716575,0,0,2
63775,102063325,0,0.1233976,0.1164389,0.1893567,0,0,2
332070,400863757,0,0.1397163,0.1410843,0.211838,0,0,2
93184,134963493,0,0.2542651,0.1679588,0.4058359,0,1,2
210096,265263852,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
163942,213963547,0,0.1189021,0.1095996,0.1637359,0,0,2
72972,112263410,0,0.1322261,0.1203296,0.1717224,0,1,2
110441,154364063,0,0.1612664,0.1148521,0.2243786,0,1,2
10385,26163697,0,0.00265412,0.00258793,0.00294848,0,0,2
435446,516864005,0,0.00286028,0.00298778,0.00294318,0,4,2
319825,387263366,0,0.1211265,0.1075526,0.00255372,0,3,2
233464,291263448,0,6.00E-07,6.00E-07,6.00E-07,0,2,2
342068,411963482,0,0.1281613,0.1242841,0.2032709,0,0,2
306677,372663375,0,0.07637604,0.07725938,0.00296259,0,3,2
