LineNo,abTimeUS,abI,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,abEG,abEA,abT,abGH,abAH,abGHz,abAHz,labels
271692,363263803,0,1.807673,-2.166091,0.07204214,-4.835275,-0.02401836,-8.691506,0,0,39.00662,1,1,1000,1000,0
220372,306223295,0,1.850204,-1.504752,0.1857998,1.000001,0.9999967,1.000002,0,0,37.75154,1,1,999,999,0
45528,111503714,0,-0.2554021,2.292427,0.03703848,-0.2529939,-0.04169641,-9.819913,0,0,31.12823,1,1,1000,1000,0
59252,126743449,0,-0.9802135,2.113388,0.04312005,-0.2149311,-0.06668618,-9.77336,0,0,31.81532,1,1,1000,1000,0
252095,341503344,0,0.00374735,0.00365927,-0.00388362,-0.02012045,-0.0050458,-9.816707,0,0,38.55575,1,1,1000,1000,3
43364,109103841,0,-1.570732,2.035921,0.04666497,-1.54742,-0.05609186,-9.702777,0,0,31.01682,1,1,1000,1000,0
320032,417023957,0,-1.173006,-2.037509,0.03301103,0.02341295,-0.01690694,-9.789406,0,0,39.9899,1,1,999,999,4
314174,410504066,0,1.490541,-1.827736,0.05693968,0.00839541,0.02227097,-9.813365,0,0,39.87982,1,1,999,999,4
4728,26143705,0,0.00035147,0.00037327,0.00039883,-0.00045634,-0.00135826,-9.817665,0,0,26.56246,1,1,999,999,0
309875,405743471,0,0.9214221,-2.19753,0.0481096,-0.00802289,0.03540364,-9.869408,0,0,39.79794,1,1,999,999,4
5814,27464010,0,0.00037164,0.00036541,0.00043763,-5.69E-05,-0.00034922,-9.81673,0,0,26.64341,1,1,999,999,0
21101,84383733,0,-0.3651834,-2.475659,0.07127187,0.00702987,0.01342562,-9.92816,0,0,29.8158,1,1,1000,1000,0
64981,133063420,0,-1.620505,1.784999,0.06031222,-0.8752557,-0.08642367,-10.24091,0,0,32.09017,1,1,1000,1000,0
2328,23144072,0,0.00023834,0.00040095,0.00025467,-0.00072767,3.93E-05,-9.816328,0,0,26.37716,1,1,1000,1000,0
144878,222263559,0,1.368724,-1.580511,0.06239176,-5.007113,-0.1288084,-8.606904,0,0,35.41063,1,1,999,999,0
140407,217303877,0,-1.953298,2.351296,0.06625041,-4.956015,-0.2640902,-8.672112,0,0,35.25076,1,1,999,999,0
297787,392263865,0,0.352246,-1.993369,0.0276331,0.05025023,-0.01690247,-8.675775,0,0,39.55886,1,1,999,999,4
160130,239223439,0,0.5277793,2.245223,0.2607446,1.000001,0.9999967,1.000002,0,0,35.93771,1,1,999,999,2
162292,241623312,0,-2.989398,0.4910318,0.5588011,1.000001,0.9999967,1.000002,0,0,36.00991,1,1,999,999,2
34252,98983724,0,-1.743425,1.500099,0.04967569,-0.02187549,-0.03211488,-9.784233,0,0,30.53707,1,1,1000,1000,0
35632,100543933,0,2.322441,-0.2945718,0.04357223,-0.00688585,0.02905423,-9.844233,0,0,30.61208,1,1,1000,1000,0
35172,100023308,0,0.2928931,-2.337406,0.04317625,0.02284172,-0.0070964,-9.802009,0,0,30.58712,1,1,1000,1000,0
175341,256103351,0,-1.899988,-1.644499,-0.510404,1.000001,0.9999967,1.000002,0,0,36.43353,1,1,999,999,2
309056,404823839,0,-2.315907,-0.4532953,0.03896203,-0.00265716,-0.00142392,-9.783153,0,0,39.78196,1,1,999,999,4
330562,429103290,0,0.00248938,0.00244861,0.00255242,-0.00133266,-0.00038205,-9.817392,0,0,40.18763,1,1,999,999,4
291167,384943461,0,1.729069,-1.734989,0.04950102,-0.08959025,-0.00376867,-9.962397,0,0,39.42446,1,1,999,999,4
82189,152224086,0,-2.467103,-0.1150226,0.05224241,-0.3063258,-0.04838808,-10.02389,0,0,32.8889,1,1,999,999,1
35073,99903356,0,-2.118834,-1.028136,0.03820462,0.0427382,-0.00393704,-9.786227,0,0,30.58135,1,1,1000,1000,0
32891,97463499,0,0.3043042,2.351875,0.04012235,-0.0088597,-0.0086876,-9.818014,0,0,30.4636,1,1,1000,1000,0
239702,327663882,0,-0.964834,2.094154,0.3654763,0.03182629,-0.2951067,-10.15097,0,0,38.25149,1,1,999,999,3
198448,281823892,0,-2.608019,-0.349959,0.4406919,1.000001,0.9999967,1.000002,0,0,37.13736,1,1,999,999,2
180919,262343354,0,-0.9465578,-2.849073,0.1695694,1.000001,0.9999967,1.000002,0,0,36.60987,1,1,999,999,2
124644,199783388,0,0.112539,2.671168,0.03131548,-4.895466,-0.07179681,-8.757084,0,0,34.66446,1,1,999,999,0
227817,314463331,0,2.052683,1.150024,0.03859094,-1.475503,-0.00912122,-9.758179,0,0,37.94792,1,1,999,999,0
238981,326863369,0,-0.2503774,2.369466,0.04548301,-0.03466513,-0.00031676,-9.826288,0,0,38.23347,1,1,999,999,3
80389,150184069,0,1.49573,1.835991,0.03005211,-0.7964131,0.02745313,-9.907362,0,0,32.80627,1,1,1000,1000,1
326336,424183592,0,0.00255091,0.00255218,0.00248315,-0.00149829,-4.35E-05,-9.817369,0,0,40.10806,1,1,999,999,4
113505,187423334,0,0.2277184,-2.606991,0.04498567,-4.704594,-0.07821262,-8.537521,0,0,34.22974,1,1,999,999,1
156969,235704014,0,-1.112143,-2.154726,0.02579634,1.000001,0.9999967,1.000002,0,0,35.83075,1,1,1000,1000,0
258642,348783764,0,0.00362827,0.00361685,-0.01586479,0.02135727,0.02203797,-9.818559,0,0,38.71024,1,1,1000,1000,3
175717,256544008,0,2.585785,-0.03277759,-0.3755531,1.000001,0.9999967,1.000002,0,0,36.44609,1,1,999,999,2
214060,299183612,0,-0.4219619,-2.613111,-0.1810291,1.000001,0.9999967,1.000002,0,0,37.57943,1,1,999,999,2
272874,364583275,0,0.7420213,2.855573,0.05061618,-4.81315,-0.07696035,-8.876343,0,0,39.03293,1,1,999,999,0
55102,122143623,0,-1.717672,0.9902003,0.05202139,-0.1527826,-0.0510329,-9.579802,0,0,31.6116,1,1,1000,1000,0
160650,239784048,0,2.218331,-1.106718,0.1283178,1.000001,0.9999967,1.000002,0,0,35.95461,1,1,999,999,2
165414,245063602,0,2.129612,-0.6265974,-0.02974491,1.000001,0.9999967,1.000002,0,0,36.11241,1,1,1000,1000,2
70572,139263439,0,0.3289531,2.402987,0.02824585,-1.346158,0.03879541,-9.769089,0,0,32.35424,1,1,1000,1000,1
172913,253423590,0,-1.959038,-0.7262098,-0.2509509,1.000001,0.9999967,1.000002,0,0,36.35666,1,1,1000,1000,2
135361,211703618,0,-1.238842,2.471596,0.05482213,-4.879262,-0.1042641,-8.641769,0,0,35.06707,1,1,1000,1000,0
327712,425783785,0,0.00255163,0.00243024,0.00251308,-0.00068713,-0.00103759,-9.818043,0,0,40.13408,1,1,999,999,4
228997,315783636,0,-1.829613,1.463359,0.04819309,-0.5651819,-0.00157161,-9.78694,0,0,37.97889,1,1,1000,1000,0
5673,27304074,0,0.00037039,0.0003815,0.00039214,0.00064099,-7.67E-05,-9.817165,0,0,26.63361,1,1,999,999,0
52740,119503846,0,1.7746,1.608102,0.05878497,-1.302124,0.01434286,-9.806101,0,0,31.49326,1,1,1000,1000,0
290969,384703557,0,-2.307403,0.5607252,0.0488698,-0.1480495,-0.06732072,-9.896501,0,0,39.42,1,1,999,999,4
178411,259543641,0,-2.863569,1.573286,0.2699232,1.000001,0.9999967,1.000002,0,0,36.5312,1,1,999,999,2
102354,174863360,0,1.905067,2.066741,0.02866144,-5.487019,-0.9345019,-8.434099,0,0,33.76925,1,1,1000,1000,1
319832,416784053,0,0.1145297,2.285537,0.04604609,-0.03500829,0.00040254,-9.846354,0,0,39.98589,1,1,1000,1000,4
132457,208464081,0,2.718334,-0.308108,0.02826303,-4.965025,-0.08494884,-8.663032,0,0,34.95921,1,1,1000,1000,0
260804,351183637,0,0.00357022,0.00351386,-0.01659193,0.01055679,0.03647243,-9.81712,0,0,38.76036,1,1,1000,1000,3
270068,361463690,0,-1.88406,-2.367256,0.04415705,-4.567276,0.03393947,-8.313843,0,0,38.97055,1,1,1000,1000,0
299607,394303882,0,-1.150983,1.96268,0.04444883,-0.00927603,-0.02577479,-9.930858,0,0,39.59573,1,1,999,999,4
259842,350144053,0,0.0035649,0.00366175,-0.0164936,0.02158681,0.00643602,-9.817343,0,0,38.73869,1,1,999,999,3
41382,106903888,0,-1.965985,0.7904994,0.0607886,-0.1909962,-0.05186883,-9.795609,0,0,30.91389,1,1,1000,1000,0
253090,342623729,0,0.00373842,0.00373422,-0.00486918,0.02179265,-0.01919201,-9.816761,0,0,38.57976,1,1,999,999,3
141645,218663333,0,2.388844,-1.22275,0.06378642,-4.892495,-0.1498316,-8.6402,0,0,35.29486,1,1,1000,1000,0
214318,299463500,0,-2.634443,-1.127638,0.06036166,1.000001,0.9999967,1.000002,0,0,37.58636,1,1,999,999,2
86560,157143784,0,-1.489424,-2.200262,0.00241468,-4.481414,-0.00250008,-8.525565,0,0,33.0859,1,1,999,999,1
61735,129464027,0,-2.32517,0.7389946,0.04103948,-1.340666,-0.03659591,-9.787155,0,0,31.93432,1,1,1000,1000,0
200663,284263749,0,0.7431374,3.204905,0.02246362,1.000001,0.9999967,1.000002,0,0,37.20105,1,1,999,999,2
113150,187023494,0,0.1908735,-2.649189,0.05800083,-4.727984,0.00182969,-8.522071,0,0,34.21537,1,1,999,999,1
142027,219103990,0,-1.341169,2.345142,0.144075,-4.743523,-0.1452633,-8.73103,0,0,35.30908,1,1,999,999,0
293312,387303350,0,-0.8141463,-2.264541,0.0365846,0.0653319,-0.07073212,-9.842661,0,0,39.46815,1,1,999,999,4
214692,299903324,0,2.132934,-0.8734382,0.2655594,1.000001,0.9999967,1.000002,0,0,37.59722,1,1,999,999,2
172274,252703878,0,-1.823199,1.424477,0.7419412,1.000001,0.9999967,1.000002,0,0,36.33589,1,1,999,999,2
8621,30983435,0,0.00035993,0.00034523,0.00046122,-0.00034027,-0.00017015,-9.817858,0,0,26.85753,1,1,1000,1000,0
307340,402903774,0,1.334687,1.855561,0.02867962,-0.04712094,0.02458686,-9.834164,0,0,39.74846,1,1,999,999,4
48030,114263443,0,1.086706,-1.985124,0.0434481,-1.35281,0.05162354,-9.876169,0,0,31.25527,1,1,1000,1000,0
152082,230263691,0,0.7911232,-2.040219,0.01168399,-1.935709,0.02493935,-9.914025,0,0,35.66296,1,1,1000,1000,0
19679,82823524,0,1.713643,2.016114,-0.05698243,-0.00247102,0.03644241,-10.0034,0,0,29.73663,1,1,1000,1000,0
319291,416183460,0,1.101746,2.067379,0.02629613,-0.02844535,-0.01614268,-9.793309,0,0,39.97585,1,1,1000,1000,4
313099,409303713,0,-0.05497009,-2.37765,0.03513693,0.02222756,-0.04195787,-9.812031,0,0,39.8593,1,1,999,999,4
315534,412023458,0,0.8438925,2.098814,0.04048084,-0.01589615,0.00255119,-9.779035,0,0,39.9057,1,1,999,999,4
14974,77583954,0,0.00105994,0.0010965,0.00103323,-0.00117391,-0.00044844,-9.817999,0,0,29.46769,1,1,1000,1000,0
60332,127943802,0,-0.8289856,2.289112,0.05076338,-0.7801657,-0.05055454,-10.22861,0,0,31.86795,1,1,1000,1000,0
303381,398503868,0,-0.2191373,-2.291935,0.03103685,0.00802083,-0.01931042,-9.730564,0,0,39.67086,1,1,1000,1000,4
252728,342223889,0,0.00369968,0.00367425,-0.00446467,0.01293924,0.02254708,-9.818213,0,0,38.57119,1,1,999,999,3
20382,83584053,0,-0.1599775,-2.531136,0.03503465,-0.03724271,0.01789507,-9.893607,0,0,29.77525,1,1,1000,1000,0
14129,76623505,0,0.00109502,0.0011298,0.00110002,-0.00097376,-0.0006967,-9.816109,0,0,29.41791,1,1,1000,1000,0
8483,30823499,0,0.00039728,0.00038275,0.00039744,0.00089054,-0.00051354,-9.817987,0,0,26.84785,1,1,1000,1000,0
181360,262823995,0,-1.272861,-1.202488,0.3683701,1.000001,0.9999967,1.000002,0,0,36.62329,1,1,999,999,2
34691,99463532,0,1.172198,2.073682,0.03266677,-0.04908081,0.03565706,-9.869567,0,0,30.56019,1,1,1000,1000,0
334426,433583997,0,0.00236433,0.00236752,0.00239775,-0.00210375,-0.00165304,-9.817473,0,0,40.25896,1,1,1000,1000,4
274930,366864029,0,-0.3980845,2.505181,0.05043956,-3.722967,-0.0155003,-9.194392,0,0,39.07811,1,1,1000,1000,0
2454,23264024,0,0.00036522,0.00020783,0.00046445,-0.00117334,-0.00096986,-9.816553,0,0,26.38461,1,1,1000,1000,0
37776,102903822,0,-2.491519,-0.181605,0.2188442,-0.6437784,-0.04204991,-10.35783,0,0,30.72482,1,1,1000,1000,0
254087,343743281,0,0.00373858,0.00369296,-0.00531707,-0.005722,0.00286546,-9.81698,0,0,38.60368,1,1,1000,1000,3
86897,157503640,0,0.8855937,2.494322,-0.07499158,-4.706119,-0.08523546,-8.696795,0,0,33.10019,1,1,999,999,1
180638,262023482,0,-1.80203,-1.488175,0.1253871,1.000001,0.9999967,1.000002,0,0,36.60092,1,1,999,999,2
83160,153303654,0,0.3137502,2.590634,0.05036085,-1.411325,-0.02559408,-10.55194,0,0,32.93242,1,1,1000,1000,1
195567,278623506,0,1.361062,2.014061,-0.110306,1.000001,0.9999967,1.000002,0,0,37.05305,1,1,1000,1000,2
178393,259503657,0,3.098954,0.3601881,0.2804954,1.000001,0.9999967,1.000002,0,0,36.53007,1,1,999,999,2
233339,320623366,0,-0.1783224,2.360881,0.05788371,-0.6458842,-0.02462507,-9.904734,0,0,38.09125,1,1,1000,1000,0
200403,283983861,0,-2.355857,2.407394,0.2796723,1.000001,0.9999967,1.000002,0,0,37.19377,1,1,999,999,2
69953,138583711,0,-2.017192,1.650113,0.1157345,-1.392777,0.00021824,-9.763364,0,0,32.32554,1,1,1000,1000,1
324022,421503831,0,0.00256211,0.00254122,0.00256389,-0.00078651,-0.00072837,-9.817884,0,0,40.06416,1,1,1000,1000,4
213900,299023676,0,1.663217,2.245095,-0.3000528,1.000001,0.9999967,1.000002,0,0,37.57547,1,1,999,999,2
123922,198983708,0,0.3534964,2.615667,0.07899977,-4.882194,-0.04249112,-8.796421,0,0,34.63686,1,1,999,999,0
52458,119183974,0,2.12466,-0.711182,0.03796078,-1.553348,0.04489918,-9.776602,0,0,31.47884,1,1,1000,1000,0
331670,430383611,0,0.00245853,0.0024005,0.00249308,-0.00111357,-0.00171751,-9.817496,0,0,40.20812,1,1,999,999,4
326243,424063640,0,0.00250299,0.00254455,0.00261719,-0.00078062,-0.00114579,-9.818455,0,0,40.1061,1,1,999,999,4
188459,270703342,0,-2.001822,-2.097956,0.160214,1.000001,0.9999967,1.000002,0,0,36.84045,1,1,1000,1000,2
29414,93623369,0,2.105447,-0.9471201,0.04937195,-0.01082512,-0.00412613,-9.763066,0,0,30.27634,1,1,1000,1000,0
311937,408023392,0,0.9301453,-2.20772,0.04158121,-0.01697879,0.01345689,-9.80285,0,0,39.83732,1,1,1000,1000,4
153705,232063804,0,1.78704,-4.190567,0.3237158,1.000001,0.9999967,1.000002,0,0,35.71882,1,1,999,999,0
76771,146144019,0,1.369728,-1.936764,0.03910269,-0.4224621,-0.01744623,-9.884726,0,0,32.64095,1,1,1000,1000,1
89033,159903513,0,0.3785977,2.782987,0.02465939,-5.200212,-0.2157613,-8.710704,0,0,33.19501,1,1,1000,1000,1
311636,407663536,0,0.959246,2.207323,0.0324387,-0.05131464,-0.03233983,-9.821681,0,0,39.83112,1,1,999,999,4
246936,335743982,0,5.344603,-5.311637,-3.95482,-0.6359726,-2.848745,-6.301418,0,0,38.43082,1,1,1000,1000,3
145001,222423495,0,-3.018469,0.02807072,0.03432364,-4.944177,-0.2302241,-8.500023,0,0,35.41574,1,1,999,999,0
178553,259663593,0,-1.966407,-2.400127,0.1624544,1.000001,0.9999967,1.000002,0,0,36.53458,1,1,999,999,2
71692,140543760,0,2.294324,-0.153645,0.05997405,-0.6071071,0.06173928,-9.895231,0,0,32.40808,1,1,1000,1000,1
189279,271623807,0,0.8186957,-2.991574,-0.3708966,1.000001,0.9999967,1.000002,0,0,36.86544,1,1,999,999,2
161628,240863616,0,0.8800289,-2.587465,0.07690952,1.000001,0.9999967,1.000002,0,0,35.98711,1,1,1000,1000,2
101842,174303584,0,-2.878962,0.125071,0.01121846,-5.229635,-0.8548828,-8.016185,0,0,33.74827,1,1,1000,1000,1
296208,390543720,0,-1.993476,1.270164,0.05771374,-0.05859478,-0.00395683,-9.820751,0,0,39.52757,1,1,999,999,4
198145,281464036,0,3.930131,-1.5899,0.3384563,1.000001,0.9999967,1.000002,0,0,37.12792,1,1,999,999,2
289367,382943428,0,-0.8813706,-1.96793,0.03603385,-1.97839,-0.03196709,-9.878538,0,0,39.38717,1,1,999,999,4
69792,138423775,0,1.261802,-1.688097,0.09732088,-1.256761,-0.04947179,-9.886338,0,0,32.31878,1,1,1000,1000,1
115937,190143912,0,1.988235,-1.46397,1.078826,-0.2669928,-0.7292285,-10.50385,0,0,34.32695,1,1,1000,1000,0
260084,350383957,0,0.00361914,0.00363876,-0.01662523,0.01939001,-0.02172535,-9.816629,0,0,38.7437,1,1,999,999,3
265229,356103335,0,-0.7009022,0.8282199,-0.8280416,-0.5773667,1.45163,-8.789065,0,0,38.86186,1,1,1000,1000,3
23381,86943542,0,-0.3993706,2.563695,0.04037932,-0.01728063,-0.07761341,-9.899038,0,0,29.94482,1,1,1000,1000,0
230178,317103941,0,-0.3971537,-2.914159,0.02367434,-0.1918629,0.00641157,-9.787706,0,0,38.00971,1,1,999,999,0
120400,195063610,0,2.74556,-0.0146197,0.09926549,-4.801081,-0.0631464,-8.714561,0,0,34.50056,1,1,1000,1000,0
22924,86423750,0,2.070488,1.460171,0.05479373,-0.03209269,-0.00448725,-9.89057,0,0,29.9187,1,1,1000,1000,0
49876,116343444,0,-2.123696,-1.022575,0.03302255,-0.2865315,-0.04895863,-9.849354,0,0,31.35023,1,1,1000,1000,0
210546,295263514,0,-2.5669,-0.6307402,-0.1660026,1.000001,0.9999967,1.000002,0,0,37.48183,1,1,1000,1000,2
59432,126943369,0,-0.8026183,1.783672,0.04102194,-0.1773354,-0.04441916,-9.68047,0,0,31.82411,1,1,1000,1000,0
171451,251783413,0,1.291243,2.449976,0.07026784,1.000001,0.9999967,1.000002,0,0,36.30928,1,1,999,999,2
103719,176423569,0,-0.5600442,-2.692803,0.03460262,-5.133135,-0.8407388,-8.043834,0,0,33.8275,1,1,1000,1000,1
98106,170103598,0,-2.625353,1.326702,0.07119581,-5.650496,-0.3367406,-7.785445,0,0,33.58963,1,1,1000,1000,1
166165,245944083,0,-0.03739131,-2.386867,0.1178277,1.000001,0.9999967,1.000002,0,0,36.13845,1,1,999,999,2
315976,412503266,0,2.296285,0.4566987,0.04069556,0.05085775,0.05999371,-9.790295,0,0,39.91385,1,1,999,999,4
32995,97583451,0,-2.130088,0.8489224,0.05050462,0.05544293,-0.04794294,-9.824995,0,0,30.46942,1,1,1000,1000,0
57150,124383560,0,-0.06507397,-2.296777,0.03489123,-1.356308,-0.0116766,-9.867214,0,0,31.71119,1,1,1000,1000,0
143187,220383478,0,2.039206,1.743186,0.00059154,-5.014514,-0.06750073,-8.661113,0,0,35.35034,1,1,1000,1000,0
248542,337543262,0,0.00373513,-0.00185853,-0.00419576,0.07714941,0.4421098,-10.15306,0,0,38.47012,1,1,999,999,3
146063,223583864,0,1.825976,1.968275,-0.1445669,-4.717674,-0.2504831,-8.833416,0,0,35.45273,1,1,1000,1000,0
23624,87183446,0,-0.8529625,-2.381664,0.03004455,0.02368472,0.03646205,-9.857355,0,0,29.95686,1,1,1000,1000,0
244748,333263308,0,4.987322,-6.528269,-34.3651,-0.1638697,-0.0941437,-8.845201,0,0,38.37629,1,1,1000,1000,3
300659,395463418,0,2.201646,0.5544396,0.04266505,-0.00750211,0.03224912,-9.825174,0,0,39.61659,1,1,999,999,4
40221,105623567,0,-1.896164,-1.410291,0.01344591,-0.5828698,-0.01055748,-9.829691,0,0,30.85366,1,1,1000,1000,0
188657,270944079,0,2.906918,0.9766799,0.244064,1.000001,0.9999967,1.000002,0,0,36.84698,1,1,999,999,2
5441,27023353,0,0.00028482,0.00036244,0.00045491,-0.00059922,-0.001188,-9.817553,0,0,26.61646,1,1,999,999,0
157509,236303774,0,-0.2823881,-2.426619,0.06751157,1.000001,0.9999967,1.000002,0,0,35.84907,1,1,1000,1000,0
208605,293143529,0,-2.894308,3.130402,0.4253896,1.000001,0.9999967,1.000002,0,0,37.42852,1,1,1000,1000,2
257404,347423475,0,0.00363411,0.00366254,-0.00609891,0.00325816,0.02106657,-9.817253,0,0,38.68167,1,1,999,999,3
332108,430903403,0,0.00237718,0.00245756,0.00249716,-0.00179607,-5.48E-05,-9.817279,0,0,40.21642,1,1,999,999,4
170211,250423957,0,-4.419312,-1.065866,0.1900788,1.000001,0.9999967,1.000002,0,0,36.26979,1,1,1000,1000,2
138760,215463780,0,2.501136,-0.7962732,0.04265291,-4.954279,-0.06609569,-8.620422,0,0,35.19078,1,1,1000,1000,0
256482,346383891,0,0.00364552,0.00364358,-0.00578178,-0.00836125,-0.01975868,-9.816743,0,0,38.65973,1,1,1000,1000,3
226017,312463298,0,1.6031,-2.318681,0.06955102,-0.1552181,-0.07478802,-9.95307,0,0,37.90075,1,1,999,999,0
44185,110023473,0,-2.359475,-0.4037344,0.04039162,-0.9132788,-0.00851184,-9.939948,0,0,31.05963,1,1,1000,1000,0
167950,247903299,0,-1.111025,2.941441,0.3490789,1.000001,0.9999967,1.000002,0,0,36.19615,1,1,1000,1000,2
231415,318463397,0,-2.500141,0.812961,0.087828,-1.120948,-0.0521212,-10.19094,0,0,38.04133,1,1,1000,1000,0
329546,427943754,0,0.0024884,0.00243013,0.00246354,-0.00039693,-0.00114812,-9.81678,0,0,40.16899,1,1,999,999,4
155788,234383709,0,-1.231464,2.45439,0.1479549,1.000001,0.9999967,1.000002,0,0,35.79031,1,1,999,999,0
298090,392623721,0,-1.692252,1.254972,0.0364328,-0.02276417,-0.01221915,-8.952463,0,0,39.56538,1,1,999,999,4
185603,267543773,0,1.857654,0.560645,-0.517874,1.000001,0.9999967,1.000002,0,0,36.75405,1,1,999,999,2
238621,326463529,0,0.4645398,2.334883,0.03864497,-0.01530836,0.00494301,-9.806698,0,0,38.22444,1,1,999,999,3
331096,429743867,0,0.00251028,0.00247591,0.0024665,-0.00149181,-0.00153494,-9.817932,0,0,40.19789,1,1,999,999,4
78332,147863331,0,2.467588,0.04570158,0.04931208,-0.8013241,0.01821299,-10.0284,0,0,32.7116,1,1,1000,1000,1
211559,296423883,0,-0.859709,1.50468,0.3628193,1.000001,0.9999967,1.000002,0,0,37.51085,1,1,999,999,2
257681,347743347,0,0.00360992,0.00359356,-0.00670763,-0.01456873,-0.01723966,-9.818766,0,0,38.6884,1,1,999,999,3
309857,405703487,0,-1.925009,1.243552,0.04789082,0.00297397,-0.03927548,-9.786624,0,0,39.79724,1,1,999,999,4
265747,356663944,0,1.795882,0.2779361,-0.5813096,-0.7895773,0.2053317,-9.252785,0,0,38.87331,1,1,1000,1000,3
308598,404304047,0,-0.3962202,2.32378,0.04212036,0.01539523,0.01418622,-9.841682,0,0,39.77291,1,1,999,999,4
131860,207823504,0,-2.16177,-1.592709,-0.0899262,-4.704594,-0.03928686,-8.273666,0,0,34.93777,1,1,999,999,0
145261,222703383,0,-1.09887,2.437257,-0.0756221,-4.942811,-0.1572258,-9.051138,0,0,35.42468,1,1,999,999,0
265025,355863431,0,3.789962,-1.681256,-1.188055,-0.4748502,1.916519,-11.70611,0,0,38.85695,1,1,999,999,3
130225,205983407,0,0.6280345,2.548928,0.06070978,-4.964676,-0.08031267,-8.750607,0,0,34.87586,1,1,1000,1000,0
174621,255303671,0,-2.951512,0.0067543,0.9874909,1.000001,0.9999967,1.000002,0,0,36.41066,1,1,1000,1000,2
203756,287744023,0,-2.264614,2.798154,-0.0834178,1.000001,0.9999967,1.000002,0,0,37.291,1,1,999,999,2
106012,178983378,0,-1.680442,2.071819,0.03520774,-5.031894,-0.5212964,-8.540771,0,0,33.92243,1,1,999,999,1
139064,215823636,0,-2.593534,0.1012286,0.06465086,-4.708786,-0.105874,-8.346767,0,0,35.20255,1,1,1000,1000,0
328154,426303577,0,0.00250273,0.00256985,0.00248136,-0.00037872,-0.00120557,-9.817411,0,0,40.14251,1,1,1000,1000,4
272073,363703627,0,-1.101363,2.567012,0.07914925,-4.800179,-0.1074107,-8.76182,0,0,39.0154,1,1,1000,1000,0
13125,36623678,0,0.00044059,0.00042024,0.00053589,-0.0019236,-0.00039231,-9.818087,0,0,27.19542,1,1,1000,1000,0
249517,338623663,0,0.00374214,0.00376492,-0.00315343,0.03466691,-0.00792748,-9.816494,0,0,38.49358,1,1,1000,1000,3
327121,425104057,0,0.00251631,0.00256617,0.00257393,-0.00240508,-0.00144329,-9.817186,0,0,40.12304,1,1,999,999,4
103954,176663473,0,1.675288,2.26337,0.02815355,-5.261549,-0.9468309,-8.535457,0,0,33.83643,1,1,1000,1000,1
330045,428503530,0,0.00242358,0.00248749,0.00246898,-0.00180309,-0.00031745,-9.817666,0,0,40.178,1,1,1000,1000,4
97906,169863694,0,2.900412,0.608579,0.06116522,-6.087632,-0.3857247,-8.100052,0,0,33.5805,1,1,1000,1000,1
156627,235343325,0,2.404618,0.7019868,-0.01007423,1.000001,0.9999967,1.000002,0,0,35.81974,1,1,1000,1000,0
274571,366463356,0,0.5346051,2.629722,0.03862598,-4.235074,-0.01539862,-9.039843,0,0,39.07021,1,1,1000,1000,0
151222,229344059,0,-1.384346,-1.615162,0.02154236,-2.936352,-0.07711776,-9.398845,0,0,35.63428,1,1,999,999,0
80587,150423973,0,-2.176952,-0.9858562,0.03699616,-0.6398395,0.0217911,-9.831881,0,0,32.81602,1,1,1000,1000,1
323661,421064007,0,0.0025575,0.00255293,0.00262534,-0.00101461,-0.00191377,-9.816039,0,0,40.05692,1,1,1000,1000,4
120620,195343498,0,1.281758,-2.32216,0.1225384,-4.720627,-0.05786861,-8.523391,0,0,34.51035,1,1,1000,1000,0
162996,242383841,0,1.347388,1.828452,-0.252513,1.000001,0.9999967,1.000002,0,0,36.03266,1,1,999,999,2
257843,347903283,0,0.00362807,0.00364997,-0.00840986,-0.00201211,0.00242154,-9.81776,0,0,38.69177,1,1,999,999,3
149842,227783850,0,1.955134,1.266341,-0.28512,-2.983737,-0.07068317,-9.814999,0,0,35.58546,1,1,999,999,0
33095,97703403,0,-1.609409,-1.697827,0.03539663,0.01418173,-0.01398308,-9.816938,0,0,30.47523,1,1,1000,1000,0
214139,299263580,0,-2.745083,-0.6343993,-0.1127847,1.000001,0.9999967,1.000002,0,0,37.58141,1,1,999,999,2
200704,284343717,0,3.259755,0.5754051,-0.02657029,1.000001,0.9999967,1.000002,0,0,37.20313,1,1,999,999,2
59031,126463561,0,-2.407166,0.07834542,0.04122205,-0.3220498,-0.02268714,-9.792277,0,0,31.80301,1,1,1000,1000,0
226320,312823987,0,-2.517424,-0.3075953,0.06663518,-0.4114759,-0.1138406,-10.31802,0,0,37.90926,1,1,999,999,0
59314,126783433,0,-0.479368,-2.308147,0.03463788,-0.1592389,0.01245595,-9.823753,0,0,31.81708,1,1,1000,1000,0
234158,321543831,0,-1.955928,-0.8110547,0.04402216,-0.2804079,-0.02726543,-9.648382,0,0,38.1124,1,1,999,999,0
144462,221823735,0,-2.615788,0.01542361,0.05760999,-4.801556,-0.0628681,-8.337315,0,0,35.39655,1,1,1000,1000,0
7929,30143771,0,0.00041686,0.00033261,0.00043614,-0.00152563,-0.00168632,-9.817429,0,0,26.80666,1,1,1000,1000,0
87095,157743544,0,-1.912941,-1.877638,-0.07368925,-4.56012,-0.119128,-8.263714,0,0,33.10971,1,1,999,999,1
164694,244263922,0,4.612716,0.8623015,0.06585641,1.000001,0.9999967,1.000002,0,0,36.08868,1,1,999,999,2
